Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
"PCUAQU024FS0002D","21/05/2015","Parc / jardin","Jardin botanique d'Alaije","","","Chemin du Vert Galant","","24310","BRANTOME","24064","+33 5 53 35 38 64","","alaije.solidairesdumonde.org ","0.65155947","45.3574054","Oui","
","Jardin botanique","","","","01/01/2015|30/06/2015|09:00|||16:00|Dimanche - Samedi # 01/07/2015|30/09/2015|09:00|||18:00|Dimanche # 01/10/2015|31/12/2015|09:00|||16:00|Dimanche - Samedi","Participation libre|||","Visite guidée # Visite libre","Français","Aire de pique-nique",""
"PCUAQU033FS0011N","25/03/2015","Parc / jardin","Jardin botanique de Bordeaux Bastide","esplanade Linné
","","","","33100","BORDEAUX","33063","+33 5 56 52 18 77","","www.bordeaux.fr/ebx/LinkResolverServlet?classofcontent=lieu&id=871"," -0.5589005","44.8447505","Oui","
","Jardin botanique","","Handicap auditif # Handicap mental # Handicap moteur","","01/11/2015|31/12/2015|08:00|||18:00| # 01/01/2015|29/03/2015|08:00|||18:00| # 04/04/2015|01/11/2015|08:00|||20:00|","Gratuit|||","Visite guidée # Visite libre","","",""
"PCUAQU047FS00019","02/01/2015","Parc / jardin","Jardin Botanique de Darel","","","Route de Cassou","","47480","PONT-DU-CASSE","47209","+33 5 53 77 83 33","+33 6 73 61 49 15","","0.6899138","44.2247143","","
","Conservatoire # Jardin botanique","","","","","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","Français","Aire de pique-nique","Boutique"
"PCUAQU064FS000MV","28/05/2015","Parc / jardin","Jardin botanique Jeanne Jugan","","","Avenue de Lons","","64140","BILLERE","64129","+33 5 59 40 03 30","","http://www.ville-billere.fr/La-ville/Espaces-verts/Le-jardin-botanique-Jeanne-Jugan"," -0.3834470","43.3129063","","
","Jardin botanique","","","","01/01/2015|31/12/2015|||||","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","","",""
"PCUAQU064FS000DC","17/02/2015","Parc / jardin","Jardin Botanique littoral Paul Jovet","","","31 avenue Gaëtan Bernoville","","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 26 34 59","","www.jardinlittoral-saintjeandeluz.fr"," -1.6499704","43.4033085","Oui","
Environnement et nature","Jardin botanique","","","","04/04/2015|30/06/2015|11:00|||18:00|Jeudi - Lundi - Mardi - Vendredi # 01/07/2015|31/08/2015|11:00|||19:00| # 01/09/2015|01/11/2015|11:00|||18:00|Jeudi - Lundi - Mardi - Vendredi","Plein tarif|4,00|4,00| # Gratuit|0,00|0,00|moins de 12 ans # Tarif réduit|2,00|2,00|enfant 12-16 ans, étuidiant, demandeur emploi","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Basque # Espagnol # Français","Aire de pique-nique # Salle de projection # Salle de réunion équipée","Boutique"
"PCUAQU040FS0007O","02/01/2015","Parc / jardin","Jardin Botanique Planète Pelargonium","","","98 impasse du Beth","","","SAINT-VINCENT-DE-PAUL","40283","+33 5 58 89 91 09","","www.planet-pelargonium.fr"," -0.9928668","43.7660772","","
","Jardin botanique","","","","","Gratuit|||","","Français","",""
"PCUAQU024FS0011C","02/01/2015","Parc / jardin","Jardin camerounais du Périgord ","Les Magnacs 
","","","","24150","LALINDE","24223","","+33 6 26 30 08 39","jardin-franco-camerounais.com","0.7070189","44.8424780","","
","Jardin d'agrément","","","","","","","","",""
"PCUAQU040FS0004F","12/12/2014","Parc / jardin","Jardin d’Alain et Béatrice Labarchède","","","Route de Brocas ","","40090","CANENX-ET-REAUT","40064","+33 6 07 45 31 40","",""," -0.4423543","44.006421","Oui","
","","","","","","","","","",""
"PCUAQU024FS0007M","02/01/2015","Parc / jardin","Jardin de Fontvialane","","","","","24620","LES EYZIES-DE-TAYAC-SIREUIL","24172","+33 5 53 46 32 27","","","1.0180000","44.9360000","","
","","","","","","","Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous","","",""
"PCUAQU033FS001BI","03/02/2015","Parc / jardin","Jardin de la Béchade","Rue de la Béchade
","","","","33000","BORDEAUX","33063","","","www.bordeaux.fr"," -0.5988514","44.8249589","","
","Parc","","","","01/01/2015|31/12/2015|||||","Gratuit|||","","","","Espace jeux"
"PCUAQU024FS0002P","02/01/2015","Parc / jardin","Jardin de la Brande","","","","","24380","FOULEIX","24190","+33 5 53 07 47 85","","","0.6798350","44.9849360","","
","","","","","","Gratuit|||","Visite libre","","",""
"PCUAQU033FS0000A","03/02/2015","Parc / jardin","Jardin de la Citadelle","Rue Bistaudeau
","","","","33710","BOURG","33067","+33 5 57 68 40 04 # +33 5 57 68 31 76","","www.tourisme.bourg-en-gironde.fr"," -0.5620193","45.0394759","Oui","
","Jardin d'agrément","","","","01/01/2015|31/12/2015|||||","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Français","Aire de pique-nique",""
"PCUAQU024FS00038","11/03/2015","Parc / jardin","Jardin de la Ferme Fleurie","","","","Le Colombier","24250","LA ROQUE-GAGEAC","24355","+33 5 53 28 33 39","","www.fermefleurieperigord.com","1.2100730","44.8246850","","
","Jardin d'agrément","","","","15/05/2015|30/09/2015|10:00|12:00|14:00|18:00|","Plein tarif|6,00||Adulte # Tarif réduit|4,00||Enfant - 12 ans # Tarif groupe|5,00||Groupe enfants , groupe adultes","Visite guidée uniquement sur rendez-vous # Visite libre","Français","Aire de pique-nique","Boutique # Point wifi"
"PCUAQU033FS001C4","05/02/2015","Parc / jardin","Jardin de la Mairie","20 cours d'Albret
","","","","33000","BORDEAUX","33063","","","www.bordeaux.fr"," -0.5811166","44.8377496","Oui","
","Jardin d'agrément","","","","02/01/2015|31/12/2015|||||","Gratuit|||","","","",""
"PCUAQU024FS0011M","22/05/2015","Parc / jardin","Jardin de Léonne","","","rue Louis Aragon","","24110","SAINT-LEON-SUR-L'ISLE","24442","+33 5 53 81 63 06","","","0.50582170","45.1158737","Oui","
","Jardin botanique","","","","","Participation libre|||","Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous","","",""
"PCUAQU040FS0004G","02/01/2015","Parc / jardin","Jardin de Michel et Jacqueline Kubiak à Saint Paul en Born","","","41 lotissement Lamazère","","40200","SAINT-PAUL-EN-BORN","40278","+33 5 58 07 49 14","",""," -1.1512059","44.2272136","Oui","
","","","","","","","","","",""
"PCUAQU040017PCGY","02/01/2015","Parc / jardin","Jardin de Payot","","","place François Dupaya","","40380","MONTFORT-EN-CHALOSSE","40194","+33 5 58 98 58 50","","www.tourisme-montfortenchalosse.fr"," -0.8406786","43.7111605","Oui","
","Jardin d'agrément","","","","01/01/2015|31/12/2015|||||","Gratuit|||Accès par un portail","Visite libre","Français","Aire de pique-nique",""
"PCUAQU024FS0002G","23/01/2015","Parc / jardin","Jardin de Planbuisson - Parc aux bambous du Périgord","","","20 rue Montaigne","","24480","LE BUISSON-DE-CADOUIN","24068","+33 5 53 22 01 03 # +33 5 53 57 68 02","","www.bambous-planbuisson.com","0.90513825","44.8482552","Oui","
","","","","","01/03/2015|30/04/2015|10:00|12:00|14:00|18:00|Lundi - Mardi # 01/05/2015|30/06/2015|10:00|12:00|14:00|18:00|Lundi # 01/07/2015|31/08/2015|10:00|||19:00| # 01/09/2015|31/10/2015|10:00|12:00|14:00|18:00|Lundi # 01/11/2015|30/11/2015|10:00|12:00|14:00|18:00|Lundi - Mardi","Plein tarif|6,00|6,00| # Tarif enfant|2,00|2,00|de 12 à 18 ans # Tarif groupe|5,00|5,00|+ de 12 personnes","Visite guidée uniquement sur rendez-vous # Visite libre","","","Boutique"
"PCUAQU024FS00082","02/01/2015","Parc / jardin","Jardin de Vésone","","","","","24000","PERIGUEUX","24322","+33 5 53 02 82 00","","www.perigueux.fr","0.7211149","45.1840290","","
","","","","","","Gratuit|||","Visite libre","","",""
"PCUAQU040FS0003V","02/01/2015","Parc / jardin","Jardin d'Eden","706, route d'Hagetmau
","","","","40700","POUDENX","40232","+33 5 58 79 04 48","",""," -0.5841851","43.5834957","Oui","
","Jardin botanique","","","","","Gratuit|||","Visite guidée uniquement sur rendez-vous","","",""
"PCUAQU024FS00080","02/01/2015","Parc / jardin","Jardin des Arènes","","","","","24000","PERIGUEUX","24322","+33 5 53 02 82 00","","www.perigueux.fr","0.7211149","45.1840290","","
","","","","","","Gratuit|||","Visite libre","","",""
"PCUAQU024FS0002U","27/05/2015","Parc / jardin","Jardin des Arts","","","Avenue du Général Leclerc","","24300","NONTRON","24311","+33 5 53 56 25 50",""," http://www.nontron.fr/index.php/jardin_arts.html","0.6601894","45.5261088","","
","","","","","","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","","",""
"PCUAQU033FS001C5","21/05/2015","Parc / jardin","Jardin des Dames de la Foi","","","rue Saint-Genès","","33000","BORDEAUX","33063","","","www.bordeaux.fr"," -0.5819749","44.8245865","Oui","
","Jardin d'agrément","","","","02/01/2015|31/12/2015|||||","Gratuit|||","","","",""
"PCUAQU024FS000K0","02/01/2015","Parc / jardin","Jardin des Moines & Pont coudé","","","","","24310","BRANTOME","24064","+33 5 47 45 30 12","","","0.64726524","45.3626691","Oui","
","Jardin d'agrément","","","","01/01/2015|31/12/2015|||||","Gratuit|||","Visite libre","","Aire de pique-nique",""
"PCUAQU04001M8BBH","16/04/2015","Parc / jardin","Jardin des Sens","CPIE Seignanx et Adour
","","2028 Route Arremont","","40390","SAINT-MARTIN-DE-SEIGNANX","40273","+33 5 59 56 16 20","","www.cpie-seignanx.com "," -1.3692086","43.5205357","Oui","
","Jardin d'agrément","","","","15/07/2015|11/09/2015|||||","Plein tarif|3,00||A partir de 18 ans et adhérents","Visite guidée uniquement sur rendez-vous","Français","Salle de projection # Salle de réunion équipée",""
"PCUAQU033V501DO3","05/02/2015","Parc / jardin","Jardin du chapitre","Place de la Cathédrale
","","","","33430","BAZAS","33036","","",""," -0.2102427","44.4312207","Oui","
","","","","","","Gratuit|||","","","",""
"PCUAQU033FS00003","02/01/2015","Parc / jardin","Jardin du Château Beychevelle","","","","","33250","SAINT-JULIEN-BEYCHEVELLE","33423","+33 5 56 73 38 01","","www.beychevelle.com"," -0.790763","45.189287","Oui","
","Parc","","","","","Gratuit|||visite sans dégustation","Visite guidée","Allemand # Anglais # Néerlandais","","Boutique"
"PCUAQU033FS000IV","03/02/2015","Parc / jardin","Jardin du Clozet","16 chemin des Plateaux
","","","","33270","FLOIRAC","33167","","+33 6 88 83 21 91",""," -0.5163884","44.8298898","Oui","
","Jardin d'agrément","","","","15/04/2015|15/10/2015|||||","Gratuit|||","Visite guidée uniquement sur rendez-vous","Anglais","",""
"PCUAQU024FS0007O","02/01/2015","Parc / jardin","Jardin exotique de La Roque Gageac","","","","Le bourg","24250","LA ROQUE-GAGEAC","24355","+33 5 53 29 40 29","","","1.1842590","44.8250470","","
","","","","","01/01/2015|31/12/2015|||||","Gratuit|||visite libre","Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre","","Aire de pique-nique",""
"PCUAQU040FS000B3","02/01/2015","Parc / jardin","Jardin médiéval","rue saint Jean
","","","","40320","GEAUNE","40110","","",""," -0.3811853","43.6387264","","
","Jardin botanique","","","","","Gratuit|||","","","",""
"PCUAQU047FS00057","02/01/2015","Parc / jardin","Jardin médiéval Le buis qui court","","","","Mourens","47310","SAINTE-COLOMBE-EN-BRUILHOIS","47238","+33 5 53 47 14 55","","http://le-jardin-medieval.e-monsite.com","0.49721181","44.1914398","Oui","
","Jardin d'agrément","","","","","Gratuit|||Dons acceptés","Visite guidée uniquement sur rendez-vous # Visite libre","Français","",""
"PCUAQU024V5000SU","11/05/2015","Parc / jardin","Jardin Pimpinellifolia","Le Pourcau
","","","","24500","SAINT-AUBIN-DE-CADELECH","24373","+33 5 53 58 88 40","+33 6 21 32 71 19","","0.4809720","44.6931930","","
","Jardin botanique","","","","","Gratuit|||","","","",""
"PCUAQU064FS000DH","10/01/2015","Parc / jardin","Jardin Public","","","Avenue Foch","","64200","BIARRITZ","64122","+33 5 59 41 59 41","",""," -1.5596401","43.4795263","Oui","
","Jardin d'agrément","","","","01/01/2015|31/12/2015|||||","","Visite libre","","",""
"PCUAQU033FS00009","25/03/2015","Parc / jardin","Jardin public","cours de Verdun
","","","","33000","BORDEAUX","33063","","","www.bordeaux.fr/ebx/pgFicheLieu.psml?_nfpb=true&_pageLabel=pgFicheLieu&classofcontent=lieu&id=858"," -0.575835","44.848596","Oui","
","Arboretum # Jardin botanique","","","","01/11/2015|31/12/2015|07:00|||18:00| # 01/01/2015|14/02/2015|07:00|||18:00| # 15/02/2015|31/03/2015|07:00|||19:00| # 01/04/2015|31/05/2015|07:00|||20:00| # 01/06/2015|31/08/2015|07:00|||21:00| # 01/09/2015|30/09/2015|07:00|||20:00|","Gratuit|||","Visite libre","","Aire de pique-nique # Bar cafétéria salon de thé # Restauration","Espace jeux"
"PCUAQU047V502LL2","22/01/2015","Parc / jardin","Jardin simply permaculture","","","","Bonac","47120","SAINT-JEAN-DE-DURAS","47247","","+33 6 81 76 85 94","www.simplypermaculture.com","0.29486014","44.7133391","Oui","
","Jardin d'agrément","","","","05/04/2015|07/07/2015|09:00|18:00||| # 01/09/2015|15/10/2015|09:00|18:00|||","Participation libre|2,50|7,50| # Gratuit|||Enfant mois de 5 ans # Tarif abonné|25,00|25,00|","Visite guidée # Visite libre","Anglais # Français # Néerlandais","Aire de pique-nique",""
"PCUAQU024FS0003I","17/04/2015","Parc / jardin","Jardins de Marqueyssac - Belvédère de la Dordogne","","","","","24220","VEZAC","24577","+33 5 53 31 36 36","","www.marqueyssac.com","1.16240541","44.8231853","Oui","
","","","","","01/01/2015|31/01/2015|||14:00|17:00| # 01/02/2015|31/03/2015|10:00|||18:00| # 01/04/2015|30/06/2015|10:00|||19:00| # 01/04/2015|31/08/2015|09:00|||20:00| # 01/09/2015|30/09/2015|10:00|||19:00| # 01/10/2015|11/11/2015|10:00|||18:00| # 12/11/2015|31/12/2015|||14:00|17:00|","Plein tarif|8,80|8,80|Adulte # Tarif réduit|4,40|4,40|Enfants de 10 à 17 ans # Gratuit|||Enfant (- de 10 ans) # Tarif groupe|6,00|6,00|Groupe adultes  # Tarif groupe|2,10|2,60|Groupe enfants","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Français","Aire de pique-nique # Bar cafétéria salon de thé # Restauration # Salle de réunion équipée","Boutique # Espace jeux"
"PCUAQU024FS0002M","10/02/2015","Parc / jardin","Jardins de Pouthet","","","","Pouthet","24500","EYMET","24167","+33 5 53 23 81 21","+33 6 61 72 05 65","","0.41281243","44.6805143","Oui","
","","","","","","","Visite guidée","","",""
"PCUAQU024FS0007S","05/03/2015","Parc / jardin","Jardins du château de Hautefort","","","","","24390","HAUTEFORT","24210","+33 5 53 50 51 23","","www.chateau-hautefort.com","1.1430000","45.2596459","","
","","","","","01/03/2015|11/11/2015|||||","Plein tarif|9,50|9,50| # Tarif enfant|5,00|5,00|Enfants de 7 à 14 ans # Tarif groupe|7,00|7,00|A partir de 20 personnes","Visite guidée # Visite libre","","",""
"PCUAQU024FS0010F","26/05/2015","Parc / jardin","Jardins du château de Mauriac","Château de Mauriac
","","","","24190","DOUZILLAC","24309","+33 5 53 81 52 11","","http://douzillacmonvillage.fr/presentation-du-village/lieux-historiques/","0.43108463","45.0888234","Oui","
","Parc","","","","01/01/2015|31/12/2015|||||","Gratuit|||","Visite libre","","",""
"PCUAQU024FS000MF","06/01/2015","Parc / jardin","Jardins du manoir de Peyraux","","","","","24570","LE LARDIN-SAINT-LAZARE","24229","+33 5 53 51 26 19","","","1.2257930","45.1296440","","
","","","","","01/06/2015|15/07/2015|09:00|12:00|14:00|17:00|","Gratuit|||","Visite libre","","",""
"PCUAQU024FS0007P","02/01/2015","Parc / jardin","Jardins du Plantier","","","","","24200","SARLAT-LA-CANEDA","24520","+33 5 53 31 53 31","","www.sarlat.fr","1.2172920","44.8908910","","
","","","","","01/01/2015|31/12/2015|||||","Gratuit|||visite libre","Visite libre","","",""
"PCUAQU064FS0004D","12/02/2015","Parc / jardin","Jardins médiévaux du Château de Momas","","","","","64230","MOMAS","64387","+33 5 59 77 14 71","",""," -0.4433090","43.4505530","","
ChâteauEnvironnement et nature","Jardin botanique","","","","01/01/2015|31/12/2015|||||","Plein tarif|5,00|| # Tarif groupe|4,00||minimum 10 personnes","Visite guidée","","Aire de pique-nique",""
"PCUAQU047FS0001B","02/01/2015","Parc / jardin","Jardins Paysagers de Mézin","","","Route de la Comère","","47170","MEZIN","47167","+33 5 53 65 77 46","","","0.25646209","44.0544079","Oui","
","Jardin d'agrément","","","","01/01/2015|31/12/2015|||||","Gratuit|||Visite libre","Visite libre","Anglais # Espagnol # Français","Aire de pique-nique",""
"PCUAQU064FS00057","14/05/2015","Parc / jardin","La Roseraie de Saint Vincent","","","19 chemin Henri IV","","64800","SAINT-VINCENT","64498","+33 5 59 53 53 93","+33 6 21 38 29 55","www.roseraie-barbary.com"," -0.1520316","43.1699694","Oui","
","","","Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel","","01/01/2015|31/12/2015|09:00|||19:00|","Gratuit|0,00|0,00|Visite libre","Visite guidée # Visite libre","","",""
"PCUAQU064FS00043","02/01/2015","Parc / jardin","L'Arboretum de Payssas","","","","Quartier Lembeye","64290","LASSEUBE","64324","+33 5 59 04 24 83 # +33 5 59 04 20 60 # +33 5 59 39 98 00","","www.tourisme-oloron.com"," -0.4821070","43.2246359","","
","Arboretum","","","","01/01/2015|31/12/2015|||||","Gratuit|0,00|0,00|","Visite libre","Français","",""
"PCUAQU064FS000NV","02/01/2015","Parc / jardin","L'Arboretum du Père Armand David","","Derrière le château","","","64250","ESPELETTE","64213","+33 5 59 93 95 02","",""," -1.4487200","43.3407590","","
","Arboretum","","","","01/01/2015|31/12/2015|||||","Gratuit|0,00|0,00|","Visite libre","Français","",""
"PCUAQU047FS00032","06/02/2015","Parc / jardin","Le Cloître","","","Place du Prieuré","","47200","MARMANDE","47157","+33 5 53 93 47 07","","www.mairie-marmande.fr","0.16410827","44.4977221","Oui","
Cloître","Jardin d'agrément","","","","01/01/2015|31/12/2015|||||","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","Français","",""
"PCUAQU024FS000UA","05/02/2015","Parc / jardin","le Clos des Sources","","","","les Crochets","24200","VITRAC","24587","+33 5 53 29 67 93","+33 6 82 14 57 76","www.jardinleclosdessources.com","1.2064590","44.8508780","","
","","","","","01/05/2015|18/10/2015|||||","","","","",""
"PCUAQU033FS000D5","03/02/2015","Parc / jardin","Le Jardin","936 route du Temple
","","","","33220","SAINT-AVIT-SAINT-NAZAIRE","33378","+33 5 57 46 55 06","+33 6 76 11 07 15","www.lejardinstavit.fr","0.275433","44.835281","Oui","
","Parc","","","","01/03/2015|01/11/2015|14:00|19:00|||Mardi","Plein tarif|4,00|4,00| # Tarif groupe|3,00|3,00|à partir de 10 personnes # Gratuit|||pour les enfants jusqu'à 10 ans","Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","","",""
"PCUAQU047FS0002C","17/02/2015","Parc / jardin","Le Jardin de Boissonna","","","","Boissonna","47120","BALEYSSAGUES","47020","+33 5 53 83 81 43 # +33 5 53 94 34 41","+33 6 87 59 84 32","www.jardindeboissonna.com","0.15449523","44.6781745","Oui","
","Jardin d'agrément","","","","15/04/2015|31/08/2015||||| # 01/03/2015|15/04/2015||||| # 01/09/2015|30/11/2015|||||","Plein tarif|6,00|6,00|Visite non guidée - Gratuit jusqu'à 16 ans # Tarif groupe|4,00|4,00|15 personnes minimum","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Français","Aire de pique-nique # Bar cafétéria salon de thé","Boutique"
"PCUAQU064V505NAD","28/05/2015","Parc / jardin","Le Jardin de Kofu","","","Avenue du Stade Nautique","","64000","PAU","64445","","","http://www.pau.fr/537-parcs-et-jardins.htm"," -0.3542018","43.2963429","Oui","
","Jardin botanique","","","","01/01/2015|31/12/2015|07:00|||20:00|","","Visite libre","","",""
"PCUAQU024FS000M8","05/03/2015","Parc / jardin","Le Jardin de la Chartreuse de Conty","","","","","24170","SAINT-GERMAIN-DE-BELVES","24416","+33 5 53 30 20 40","+33 6 07 94 94 09","www.chartreuse-de-conty.com","1.0471530","44.8051720","","
","","","","","01/07/2015|31/07/2015|10:00|13:00|15:00|18:00|Samedi # 01/09/2015|15/09/2015|10:00|13:00|15:00|18:00|Samedi","Plein tarif|6,00|6,00| # Tarif groupe|5,00|5,00|Groupe à partir de 10 personnes","Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","","Salle de réunion équipée",""
"PCUAQU040V503FAG","19/01/2015","Parc / jardin","Le jardin de Marie","","","Chemin de Boutigue","","40500","SAINT-SEVER","40282","","","","","","","
","Jardin d'agrément","","","","","Gratuit|||","Visite guidée uniquement sur rendez-vous","Français","",""
"PCUAQU047FS000AH","22/04/2015","Parc / jardin","Le jardin de Mireille","","","","Au Fenouil","47120","AURIAC-SUR-DROPT","47018","+33 5 53 20 23 10","+33 6 43 94 50 23","http://jardin-de-mireille.jimdo.com","0.24369136","44.6445606","Oui","
","Jardin d'agrément","","","","01/04/2015|15/09/2015|||||","Plein tarif|4,00|4,00|","Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous","Français","",""
