Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,LABELS_CLASSEMENT,LABELS_THEMES,CLASSEMENT,CHAINES,LOGIS_CLASSEMENT,LOGIS_THEMES,CAPACITE_NBRE_PERS,OUVERTURE,TARIFS,EQUIPEMENTS,SERVICES
"HLOAQU0400020570","05/05/2015","MeublésMeublés","Anouchka","","","1440 chemin de Laregle","","40300","PEYREHORADE","40224","+33 6 16 75 40 39","+33 6 16 75 40 39","http://www.gites-de-france-landes.com/fiche?NUM=20570"," -1.0936671","43.5580019","","Lave linge privatif","","Gîtes de France","2 épis2 épis","","","","","","2","01/01/2015|31/01/2015|||||","Week-end (meublé)|100,00|| # Semaine (meublé)|210,00|380,00| # Semaine basse saison|210,00|250,00| # Semaine moyenne saison|310,00|| # Semaine haute saison|310,00|| # Semaine très haute saison|380,00||","",""
"HLOAQU0400011538","26/03/2015","MeublésMeublés","Aouby","","","256 allée du Pitsicq","","40300","SAINT-ETIENNE-D'ORTHE","40256","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=11538"," -1.1882280","43.5941339","","Accès Internet # Cheminée # Congélateur # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","3 épis3 épis","","","","","","9","01/06/2015|30/09/2015|||||","Semaine (meublé)|1100,00|1800,00| # Semaine (meublé)|1100,00|1800,00| # Semaine moyenne saison|1100,00|1100,00| # Semaine haute saison|1500,00|| # Semaine très haute saison|1800,00||","Piscine privative","Draps et/ou linge compris"
"HLOAQU0400010557","26/03/2015","MeublésMeublés","Apiculteur","","","Apiculteur","","40990","HERM","40123","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10557"," -1.15","43.816667","Oui","Accès Internet # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","2 épis2 épis","","","","","","4","01/01/2015|31/01/2015|||||","Week-end (meublé)|160,00|| # Semaine (meublé)|230,00|545,00| # Semaine basse saison|230,00|300,00| # Semaine moyenne saison|300,00|| # Semaine haute saison|454,00|| # Semaine très haute saison|545,00||","",""
"HLOAQU0400010238","26/03/2015","MeublésMeublés","Arbousiers","","","Au bourg","Au bourg","40110","MORCENX","40197","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10238"," -0.8918881","44.720800","Oui","Lave linge privatif","","Gîtes de France","2 épis2 épis","","","","","","4","01/01/2015|31/01/2015|||||","Semaine (meublé)|390,00|390,00| # Semaine haute saison|390,00|| # Semaine très haute saison|390,00||","",""
"HLOAQU0400010342","26/03/2015","MeublésMeublés","Artigues","","","1314 chemin d'Artigues","","40250","SOUPROSSE","40309","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10342"," -0.707454","43.787534","Oui","Lave linge privatif # Télévision","","Gîtes de France","1 épi1 épi","","","","","","4","01/03/2015|31/10/2015|||||","Week-end (meublé)|80,00|| # Semaine (meublé)|150,00|290,00| # Semaine basse saison|150,00|150,00| # Semaine moyenne saison|150,00|| # Semaine haute saison|165,00|| # Semaine très haute saison|290,00||","",""
"HLOAQU0400010809","26/03/2015","MeublésMeublés","Atlantique","","","Grand Bourrassé, Bellevue","Quartier bellevue","40390","SAINTE-MARIE-DE-GOSSE","40271","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10809"," -1.2388410","43.5568100","","Accès Internet # Cheminée # Lave linge privatif # Lave vaisselle # Sèche linge privatif # Télévision","","Gîtes de France","3 épis3 épis","Gîtes de Prestige","","","","","4","01/06/2015|30/09/2015|||||","Semaine (meublé)|350,00|635,00| # Semaine basse saison|350,00|400,00| # Semaine moyenne saison|400,00|| # Semaine haute saison|490,00|| # Semaine très haute saison|635,00||","","Draps et/ou linge compris"
"HLOAQU0400020717","26/03/2015","MeublésMeublés","Au Bénédit I","","","Au Bénedit","","40560","VIELLE-SAINT-GIRONS","40326","+33 5 58 42 91 42","+33 6 86 43 08 85","http://www.gites-de-france-landes.com/fiche?NUM=20717"," -1.2981000","43.9500000","","Cheminée # Lave linge privatif","","Gîtes de France","1 épi1 épi","","","","","","6","11/04/2015|31/10/2015|||||","Semaine (meublé)|210,00|465,00| # Semaine basse saison|210,00|210,00| # Semaine moyenne saison|240,00|| # Semaine haute saison|350,00|| # Semaine très haute saison|465,00||","",""
"HLOAQU0400020718","26/03/2015","MeublésMeublés","Au Bénédit II","","","Au Bénedit","","40560","VIELLE-SAINT-GIRONS","40326","+33 5 58 42 91 42","+33 6 86 43 08 85","http://www.gites-de-france-landes.com/fiche?NUM=20718"," -1.2981000","43.9500000","","Cheminée # Lave linge privatif","","Gîtes de France","1 épi1 épi","","","","","","4","11/04/2015|31/10/2015|||||","Semaine (meublé)|190,00|435,00| # Semaine basse saison|190,00|190,00| # Semaine moyenne saison|220,00|| # Semaine haute saison|315,00|| # Semaine très haute saison|435,00||","",""
"HLOAQU0400020783","26/03/2015","MeublésMeublés","Au bien être biscarrossais","","","147 avenue Henri Guillaumet","","40600","BISCARROSSE","40046","+33 6 79 41 32 36","+33 6 79 41 32 36","http://www.gites-de-france-landes.com/fiche?NUM=20783"," -1.1689776","44.3911242","Oui","Chauffage # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Télévision","","Gîtes de France","2 épis2 épis","","","","","","4","01/01/2015|31/01/2015|||||","Week-end (meublé)|120,00|| # Semaine (meublé)|280,00|580,00| # Semaine basse saison|280,00|350,00| # Semaine moyenne saison|350,00|| # Semaine haute saison|480,00|| # Semaine très haute saison|580,00||","",""
"HLOAQU0400010430","05/05/2015","MeublésMeublés","Au Bon","","","70 Impasse du Bon","","40250","NERBIS","40204","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10430"," -0.736079","43.754","Oui","Congélateur # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","2 épis2 épis","Gîtes Bébé","","","","","6","01/01/2015|31/01/2015|||||","Semaine (meublé)|280,00|415,00| # Semaine basse saison|280,00|280,00| # Semaine moyenne saison|280,00|| # Semaine haute saison|350,00|| # Semaine très haute saison|415,00||","",""
"HLOAQU0400010612","26/03/2015","MeublésMeublés","Au Bourg","","","Avenue du Born","","40170","MEZOS","40182","+33 5 58 42 63 50","","http://www.gites-de-france-landes.com/fiche?NUM=10612"," -1.16559","44.07639","Oui","Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","2 épis2 épis","Gîtes Bébé","","","","","5","01/01/2015|31/01/2015|||||","Week-end (meublé)|180,00|| # Semaine (meublé)|400,00|595,00| # Semaine basse saison|400,00|480,00| # Semaine moyenne saison|480,00|| # Semaine haute saison|595,00|| # Semaine très haute saison|595,00||","",""
"HLOAQU0400020720","26/03/2015","MeublésMeublés","Au Gat","","","","","40550","LEON","40150","+33 5 58 77 99 27 # +33 6 17 10 56 58","+33 6 17 10 56 58","http://augat.pagesperso-orange.fr"," -1.303087","43.873294","Oui","Accès Internet # Chauffage # Cheminée # Congélateur # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Matériel enfant # Télévision # Wifi","","Gîtes de France","3 épis3 épis","","","","","","6","01/01/2015|31/12/2015|||||","Week-end (meublé)|270,00|| # Semaine (meublé)|370,00|1350,00| # Semaine basse saison|370,00|370,00| # Semaine moyenne saison|530,00|| # Semaine haute saison|945,00|| # Semaine très haute saison|1350,00||","Piscine partagée # Piscine privative","Location de draps et/ou de linge # Nettoyage / ménage # Wifi"
"HLOAQU0400020727","26/03/2015","MeublésMeublés","Au Lac","","","Au lac","","40560","VIELLE-SAINT-GIRONS","40326","+33 5 58 42 90 17","+33 6 84 13 63 36","www.locationslacvielle.fr"," -1.3083180","43.9094986","","Accès Internet # Cheminée # Lave linge privatif # Lave vaisselle # Télévision # Wifi","","Gîtes de France","3 épis3 épis","","","","","","6","01/01/2015|31/01/2015|||||","Week-end (meublé)|140,00|| # Semaine (meublé)|340,00|850,00| # Semaine basse saison|340,00|435,00| # Semaine moyenne saison|435,00|| # Semaine haute saison|800,00|| # Semaine très haute saison|850,00||","",""
"HLOAQU0400010369","26/03/2015","MeublésMeublés","Au Lic","","","14 ch de Barboulet, Castagnet","Castagnet","40500","SAINT-SEVER","40282","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10369"," -0.5742210","43.7591370","","Accès Internet # Four à micro ondes # Lave linge privatif # Lave vaisselle # Réfrigérateur # Télévision # Wifi","","Gîtes de France","3 épis3 épis","","","","","","5","01/01/2015|31/01/2015|||||","Week-end (meublé)|160,00|| # Semaine (meublé)|260,00|590,00| # Semaine basse saison|260,00|380,00| # Semaine moyenne saison|380,00|| # Semaine haute saison|520,00|| # Semaine très haute saison|590,00||","Piscine partagée","Prêt de vélos # Wifi"
"HLOAQU0400010911","26/03/2015","MeublésMeublés","Au Paulu","","","Route de Morcenx","","40090","ST-MARTIN D'ONEY","40274","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10911"," -0.64469","43.92876","Oui","Lave linge privatif # Télévision","","Gîtes de France","2 épis2 épis","","","","","","","","","",""
"HLOAQU0400010571","26/03/2015","MeublésMeublés","Au pilé","","","1080 route de Buglose","","40990","GOURBERA","40114","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10571"," -1.03529","43.8019","Oui","Accès Internet # Congélateur # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","2 épis2 épis","Gîtes Bébé","","","","","4","01/01/2015|31/01/2015|||||","Week-end (meublé)|135,00|| # Semaine (meublé)|230,00|600,00| # Semaine basse saison|230,00|280,00| # Semaine moyenne saison|280,00|| # Semaine haute saison|550,00|| # Semaine très haute saison|600,00||","Piscine privative","Draps et/ou linge compris"
"HLOAQU0400020731","26/03/2015","MeublésMeublés","Au Yot","","","Au Yot, 116 route de Yons","","40170","LIT-ET-MIXE","40157","+33 5 58 42 88 81","+33 6 81 06 38 58","http://www.gites-de-france-landes.com/fiche?NUM=20731"," -1.27501","43.99256","Oui","Chauffage # Four à micro ondes # Lave linge privatif # Sèche linge privatif","","Gîtes de France","1 épi1 épi","","","","","","3","01/01/2015|31/12/2015|||||","Week-end (meublé)|100,00|| # Semaine (meublé)|205,00|343,00| # Semaine basse saison|205,00|205,00| # Semaine moyenne saison|250,00|| # Semaine haute saison|340,00|| # Semaine très haute saison|343,00||","",""
"HLOAQU0400020912","26/03/2015","MeublésMeublés","Augusta","","","38 rue des Mimosas","","40660","MOLIETS-ET-MAA","40187","05 56 06 05 74","+33 6 60 86 87 48","http://www.gites-de-france-landes.com/fiche?NUM=20912","","","","Accès Internet","","Gîtes de France","2 épis2 épis","","","","","","3","01/06/2015|30/09/2015|||||","Semaine (meublé)|300,00|500,00| # Semaine moyenne saison|300,00|300,00| # Semaine haute saison|420,00|| # Semaine très haute saison|500,00||","",""
"HLOAQU0400010549","26/03/2015","MeublésMeublés","Aurus 1","Chemin d'Aurus
","","Chemin d'Aurus","","40990","SAINT-PAUL-LES-DAX","40279","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10549"," -1.02972","43.73535","Oui","Congélateur # Lave linge privatif # Télévision","","Gîtes de France","2 épis2 épis","","","","","","5","01/01/2015|31/01/2015|||||","Semaine (meublé)|213,50|393,00| # Semaine (meublé)|213,50|393,00| # Semaine basse saison|213,50|213,50| # Semaine moyenne saison|213,50|| # Semaine haute saison|213,50|| # Semaine très haute saison|393,00|| # Week-end (meublé)|150,00||","",""
"HLOAQU0400010550","05/05/2015","MeublésMeublés","Aurus II","","","Chemin d'Aurus","","40990","SAINT-PAUL-LES-DAX","40279","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10550"," -1.02972","43.73535","Oui","Congélateur # Lave linge privatif # Télévision","","Gîtes de France","2 épis2 épis","","","","","","5","01/01/2015|28/02/2015|||||","Semaine (meublé)|213,50|393,00| # Semaine (meublé)|213,50|393,00| # Semaine basse saison|213,50|213,50| # Semaine moyenne saison|213,50|| # Semaine haute saison|213,50|| # Semaine très haute saison|393,00|| # Week-end (meublé)|150,00||","",""
"HLOAQU0400010542","26/03/2015","MeublésMeublés","Aux Arrigans","","","Aux Arrigans","","40350","POUILLON","40233","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10542"," -0.97771","43.62881","Oui","Congélateur # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","3 épis3 épis","","","","","","6","01/01/2015|31/01/2015|||||","Week-end (meublé)|255,00|| # Semaine (meublé)|272,00|434,00| # Semaine basse saison|272,00|272,00| # Semaine moyenne saison|292,00|| # Semaine haute saison|417,00|| # Semaine très haute saison|434,00||","",""
"HLOAQU0400010929","26/03/2015","MeublésMeublés","Avre de Patz","","","Peyot - Route de Labrit","Peyot","40420","GAREIN","40105","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10929"," -0.6523989","44.0467040","Oui","Accès Internet # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","3 épis3 épis","","","","","","2","01/04/2015|31/10/2015|||||","Week-end (meublé)|140,00|| # Semaine (meublé)|270,00|590,00| # Semaine basse saison|270,00|390,00| # Semaine moyenne saison|390,00|| # Semaine haute saison|500,00|| # Semaine très haute saison|590,00||","Piscine privative","Draps et/ou linge compris"
"HLOAQU0400011540","26/03/2015","MeublésMeublés","Bagatelle","","","5 Allées des Albizzias","","40230","SAINT-GEOURS-DE-MAREMNE","40261","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=11540"," -1.2233422","43.6935919","","Congélateur # Lave linge privatif","","Gîtes de France","2 épis2 épis","","","","","","5","01/01/2015|31/01/2015|||||","Week-end (meublé)|130,00|| # Semaine (meublé)|290,00|500,00| # Semaine basse saison|290,00|300,00| # Semaine moyenne saison|325,00|| # Semaine haute saison|395,00|| # Semaine très haute saison|500,00||","",""
"HLOAQU0400020809","26/03/2015","MeublésMeublés","Baillan I","","","1115 chemin de l'Usage","","40660","MESSANGES","40181","+33 6 81 31 20 72","+33 6 81 31 20 72 # +33 6 81 31 20 72","www.lesacacias.com/gitesbaillan"," -1.376357","43.798757","Oui","Lave linge privatif # Télévision","","Gîtes de France","2 épis2 épis","","","","","","4","01/04/2015|31/10/2015|||||","Week-end (meublé)|100,00|| # Semaine (meublé)|260,00|560,00| # Semaine basse saison|260,00|270,00| # Semaine moyenne saison|285,00|| # Semaine haute saison|370,00|| # Semaine très haute saison|560,00||","",""
"HLOAQU0400020811","26/03/2015","MeublésMeublés","Baillan II","","","1115 chemin de l'Usage,","","40660","MESSANGES","40181","+33 6 81 31 20 72","+33 6 81 31 20 72 # +33 6 81 31 20 72","www.lesacacias.com/gitesbaillan"," -1.3688100","43.7958220","","Lave linge privatif # Télévision","","Gîtes de France","2 épis2 épis","","","","","","5","01/04/2015|31/10/2015|||||","Week-end (meublé)|110,00|| # Semaine (meublé)|280,00|595,00| # Semaine basse saison|280,00|290,00| # Semaine moyenne saison|300,00|| # Semaine haute saison|390,00|| # Semaine très haute saison|595,00||","",""
"HLOAQU0400010852","26/03/2015","MeublésMeublés","Beau Soleil","","","Gite Beau Soleil","","40140","SOUSTONS","40310","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10852"," -1.29344","43.7567","Oui","Cheminée # Congélateur # Lave linge privatif # Lave vaisselle # Sèche linge privatif # Télévision","","Gîtes de France","3 épis3 épis","Gîtes Bébé","3 étoiles","","","","7","01/01/2015|31/01/2015|||||","Week-end (meublé)|200,00|| # Semaine (meublé)|300,00|640,00| # Semaine basse saison|300,00|420,00| # Semaine moyenne saison|420,00|| # Semaine haute saison|500,00|| # Semaine très haute saison|640,00||","",""
"HLOAQU0400010285","26/03/2015","MeublésMeublés","Bel Air 1","","","Bel Air, Ballion","Ballion","40420","VERT","40323","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10285"," -0.527853","44.08762","Oui","Accès Internet # Cheminée # Congélateur # Lave linge privatif # Lave vaisselle # Télévision","Handicap auditif # Handicap mental # Handicap visuel","Gîtes de France","4 épis4 épis","Charme Gîtes de France # Gîtes Bébé # Gîtes de Prestige","","","","","4","01/01/2015|31/01/2015|||||","Semaine (meublé)|270,00|520,00| # Semaine basse saison|270,00|300,00| # Semaine moyenne saison|330,00|| # Semaine haute saison|510,00|| # Semaine très haute saison|520,00||","",""
"HLOAQU0400010351","26/03/2015","MeublésMeublés","Bel Air 2","","","Route de Betloc","","40700","HAGETMAU","40119","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10351"," -0.5970956","43.6637024","","Cheminée # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","2 épis2 épis","","","","","","6","01/01/2015|31/01/2015|||||","Week-end (meublé)|350,00|| # Semaine (meublé)|350,00|600,00| # Semaine basse saison|350,00|430,00| # Semaine moyenne saison|550,00|| # Semaine haute saison|550,00|| # Semaine très haute saison|600,00||","",""
"HLOAQU0400010638","26/03/2015","MeublésMeublés","Belle de Jour","","","Le Pitchon","Le Pitchon","40170","MEZOS","40182","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=10638"," -1.1548733","44.0672986","Oui","Accès Internet # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","3 épis3 épis","Gîtes Bébé","","","","","4","06/03/2015|01/12/2015|||||","Week-end (meublé)|250,00|| # Semaine (meublé)|440,00|990,00| # Semaine basse saison|440,00|440,00| # Semaine moyenne saison|630,00|| # Semaine haute saison|980,00|| # Semaine très haute saison|990,00||","Piscine privative","Draps et/ou linge compris"
"HLOAQU0400020631","18/05/2015","MeublésMeublés","Belle rive","","","75 rue Belle Rive","","40460","SANGUINET","40287","+33 6 79 03 30 72","+33 6 79 03 30 72","http://belle-rive.jimdo.com/"," -1.1055285","44.4766499","","Accès Internet # Cheminée # Congélateur # Lave linge privatif # Lave vaisselle # Sèche linge privatif # Télévision","","Gîtes de France","4 épis4 épis","Gîtes Bébé # Gîtes de Prestige","4 étoiles","","","","8","01/01/2015|31/01/2015|||||","Semaine (meublé)|600,00|2250,00| # Semaine basse saison|600,00|750,00| # Semaine moyenne saison|1500,00|| # Semaine haute saison|2000,00|| # Semaine très haute saison|2250,00||","Piscine privative","Draps et/ou linge compris"
"HLOAQU0400011518","26/03/2015","MeublésMeublés","Belle vue","","","3 hameau du Sporting","","40510","SEIGNOSSE","40296","+33 5 58 85 44 44","","http://www.gites-de-france-landes.com/fiche?NUM=11518"," -1.4342121","43.7014584","","Cheminée # Congélateur # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","3 épis3 épis","Gîtes Bébé","","","","","6","01/01/2015|31/01/2015|||||","Week-end (meublé)|300,00|| # Semaine (meublé)|400,00|1200,00| # Semaine basse saison|400,00|600,00| # Semaine moyenne saison|600,00|| # Semaine haute saison|900,00|| # Semaine très haute saison|1200,00||","",""
"HLOAQU04001WBCFT","26/03/2015","MeublésMeublés","Benesse Yolande","","","770 route des Marsacq","Petit Marsacq","40230","SAINT-JEAN-DE-MARSACQ","40264","+33 5 58 77 75 69","",""," -1.2572908","43.6246286","Oui","Chauffage # Combiné congélation # Congélateur # Four # Four à micro ondes # Lave linge privatif # Lit bébé # Matériel enfant # Réfrigérateur # Télévision # Wifi","","Clévacances","2 clés2 clés","","2 étoiles","","","","4","01/01/2015|31/12/2015|||||","Week-end (meublé)|84,00|100,00|Hors juillet et août # Semaine (meublé)|300,00|500,00|","","Draps et/ou linge compris"
