Id;DATE_DERNIERE_MAJ;TYPE;NOM_OFFRE;PORTE_ESCALIER;BATIMENT_RESIDENCE;RUE;LIEUDIT_BP;CODE_POSTAL;COMMUNE;COMMUNE_INSEE;TEL;TEL_MOB;SITE_WEB;LONGITUDE;LATITUDE;GEOLOC_MANUELLE;INFOS_COMPLEMENTAIRES_1;INFOS_COMPLEMENTAIRES_2;INFOS_COMPLEMENTAIRES_3;LABEL_TOURISME_HANDICAP;MARQUES_LABELS;OUVERTURE;TARIFS;VISITE_CONDITIONS_IND;VISITE_LANGUES_PARLEES;EQUIPEMENTS;SERVICES
"ASCAQU024FS000EA";"04/07/2016";"Activité sportive";"Centre de pilotage Moto Cross - Chantérac";"Les Cinq Routes ";"";"";"";"24190";"CHANTERAC";"24104";"";"+33 6 32 67 07 06";"http://www.rideonmx.com";"0.42670726";"45.1520066";"Oui";"
";"Moto-cross";"";"";"";"01/01/2016|31/12/2016|||||";"";"";"";"";""
"LOIAQU033V507PLH";"07/07/2016";"Circuit automobile ou moto";"Circuit Moto Cross du Porge";"";"";"Route de l'Esquirot";"";"33680";"LE PORGE";"33333";"";"+33 0 68 53 24 76";"";" -1.1180558";"44.9198543";"Oui";"
";"";"";"";"";"01/01/2016|31/12/2016|||||";"Tarif de base|10,00|10,00|La journée";"";"";"";""
"ASCAQU040FS001HL";"25/04/2016";"";"Club des 8ème";"";"";"406 route de Port de Lanne";"";"40300";"SAINT-ETIENNE-D'ORTHE";"40256";"+33 5 58 89 13 87";"+33 6 14 07 99 32";"";" -1.1741975";"43.5777257";"";"
";"Moto";"";"";"";"";"Gratuit|||moins de 16 ans";"";"";"";""
"ASCAQU047V502T07";"26/07/2016";"Activité sportive";"D Quads D Jets ";"";"";"";"";"47470";"CAUZAC";"47062";"+33 6 08 52 58 24";"";"http://www.dquadsdjets.fr";"0.81987749";"44.2733913";"Oui";"
";"Quad";"";"";"";"";"";"";"";"";""
"ASCAQU064FS000Q1";"05/07/2016";"Activité sportive # Formule itinérante";"Dameuse Ecole";"EPSA";"Place Sarrière";"";"Gourette";"64440";"EAUX-BONNES";"64204";"+33 5 59 05 12 60";"";"";" -0.3321110";"42.9588360";"";"
";"Conduite sur glace";"";"";"";"01/01/2016|17/04/2016|||||";"Tarif de base|55,00|55,00| # Tarif réduit|45,00|45,00|avec la carte No Souci";"";"";"";""
"ASCAQU033V508K4V";"14/04/2016";"Activité sportive";"Dolphin Jet";"47 route du Cap Ferret";"Grand Piquey";"";"";"33950";"LEGE-CAP-FERRET";"33236";"+33 5 56 03 64 23";"+33 6 80 46 06 46";"http://www.dolphinjet.com";" -1.2129528";"44.7164595";"Oui";"
";"Scooter de mer";"";"";"";"01/04/2016|01/11/2016|||||";"Tarif de base|130,00|320,00|";"";"";"";""
"ASCAQU033FS000BI";"04/07/2016";"Activité sportive";"Dolphin Jet";"47, route du Cap Ferret";"Grand Piquey";"";"";"33950";"LEGE-CAP-FERRET";"33236";"+33 5 56 03 64 23";"+33 6 80 46 06 46";"http://www.dolphinjet.com";" -1.2128520";"44.7162532";"Oui";"
";"Scooter de mer";"";"";"";"01/06/2016|30/09/2016|||||";"";"";"";"";""
"ASCAQU064FS0006H";"02/05/2016";"Activité sportive";"Domaine Escary";"";"";"";"";"64570";"ARAMITS";"64029";"+33 5 59 34 11 34";"+33 6 11 70 74 59";"http://www.escary.com";" -0.7284640";"43.1208520";"";"
";"Quad";"";"";"";"01/01/2016|31/12/2016|||||";"Tarif de base|30,00||Quad- Tarif par personne # Tarif de base|25,00||4X4- Tarif par personne # Tarif de base|25,00||Kart-cross-Tarif par personne";"";"";"";""
"ASCAQU033FS000DV";"14/04/2016";"Activité sportive";"Ecole de pilotage Elf Moto";"Route de Cazaux";"";"";"";"33260";"LA TESTE-DE-BUCH";"33529";"+33 9 61 46 65 40 # +33 5 56 54 15 42";"+33 6 11 54 34 88";"";" -1.1427497";"44.5780271";"Oui";"
";"Quad";"";"";"";"01/01/2016|31/12/2016|||||";"";"";"";"";""
"ASCAQU064FS000S5";"04/07/2016";"Activité sportive";"Ecole de pilotage Maitrîse - Rallye - Pilotage";"";"";"Chemin Lannegrasse";"";"64350";"LESPIELLE";"64337";"";"+33 6 09 44 85 74";"http://mrp-pilotage.fr/";" -0.1596514";"43.4638806";"Oui";"
";"Automobile";"";"";"";"02/01/2016|31/07/2016|||||Jeudi - Lundi - Mardi - Mercredi - Vendredi # 01/09/2016|30/12/2016|||||Jeudi - Lundi - Mardi - Mercredi - Vendredi";"Tarif de base|199,00||Stage drift (1/2 journée) # Tarif de base|259,00|299,00|Stage maîtrise 1 journée # Tarif de base|530,00|590,00|Stage rallye 2 jours # Tarif de base|690,00||Cours particulier 1 jour # Tarif de base|450,00||Cours Particulier Jeune Rallyman (journée)";"";"";"";""
"ASCAQU064V502I1V";"04/07/2016";"Activité sportive";"Espace Tout-Terrain Xokoan Sempé";"";"Maison Caracotchia";"";"";"64220";"LACARRE";"64297";"";"+33 6 80 15 71 25";"http://xokoan.wix.com/paysbasque4x4";" -1.15584";"43.18746";"Oui";"
";"4 x 4";"";"";"";"01/01/2016|31/12/2016|||||";"Tarif de base|18,00|18,00|Tarif adulte  # Tarif réduit|12,00|12,00|Tarif enfant jusqu'à 12 ans";"";"";"";""
"ASCAQU040V503A3J";"15/08/2016";"Activité sportive";"Family Park";"Route plage sud";"";"";"";"40660";"MESSANGES";"40181";"";"+33 6 81 41 62 06";"http://www.familypark40.com";" -1.3931660";"43.7963884";"Oui";"
";"Paint-ball";"";"";"";"01/04/2016|30/09/2016|||||";"";"";"";"";""
"ASCAQU040FS0015G";"11/08/2016";"Activité sportive";"Fun Motorsports";"";"";"2981 route de Léon";"";"40140";"MAGESCQ";"40310";"+33 5 58 47 77 66";"";"http://www.funmotorsports.fr";" -1.2293260";"43.7911970";"";"
";"Karting";"";"";"";"01/01/2016|31/12/2016|||||";"";"";"";"";""
"ASCAQU064V50CJY2";"02/05/2016";"Activité sportive";"GTRO - Ecole de pilotage";"";"";"";"";"64370";"ARNOS";"64048";"+33 5 59 98 83 14";"";"http://www.gtro.fr";" -0.5324410";"43.4572470";"Oui";"
";"Automobile";"";"";"";"15/03/2016|15/11/2016|||||";"Tarif de base|49,00||";"";"";"";""
"ASCAQU033V5044AV";"04/07/2016";"Activité sportive";"Gyro-Cap";"7 boulevard de la Plage";"Cap Ferret";"";"";"33970";"LEGE-CAP-FERRET";"33236";"";"+33 6 47 13 02 45";"http://www.gyro-cap.com";" -1.2410610";"44.6546711";"Oui";"
";"Cyclotourisme";"";"";"";"01/07/2016|31/08/2016|||||";"Tarif de base|10,00|49,00|";"";"";"";"Location de vélo"
"ASCAQU040FS001FB";"04/07/2016";"Activité sportive";"Jet Sensation Glisse";"Port de plaisance";"";"";"";"40130";"CAPBRETON";"40065";"+33 6 18 34 30 73";"";"";" -1.4347887";"43.6495379";"Oui";"
";"Jet-ski";"";"";"";"";"";"";"";"";""
"ASCAQU064FS000E1";"20/07/2016";"Activité sportive";"Jet Sport 64";"";"Halles de Blancpignon";"96 avenue de l'Adour";"";"64600";"ANGLET";"64024";"+33 5 59 52 42 51";"+33 6 78 25 37 31 # +33 6 78 25 36 56";"http://www.jetsport64.com";" -1.5023473";"43.5206168";"";"
";"Scooter de mer";"";"";"";"01/04/2016|30/09/2016|||||";"Tarif de base|70,00|200,00|";"";"";"";""
"ASCAQU033FS0002Q";"14/04/2016";"Activité sportive";"Karting de Montalivet";"13 Lède de la Ricarde";"";"";"";"33930";"VENDAYS-MONTALIVET";"33540";"+33 5 56 09 38 94";"";"http://www.karting-montalivet.net";" -1.05964";"45.355948";"Oui";"
";"Karting";"";"";"";"01/04/2016|01/11/2016|||14:00|19:00|Jeudi - Lundi - Mardi - Mercredi - Vendredi # 01/07/2016|31/08/2016|10:00|||19:00|";"Tarif de base|16,00||1 session enfant (de 7 à 12 ans) de 10 minutes  # Tarif de base|32,00||2 sessions enfant (de 7 à 12 ans) de 10 minutes # Tarif de base|39,00||3 sessions enfant (de 7 à 12 ans) de 10 minutes # Tarif de base|18,00||1 session de 10 min pour adulte (à partir de 13 ans) # Tarif de base|36,00||2 sessions de 10 min pour adulte (à partir de 13 ans) # Tarif de base|42,00||3 sessions de 10 min pour adulte (à partir de 13 ans)";"";"";"";""
"LOIAQU033FS000SD";"07/07/2016";"Circuit automobile ou moto";"Karting Top Gun Evasion";"Circuit de Karting";"310 av de la Côte d'Argent";"";"";"33380";"BIGANOS";"33051";"+33 5 56 26 75 20";"";"";" -0.9276901";"44.6551916";"Oui";"
";"";"";"";"";"";"";"";"";"Bar # Restauration # Salle de réunion équipée";"Boutique"
"ASCAQU040FS0017M";"25/04/2016";"";"Les Deuch des Gaves Réunis";"";"";"";"";"40300";"PORT-DE-LANNE";"40231";"+33 5 58 89 17 47";"";"";" -1.1790870";"43.5667959";"";"
";"Automobile";"";"";"";"";"";"";"";"";""
"ASCAQU033FS0009T";"23/08/2016";"Activité sportive";"Locabeach Arcachon Centre";"326 boulevard de la Plage";"";"";"";"33120";"ARCACHON";"33009";"+33 5 56 83 39 64";"";"http://www.locabeach.com";" -1.1733484";"44.6623652";"Oui";"
";"Cyclotourisme";"";"";"Accueil Vélo # Vélodyssée";"";"";"";"";"";"Location de vélo"
"ASCAQU033FS00165";"23/08/2016";"Activité sportive";"Locabeach Arcachon Gare";"34 avenue du Général de Gaulle ";"";"";"";"33120";"ARCACHON";"33009";"+33 5 56 83 79 11";"";"http://www.locabeach.com";" -1.1647224";"44.6596180";"Oui";"
";"Cyclotourisme";"";"";"Accueil Vélo # Vélodyssée";"";"";"";"";"";"Location de vélo"
"ASCAQU033FS0002C";"14/04/2016";"Activité sportive";"Location de vélos ""Pierre qui Roule""";"32 place Gambetta";"";"";"";"33000";"BORDEAUX";"33063";"+33 5 57 85 80 87";"";"http://www.pierrequiroule.fr";" -0.5810323";"44.8410162";"Oui";"
";"Cyclotourisme";"";"";"Accueil Vélo";"01/01/2016|31/12/2016|10:00|12:30|14:00|19:00|Dimanche";"";"";"";"";"Location de vélo # Location de vélo aller-simple"
"ASCAQU064FS00024";"23/07/2016";"Activité sportive";"Loisirs 64";"";"";"D918 ";"ZA Porte du Labourd";"64250";"LOUHOSSOA";"64350";"+33 5 59 93 35 65";"";"http://www.loisirs64.com";" -1.3501167";"43.3028827";"Oui";"
";"Rafting";"";"";"";"01/01/2016|31/12/2016|09:00|12:00|14:00|18:00|";"Tarif de base|30,00|30,00|Tarif adulte rafting # Tarif de groupe|23,00|23,00|Tarif groupes rafting, à partir de 12 personnes # Tarif réduit|19,00|19,00|Tarif rafting pour les enfants de 7 à 12 ans. # Tarif de base|39,00|39,00|Tarif adulte canyoning # Tarif de groupe|35,00|35,00|Tarif groupes canyoning, à partir de 12 personnes # Tarif de base|32,00|32,00|Tarif adulte aqua-rando # Tarif de groupe|30,00|30,00|Tarif groupes aqua-rando, à partir de 12 personnes # Tarif de base|25,00|25,00|Tarif adulte Parc Aventure # Tarif de groupe|20,00|20,00|Tarif groupes Parc Aventure, à partir de 12 personnes # Tarif réduit|15,00|15,00|Tarif enfant de 7 à 12 ans Parc Aventure # Tarif de base|32,00|32,00|Tarif adulte TTT # Tarif de groupe|26,00|26,00|Tarif groupes TTT, à partir de 12 personnes # Tarif de base|30,00|30,00|Tarif adulte canoraft # Tarif de groupe|23,00|23,00|Tarif groupes canoraft, à partir de 12 personnes # Tarif de base|31,00|31,00|Tarif adulte hydrospeed # Tarif de groupe|23,00|23,00|Tarif groupes hydrospeed, à partir de 12 personnes";"";"";"";""
"ASCAQU064FS0004Q";"02/05/2016";"Activité sportive";"Memphis Jet";"";"Chai n° 19";"Rue des Orangers";"";"64700";"HENDAYE";"64260";"+33 5 59 15 23 82";"+33 6 21 06 40 28";"http://www.memphis-jet.com";" -1.7789562";"43.3695442";"Oui";"
";"Scooter de mer";"";"";"";"01/01/2016|31/12/2016|||||";"";"";"";"";""
"ASCAQU04001TXHIL";"09/05/2016";"Activité sportive";"Moto  Club";"";"";"Aérodrome";"";"40200";"MIMIZAN";"40184";"";"+33 5 58 09 58 06";"";" -1.1643791";"44.1479713";"Oui";"
";"Moto-cross";"";"";"";"";"";"";"";"";""
"ASCAQU033FS00132";"14/04/2016";"Activité sportive";"Moto Club de la Vallée du Roc";"Vallée du Roc";"";"";"";"33760";"ARBIS";"33008";"+33 5 56 47 08 29";"";"";" -0.2460310";"44.6774530";"";"
";"Moto-cross";"";"";"";"";"";"";"";"";""
"ASCAQU040FS00041";"25/04/2016";"";"Moto club des plages";"";"";"";"";"40230";"SAINT-VINCENT-DE-TYROSSE";"40284";"+33 5 58 72 81 01";"+33 6 73 08 44 48";"";" -1.3011870";"43.6587109";"";"
";"Moto-cross";"";"";"";"";"";"";"";"";""
"ASCAQU040FS001JN";"25/04/2016";"";"Moto Club Tyrossais Les Roads Runners";"";"";"";"";"40230";"SAINT-VINCENT-DE-TYROSSE";"40284";"";"";"";" -1.3011870";"43.6587109";"";"
";"Moto";"";"";"";"";"";"";"";"";""
"ASCAQU033V505CBH";"14/04/2016";"Activité sportive";"Moto Cross des Esteys";"Route de Soulac";"";"";"";"33590";"GRAYAN-ET-L'HOPITAL";"33193";"";"";"http://mcdesesteys.com/ # http://www.grayan-tourisme.com/activit%C3%A9s-et-loisirs/bouger/motocross/";" -1.1086867";"45.4466734";"Oui";"
";"Moto-cross";"";"";"";"";"";"";"";"";""
"ASCAQU033V504HX9";"14/04/2016";"Activité sportive";"Motor Evasion 33";"Impasse des jardins";"Saint-Isidore";"";"";"33990";"NAUJAC-SUR-MER";"33300";"";"+33 6 74 73 79 74";"http://www.motor-evasion33.fr";" -1.1043869";"45.271309";"Oui";"
";"Quad";"";"";"";"";"";"";"";"";""
"ASCAQU047FS0007T";"26/07/2016";"Activité sportive";"Moto-sport-loisirs - Laurent SAMBARREY";"";"";"";"Courteau";"47120";"SAINT-SERNIN";"47278";"+33 5 53 94 18 68";"+33 6 86 94 26 22";"http://moto-sports-loisirs.com";"0.24468182";"44.7005992";"Oui";"
";"Moto";"";"";"";"01/01/2016|31/12/2016|||||";"";"";"";"";""
"ASCAQU047FS00073";"26/07/2016";"Activité sportive";"Nautilius BKS";"";"";"";"Bertonie";"47380";"MONCLAR";"47173";"";"+33 6 17 17 61 60";"http://www.nautilius-bks.fr";"0.53167819";"44.4462200";"Oui";"
";"Canoé kayak";"";"";"";"01/01/2016|31/12/2016|||||";"Tarif de base|6,00||Location de canoë # Tarif de base|20,00||Balade en canoë accompagnée # Tarif de base|6,00||Location de vélo # Tarif de base|20,00||Balade en vélo accompagnée # Tarif de base|18,00||location d'hydroplane # Tarif de base|40,00||location de barque à moteur # Tarif de base|15,00||Location de canoë";"";"";"";"Location de vélo"
"ASCAQU047FS000AF";"26/07/2016";"Activité sportive";"Nautilius BKS";"";"";"";"Embarcadère du Lot";"47260";"FONGRAVE";"47099";"";"+33 6 17 17 61 60";"http://www.nautilius-bks.fr";"0.53167819";"44.4462200";"Oui";"
";"Canoé kayak";"";"";"";"01/01/2016|31/12/2016|||||";"Tarif de base|10,00||Location de canoë # Tarif de base|15,00||Balade en canoë accompagnée # Tarif de base|10,00||Location de vélo # Tarif de base|20,00||Balade en vélo accompagnée";"";"";"";"Location de vélo"
"ASCAQU04001PAEI1";"25/04/2016";"Activité sportive # Formule itinérante";"Only FreeJet - Jet Evasion";"Avenue Notre-Dame  ";"Zone de Loisirs";"Port de Capbreton";"";"40130";"CAPBRETON";"40065";"+33 5 58 43 42 63";"";"http://www.jet-evasion.fr ";" -1.4387369";"43.654638";"Oui";"
";"Scooter de mer";"";"";"";"";"";"";"";"";""
"ASCAQU033FS000LV";"14/04/2016";"Activité sportive";"Passion Evasion";"Château Pargade";"";"";"";"33760";"SOULIGNAC";"33515";"+33 5 56 72 38 80";"+33 6 21 03 23 63";"http://www.chateaupargade.com";" -0.3078746";"44.6908982";"Oui";"
";"Quad";"";"";"";"04/01/2016|31/12/2016|||||";"";"";"";"";""
"ASCAQU064FS000KE";"12/05/2016";"Activité sportive";"Pays Basque Expérience ";"";"";"33 rue de Madrid";"";"64200";"BIARRITZ";"64122";"";"+33 6 46 76 13 11";"http://www.pays-basque-experience.com";" -1.5685051";"43.4705592";"";"
";"4 x 4";"";"";"";"02/01/2016|30/12/2016|09:00|12:30|14:00|18:00|";"";"";"";"";""
"ASCAQU024FS000BG";"04/07/2016";"Activité sportive";"Périgord Loisir Nature";"";"";"";"";"24550";"VILLEFRANCHE-DU-PERIGORD";"24585";"";"+33 6 72 76 15 24";"http://www.perigordloisirnature.com";"1.10888676";"44.6487500";"Oui";"
";"Paint-ball";"";"";"";"";"";"";"";"";""
"ASCAQU04001PADOZ";"27/08/2016";"Activité sportive";"Quad du Gaillou";"";"";"Boulevard des cigales";"Parc de loisirs du Gaillou";"40130";"CAPBRETON";"40065";"+33 5 58 72 63 16";"+33 6 52 06 73 61 # +33 6 80 75 40 59";"http://www.quaddugaillou.com ";" -1.4266991";"43.6313849";"Oui";"
";"Quad";"";"";"";"";"";"";"";"";""
"ASCAQU064FS00068";"20/07/2016";"Activité sportive";"Quad é Nature ";"";"ZI de Jalday 2";"161 rue Belharra";"(ex rue des Routiers)";"64500";"SAINT-JEAN-DE-LUZ";"64483";"+33 5 59 26 11 49";"+33 6 10 79 57 74";"http://www.quadenature.com";" -1.6196250";"43.4095526";"Oui";"
";"Quad";"";"";"";"01/01/2016|31/12/2016|09:00|12:30|14:00|17:30|";"";"";"";"";""
"ASCAQU024FS00063";"04/07/2016";"Activité sportive";"Quad en forêt de Lasserre";"";"";"";"La Forgeonnerie ";"24200";"MARCILLAC-SAINT-QUENTIN";"24252";"";"+33 6 87 10 87 54 # +33 6 76 68 68 94";"http://www.randonnee-quad-dordogne.com";"1.1897477";"44.9578983";"Oui";"
";"Quad";"";"";"";"01/01/2016|31/12/2016|||||";"Tarif de base|55,00|55,00|(1h) # Tarif de base|100,00|100,00|(2h) # Tarif de base|130,00|130,00|(3h)";"";"";"";""
"ASCAQU040FS0019N";"25/04/2016";"";"Quad KART CENTER";"";"";"Chemin d'En Hill";"";"";"BISCARROSSE VILLE";"40046";"+33 5 58 78 88 50";"";"http://www.karting-biscarrosse.com";" -1.1031335";"44.4037931";"";"
";"Quad";"";"";"";"";"";"";"";"";""
"ASCAQU064FS000JU";"04/07/2016";"Activité sportive";"Rando Quad en Pays Basque et Paint Ball";"Maison Iturriartia";"RD 918";"";"";"64310";"SAINT-PEE-SUR-NIVELLE";"64495";"+33 5 59 23 36 18";"+33 6 10 44 14 97";"http://www.quad-paysbasque.com";" -1.5584277";"43.3574657";"Oui";"
";"Quad";"";"";"";"01/03/2016|31/12/2016|09:00|||19:00|";"Tarif de base|55,00|89,00|1 à 3 heures de raid quad # Tarif de base|25,00||Paintball";"";"";"";""
"LOIAQU064FS0004K";"02/05/2016";"Circuit automobile ou moto";"RTECH Racing";"";"";"1 rue du coustin";"";"64170";"LACQ";"64300";"+33 5 59 60 22 84";"+33 6 88 07 94 57 # +33 6 48 27 53 33";"http://www.rtechracing.com";" -0.6141350";"43.4108010";"";"
";"";"";"";"";"";"";"";"";"";""
"ASCAQU064FS000OJ";"02/05/2016";"Activité sportive";"Scooter Loisirs";"";"Gare SNCF";"bd du Commandant Passicot";"";"64500";"SAINT-JEAN-DE-LUZ";"64483";"+33 5 59 47 79 24";"+33 6 31 49 62 89";"http://www.scooter-loisirs.com";" -1.6596972";"43.3862516";"Oui";"
";"Cyclotourisme";"";"";"";"";"";"";"";"";"Location de vélo"
"ASCAQU064V5084DF";"20/07/2016";"Activité sportive";"Sobilo";"";"";"24 rue Peyreloubilh";"";"64200";"BIARRITZ";"64122";"+33 5 59 24 94 47";"";"http://www.sobilo-scooters.com";" -1.5647708";"43.4791283";"Oui";"
";"Scooter";"";"";"";"01/01/2016|31/12/2016|||||";"";"";"";"";"Location de vélo"
"ASCAQU064FS00052";"02/05/2016";"Activité sportive";"Sports Mer";"";"";"7 boulevard Thiers";"BP 148";"64500";"SAINT-JEAN-DE-LUZ";"64483";"";"+33 6 80 64 39 11";"http://www.sportsmer.fr";" -1.6603088";"43.3940716";"Oui";"
";"Scooter de mer";"";"";"";"15/04/2016|15/10/2016|09:00|12:30|13:30|18:00|";"";"";"";"";""
"ASCAQU033V504GAT";"14/04/2016";"Activité sportive";"Supercar Roadtrip";"12, rue Albert";"";"";"";"33300";"BORDEAUX";"33063";"";"+33 6 09 32 67 70";"http://www.supercar-roadtrip.fr";" -0.5541490";"44.8772685";"Oui";"
";"Automobile";"";"";"";"";"";"";"";"";""
"ASCAQU064FS000S9";"20/07/2016";"Activité sportive";"Trial Thunder";"";"";"5 Avenue de Cumba";"";"64210";"BIDART";"64125";"";"+33 6 01 11 97 14";"http://www.trialthunder.com";" -1.5815206";"43.4465513";"Oui";"
";"Trial";"";"";"";"01/01/2016|31/12/2016|||||";"Tarif de base|25,00|60,00|Rando E-Tricks # Tarif de base|50,00|150,00|Rando Quad";"";"";"";""
"ASCAQU04001QBHH2";"25/04/2016";"Activité sportive";"U.S.C Moto verte";"";"";"";"";"40300";"CAUNEILLE";"40077";"+33 5 58 73 13 85";"";"";" -1.0627930";"43.5463020";"";"
";"Moto-cross";"";"";"";"";"";"";"";"";""
"ASCAQU033FS0018F";"14/04/2016";"Activité sportive";"Vent d'Arguin (Buggies)";"1051 boulevard de l'Industrie";"";"";"";"33260";"LA TESTE-DE-BUCH";"33529";"";"+33 6 85 33 11 62";"www.ventdarguin.com/buggy";" -1.1192750";"44.6118870";"Oui";"
";"Buggies";"";"";"";"01/01/2016|31/12/2016|||||";"";"";"";"";""
"ASCAQU064FS000FJ";"02/05/2016";"Activité sportive";"World Safary Company";"";"";"2 rue d'Ossau";"Zone d'activités de Berlanne";"64160";"MORLAAS";"64405";"";"+33 6 08 01 80 76";"http://www.wosaco.com";" -0.2990570";"43.3234999";"Oui";"
";"4 x 4";"";"";"";"01/01/2016|31/12/2016|||||";"";"";"";"";""
