Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
LOIAQU033V50KZEI,03/01/2020,Bibliothèque - médiathèque,Bibliothèque Aliénor - Espace Culturel Alain Péronnau,,,4 avenue Plantagenêt,,33830,BELIN-BELIET,33042,+33 5 56 88 19 82,,bibliotheque@belin-beliet.fr,https://www.belin-beliet.fr/bibliotheque/, -0.786061,44.501306,Oui,"
",,,,,,,,,,
LOIAQU040V507B05,31/12/2018,Bibliothèque - médiathèque,Bibliothèque annexe de Gaâs,,,15 route de Pouillon,,40350,GAAS,40101,+33 5 58 98 34 75,,aufildesmots@orthe-arrigans.fr,, -1.0341512,43.6137667,,"
",,,,,,,,,,
LOIAQU040V5080HS,31/12/2018,Bibliothèque - médiathèque,Bibliothèque annexe de Tilh,,,57 avenue de la Poste,,40360,TILH,40316,+33 5 58 98 34 75,,aufildesmots@orthe-arrigans.fr,http://www.facebook.com/aufildesmots40/, -0.8360042,43.5753115,,"
",,,,,,,,,,
LOIAQU047V50DGVE,03/01/2020,Bibliothèque - médiathèque,Bibliothèque associative,,,47 route de la Métairie,,47250,BOUGLON,47034,,+33 7 81 45 05 12,4ventsdubouglonnais@gmail.com,,0.0966590,44.3929910,Non,"
",,,,,01/01/2020|31/12/2020|||||,"Tarif de base|10,00|10,00|",,,,
LOIAQU033FS000E1,03/01/2020,Bibliothèque - médiathèque,Bibliothèque CdC Coeur du Médoc,,,37 cours du Maréchal de Lattre de Tassigny,,33340,LESPARRE-MEDOC,33240,+33 5 56 41 80 66,,bib.coeurmedoc@wanadoo.fr,, -0.9360050,45.3061081,Oui,"
",,,,,,"Gratuit|||Moins de 18 ans, handicapés et demandeurs d'emploi # Tarif réduit|||Pour les habitants de la Cdc Coeur Médoc # Tarif de base|||Pour les habitants hors Cdc Coeur Médoc",,,,
LOIAQU064V5ADVWR,03/01/2020,Bibliothèque - médiathèque,Bibliothèque d'Ascain,,,24 Route de Saint Ignace,,64310,ASCAIN,64065,+33 5 59 54 68 36,,,, -1.6157014,43.3378594,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Tarif de base|7,00|7,00|",,,,
LOIAQU033FS000KR,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Bernos-Beaulac,,,27 route de Bernos,,33430,BERNOS-BEAULAC,33046,+33 5 56 25 44 76 # +33 5 56 25 41 42,,,, -0.2528395,44.3765443,,"
",,,,,,,,,,
LOIAQU047FS000CS,16/01/2020,Bibliothèque - médiathèque,Bibliothèque de Buzet-sur-Baïse,,,1 place de la Résistance,,47160,BUZET-SUR-BAISE,47043,+33 5 53 79 64 39,+33 6 13 77 23 16,bibliotheque.buzet@gmail.com,,0.2981789,44.2580978,,"
",,,,,01/01/2020|31/12/2020|||||,"Tarif de base|15,00|15,00|Abonnement annuel",,,,
LOIAQU033FS000KQ,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Captieux,,,10 avenue du Stade,,33840,CAPTIEUX,33095,+33 5 56 65 60 50 # +33 5 56 65 60 31,,,, -0.2597481,44.2928608,,"
",,,,,,,,,,
LOIAQU047FS0006G,09/01/2020,Bibliothèque - médiathèque,Bibliothèque de Casteljaloux,1er étage,Centre Jean Monnet,Place Gambetta,,47700,CASTELJALOUX,47052,+33 5 53 20 11 30,,biblio@mairie-casteljaloux.fr,http://www.mairie-casteljaloux.fr # http://casteljaloux.c3rb.org/opac_net/,0.08538007,44.3138154,Oui,"
",,,,,01/01/2020|30/06/2020||||| # 01/07/2020|31/08/2020||||| # 01/09/2020|31/12/2020|||||,"Tarif de base|15,00|30,00|Abonnements # Gratuit|||Enfant jusqu'à 16 ans, collégiens, lycéens et étudiants",Visite libre,,,
LOIAQU047V506E9O,09/01/2020,Bibliothèque - médiathèque,Bibliothèque de Caubeyres,,Le Chai,,Le Bourg,47160,CAUBEYRES,47058,+33 5 53 79 47 17,,bibliocaubeyres47160@gmail.com,,0.2031790,44.2578370,,"
",,,,,01/01/2020|31/12/2020|||||,Gratuit|||,,,,
LOIAQU033FS000H2,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Cézac,,,Maison des associations,,33620,CEZAC,33123,+33 5 57 68 19 68,,bibli.cezac@wanadoo.fr,, -0.4193239,45.0911700,,"
",,,,,,,,,,
LOIAQU033FS000P2,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Cudos,,,,,33430,CUDOS,33144,,,,, -0.2191972,44.3866325,Oui,"
",,,,,,,,,,
LOIAQU047V50E3I1,14/01/2020,Bibliothèque - médiathèque,Bibliothèque de Dausse et Trémons,,,,,47140,DAUSSE,47079,+33 5 53 41 21 16,,bibliotheque.dausse@orange.fr,,0.886254,44.388969,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
LOIAQU033FS000H6,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Donnezac,,,Le bourg,,33860,DONNEZAC,33151,+33 9 61 04 91 16,,,, -0.4439163,45.2484252,Oui,"
",,,,,,,,,,
LOIAQU047FS0006I,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Durance,,,,Le Bourg,47420,DURANCE,47085,,+33 5 53 65 88 54,,,0.1636990,44.1649220,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
LOIAQU033V50P3FF,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Grayan-et-l'Hôpital,,,48 rue des Goélands,,33590,GRAYAN-ET-L'HOPITAL,33193,,+33 5 56 09 58 29,,, -1.086042,45.444408,Oui,"
",,,,,,,,,,
LOIAQU033FS000KP,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Grignols,,,Place de l'Eglise,,33690,GRIGNOLS,33195,+33 5 56 25 51 05,,bibliotheque.grignols@wanadoo.fr,http://biblio-grignols33.monsite.wanadoo.fr, -0.0606321,44.3809783,,"
",,,,,,Gratuit|||jusqu'à 18 ans,,,,
LOIAQU047FS0006H,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Houeillès,,,Place du Foirail,,47420,HOUEILLES,47119,+33 5 53 89 10 30,,mairie-houeilles@wanadoo.fr,,0.0330389,44.1953152,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Tarif de base|12,00|12,00|abonnement par an et par famille # Gratuit|||Enfants scolarisés dans les écoles de la commune",,,Aire de pique-nique,
LOIAQU033FS000MT,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Hourtin,,,Rue des Ecoles,Derrière la Mairie,33990,HOURTIN,33203,+33 5 56 09 15 16 # +33 5 56 09 17 99,,,, -1.0570049,45.1866345,Oui,"
",,,,,,,,,,
LOIAQU047V504KX9,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de La Sauvetat-du-Dropt,,Maison des loisirs,Rue du Gué,Côté de l'école,47800,LA SAUVETAT-DU-DROPT,47290,+33 5 53 83 03 27,,,,0.34095500,44.648037,Oui,"
",,,,,01/01/2020|31/12/2020|||||Dimanche - Jeudi - Lundi - Mardi - Mercredi matin - Samedi - Vendredi,"Gratuit|10,00|10,00|Carte abonnement",,,Aire de pique-nique # Restauration,
LOIAQU033FS000H5,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Laruscade,,,Le bourg,,33620,LARUSCADE,33233,+33 5 57 68 57 92,,biblio@mairie-laruscade.fr,, -0.3410482,45.1081204,Oui,"
",,,,,,,,,,
LOIAQU047FS000C0,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Lauzun,Salle des Aînés,,,,47410,LAUZUN,47142,+33 5 53 20 10 07,,,,0.4611253,44.6298924,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Tarif de base|10,00|10,00|Carte de bibliothèque",,,,Wifi
LOIAQU047FS000C1,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Lavergne,,Ecole de Lavergne,,Brideau Haut,47800,LAVERGNE,47144,+33 5 53 93 25 16,,mairie.lavergne@wanadoo.fr ,,0.4087370,44.5903100,,"
",,,,,01/01/2020|31/12/2020|||16:30|18:30|Dimanche - Jeudi - Lundi - Mercredi - Samedi - Vendredi,"Tarif de base|10,00|10,00|Cotisation annuelle",,,,
LOIAQU033V50CE7W,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Mios,,,Rue Saint-Martin,,33380,MIOS,33284,,+33 5 56 26 49 40,,https://www.facebook.com/bibliotheque.mios/?fref=ts # http://www.ville-mios.fr/, -0.9398919,44.6054843,Oui,"
",,,,,,,,,,
LOIAQU024V503JT3,31/12/2018,Bibliothèque - médiathèque,Bibliothèque de Monsec,,,Place de la Mairie,,24340,MAREUIL EN PÉRIGORD,24253,+33 5 53 03 68 50,,bibliothequemonsec@dronneetbelle.fr,http://mediathequesdronneetbelle.jimdo.com,0.53288226,45.4212642,Oui,"
",,,,,,,,,,
LOIAQU047FS000BU,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Roumagne,,MAIRIE DE ROUMAGNE,,,47800,ROUMAGNE,47226,+33 5 53 93 30 65,,biblio@mairiederoumagne.fr ,,0.33834457,44.6188216,Oui,"
",,,,,01/01/2020|31/12/2020|||||Dimanche - Lundi - Mardi - Mercredi - Samedi - Vendredi,"Tarif de base|10,00|10,00|Abonnement",,,,
LOIAQU033FS000H3,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Saint Christoly de Blaye,,,Le bourg,,33920,SAINT-CHRISTOLY-DE-BLAYE,33382,+33 5 57 42 74 49,,bibilotheque.stchristolydeblaye@orange.fr,, -0.5080747,45.1299844,Oui,"
",,,,,,,,,,
LOIAQU033FS000R5,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Saint Laurent,,,7 rue du Général de Gaulle,,33112,SAINT-LAURENT-MEDOC,33424,+33 5 56 59 40 96,,bibliotheque.slm@wanadoo.fr,, -0.8220809,45.1508021,Oui,"
",,,,,,Gratuit|||Pour les enfants de moins de 12 ans,,,,
LOIAQU033FS00126,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Saint Médard de Guizières,,,Impasse du château d'eau,,33230,SAINT-MEDARD-DE-GUIZIERES,33447,+33 5 57 56 45 45,+33 6 87 86 09 25,,, -0.0565300,45.0174410,,"
",,,,,,,,,,
LOIAQU033V50P3F9,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Saint Vivien-de-Médoc,,,Cours Pierre Lassalle,,33590,SAINT-VIVIEN-DE-MEDOC,33490,,,,, -1.0338060,45.426679,Oui,"
",,,,,,,,,,
LOIAQU047FS000BW,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Saint-Colomb de Lauzun,,,La mairie-Le bourg,,47410,SAINT-COLOMB-DE-LAUZUN,47235,+33 5 53 76 64 00,, colomb.st@wanadoo.fr  # bibliostcolomb@laposte.net,,0.473325,44.614472,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Gratuit|10,00|10,00|Abonnement",,,,
LOIAQU047V50A39A,17/01/2020,Bibliothèque - médiathèque,Bibliothèque de Sainte-Marthe,,,Le bourg,,47430,SAINTE-MARTHE,47253,+33 5 53 20 65 60,,,,0.14902800,44.415289,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
LOIAQU033V5001C0,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Saint-Macaire,,,,,33490,SAINT-MACAIRE,33435,+33 5 56 63 03 64,,,, -0.2263340,44.5652890,,"
",,,,,,,,,,
LOIAQU047FS000BV,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Saint-pardoux-Isaac,,,La Mairie,,47800,SAINT-PARDOUX-ISAAC,47264,+33 5 53 93 22 51,,biblio.stpardouxisaac@orange.fr  ,,0.37216186,44.6125897,Oui,"
",,,,,01/01/2020|31/07/2020|||||Dimanche - Jeudi matin - Lundi - Mardi - Mercredi - Samedi - Vendredi # 01/09/2020|31/12/2020|||||Dimanche - Jeudi matin - Lundi - Mardi - Mercredi - Samedi - Vendredi,"Gratuit|||Abonnement enfants # Tarif de base|10,00|10,00|Abonnement adultes",,,,
LOIAQU033FS000H4,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Saint-Savin,,,Le bourg,,33920,SAINT-SAVIN,33473,+33 5 57 58 95 09,,saint-savin.bibliotheque@orange.fr,, -0.4453325,45.1382191,Oui,"
",,,,,,,,,,
LOIAQU033FS000H7,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Saint-Yzan-de-Soudiac,,,Le bourg,,33920,SAINT-YZAN-DE-SOUDIAC,33492,+33 5 57 58 00 45,,bibilotheque.st-yzandesoudiac@orange.fr,, -0.412211,45.140712,Oui,"
",,,,,,,,,,
LOIAQU033FS000PS,03/01/2020,Bibliothèque - médiathèque,Bibliothèque de Vertheuil,,,Cour d'honneur de l'école,,33180,VERTHEUIL,33545,,,,, -0.8349640,45.2506090,,"
",,,,,,,,,,
LOIAQU047FS000CQ,16/01/2020,Bibliothèque - médiathèque # Gymnase,Bibliothèque de Vianne,Espace Jourdain de l'Isle,,Rue Martyrs de la Résistance,,47230,VIANNE,47318,+33 5 53 65 77 22,,bibliotheque.vianne@orange.fr ,,0.32176474,44.1971404,Oui,"
",,,,,01/01/2020|31/12/2020|||||Dimanche - Jeudi après midi - Lundi - Mardi après midi - Samedi après midi - Vendredi matin,"Tarif de base|10,00|10,00|Abonnement annuel par foyer pour les adultes # Gratuit|||Moins de 16 ans.",,,,
LOIAQU024FS0005K,02/01/2018,Bibliothèque - médiathèque,Bibliothèque du Pays Beaumontois,,,rue Foussal,,24440,BEAUMONTOIS EN PERIGORD,24028,+33 5 53 22 44 74,,,,0.7672500,44.7677346,,"
",,,,,,,,,,
LOIAQU033V50FZTP,03/01/2020,Bibliothèque - médiathèque,Bibliothèque du Verdon-sur-Mer,,,Rue Marsouins,,33123,LE VERDON-SUR-MER,33544,+33 5 56 09 63 21,,biblio.leverdon@gmail.com,, -1.0647911,45.5439456,Oui,"
",,,,,,,,,,
LOIAQU064V5ACYX5,03/01/2020,Bibliothèque - médiathèque,Bibliothèque d'Urrugne,Complexe Iturbidea,,Allee Tobeen,,64122,URRUGNE,64545,+33 6 33 44 21 45,,,, -1.699282,43.364617,Oui,"
",,,,,01/01/2020|31/12/2020|||||,Tarif de base|||Adhésion # Gratuit|||Enfant scolarisé à Urrugne # Tarif réduit|||de 11 à 18 ans,,,Accessible en poussette # Parking autocar,Espace jeux # Wifi
LOIAQU040FS000IQ,03/01/2020,Bibliothèque - médiathèque,Bibliothèque et ludothèque,109 place de l'église,,,,40170,LEVIGNACQ,40154,,,,, -1.1661659,44.005114,Oui,"
",,,,,,,,,,
LOIAQU047FS00063,03/01/2020,Bibliothèque - médiathèque,"Bibliothèque intercommunale - Association ""Biblilude""",,,,Bourg de Born,47210,SAINT-EUTROPE-DE-BORN,47241,+33 5 53 36 65 89,,biblilude@orange.fr,http://ccbhap.c3rb.org,0.70209503,44.5711488,Oui,"
",,,,,01/01/2020|31/12/2020|||||,Gratuit|||,,,,Wifi
LOIAQU047FS00062,03/01/2020,Bibliothèque - médiathèque,Bibliothèque intercommunale - Espace Roger Bissière,,,Boulevard Palissy,,47210,VILLEREAL,47324,+33 5 53 36 01 24,,bibliotheque-villereal@orange.fr,http://ccbhap.c3rb.org,0.7469085,44.6344093,,"
",,,,,01/01/2020|31/12/2020|||||,Gratuit|||,,,,Wifi
LOIAQU040V50CJ1V,02/01/2018,Bibliothèque - médiathèque,Bibliothèque intercommunale Cazères / Le Vignau / Lussagnet,116 Rue Georges Rande,,,,40270,CAZERES-SUR-L'ADOUR,40080,+33 5 58 52 23 74,,bibliotheque.cazeres@orange.fr,, -0.3154532,43.7598334,Oui,"
",,,,,,,,,,
LOIAQU047FS0009Q,03/01/2020,Bibliothèque - médiathèque,Bibliothèque intercommunale de Castillonnès,,,18 rue des Anciens Combattants,,47330,CASTILLONNES,47057,+33 5 53 01 75 33,,bibliotheque.castillonnes@orange.fr,http://ccbhap.c3rb.org/,0.5917219,44.6532118,,"
",,,,,01/01/2020|31/12/2020|||||,Gratuit|||,Visite libre,Français,Salle(s) de réunion,Wifi
LOIAQU047FS0008V,03/01/2020,Bibliothèque - médiathèque,Bibliothèque intercommunale de Monbahus,,,,Mairie,47290,MONBAHUS,47170,+33 5 53 70 96 15,,,http://ccbhap.c3rb.org,0.5355709,44.5491121,Oui,"
",,,,,01/01/2020|31/12/2020|||||,Gratuit|||,,,,Wifi
LOIAQU04001QH85D,03/01/2020,Bibliothèque - médiathèque,Bibliothèque intercommunale de Pouillon,Maison du Temps libre,,12 allée du temps libre,,40350,POUILLON,40233,+33 5 58 98 34 75,,aufildesmots@orthe-arrigans.fr,https://www.pays-orthe-arrigans.fr/culture-et-loisirs/bibliotheques-et-mediatheques/bibliotheques-et-mediatheques-sur-le-territoire.html, -0.9910667,43.6073595,,"
",,,,,,,,,,
LOIAQU033FS000CE,03/01/2020,Bibliothèque - médiathèque,Bibliothèque Les Amis de La Hume,,,12 avenue de la Plage ,Clos Fleuri,33470,GUJAN-MESTRAS,33199,,+33 6 45 19 93 99,lesamisdelahume@hotmail.fr,, -1.1103916,44.6386737,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Tarif de base|5,00|5,00|Cotisation annuelle.",,,,
LOIAQU040V50I9C6,31/12/2018,Bibliothèque - médiathèque,Bibliothèque -Médiathèque,,,163 Route de Saint Laurent de Gosse,,40390,SAINT-MARTIN-DE-HINX,40272,+33 5 59 56 38 41,,mediatheque.sainte.mariedegosse@wanadoo.fr,, -1.2393227,43.5564952,Oui,"
",,,,,,,,,,
LOIAQU047FS0006D,03/01/2020,Bibliothèque - médiathèque,Bibliothèque Michel Serres,,,28 boulevard Jules Ferry,,47800,MIRAMONT-DE-GUYENNE,47168,+33 5 53 93 18 01,,bibliotheque@miramontdeguyenne.fr,http://miramontdeguyenne.bibli.fr,0.3581920,44.6017049,,"
",,,,,01/01/2020|31/12/2020|||13:45|17:45|Dimanche - Mardi - Samedi,"Tarif de base|10,00|10,00|A partir de 15 ans # Gratuit|||Jusqu'à 14 ans",,,,
LOIAQU024FS0002G,23/01/2020,Bibliothèque - médiathèque,Bibliothèque Municipale ,,,,,24220,COUX ET BIGAROQUE-MOUZENS,24142,+33 5 53 31 61 07,,,,1.0777723,44.8641887,,"
",,,,,,,,,,
LOIAQU024FS0002B,23/01/2020,Bibliothèque - médiathèque,Bibliothèque Municipale ,,,,Place de la liberté,24220,SAINT-CYPRIEN,24396,+33 5 53 28 23 03,,bmstcyprien24@wanadoo.fr,http://bibstcyprien.over-blog.com/,1.0426780,44.8697670,,"
",,,,,,,,,,
LOIAQU047FS0008I,03/01/2020,Bibliothèque - médiathèque,Bibliothèque Municipale,,,17 rue Aramon Noir,,47250,COCUMONT,47068,+33 5 53 94 50 25,,,http://www.cocumont.fr,0.0265633,44.4473887,Oui,"
",,,,,01/01/2020|31/12/2020|||||Dimanche - Jeudi - Mardi - Mercredi - Vendredi,Gratuit|||enfant,,,,
LOIAQU04001SP6NE,16/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale,,,21 avenue de la Liberté,,40990,SAINT-PAUL-LES-DAX,40279,+33 5 58 91 53 05,,,, -1.0515364,43.7225717,,"
",,,,,,,,,,
LOIAQU047V50E3I5,14/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale,,,29 rue de la République,,47140,SAINT-SYLVESTRE-SUR-LOT,47280,+33 5 53 01 96 84 # +33 5 53 41 24 58,,,,0.8045114,44.3972682,Non,"
",,,,,01/01/2020|31/12/2020|||||Dimanche - Lundi - Vendredi,,,,,
LOIAQU024FS00020,31/12/2018,Bibliothèque - médiathèque,Bibliothèque municipale,,,32 rue de la République,,24200,SARLAT-LA-CANEDA,24520,+33 5 53 31 11 66,,fernandez.marie-christine@sarlat.fr,,1.21585071,44.8888177,Oui,"
",,,,,,,,,,
LOIAQU040FS0005V,16/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale,,,5 rue du palais,,40100,DAX,40088,+33 5 58 74 72 89,,bibliotheque@dax.fr,http://bibliotheque.dax.fr/, -1.0518112,43.7099626,Oui,"
",,,,,,,,,,
LOIAQU033FS000MM,03/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale,,,85 cours du Maréchal Juin,,33000,BORDEAUX,33063,+33 5 56 10 30 00,,dgac.lectpub@mairie-bordeaux.fr,, -0.5834431,44.8360031,Oui,"
",,,,,,,,,,
LOIAQU047FS0008H,03/01/2020,Bibliothèque - médiathèque,Bibliothèque Municipale,,,Boulevard François Mitterrand,,47400,TONNEINS,47310,+33 5 53 84 57 58,,bibliotheque@mairie-tonneins.fr,http://www.mairie-tonneins.fr # http://mediatheque.mairie-tonneins.fr,0.31087875,44.3892369,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,Français,,Espace jeux # Wifi
LOIAQU064V5AD37S,31/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale,,,Place centrale,,64470,TARDETS-SORHOLUS,64533,+33 5 59 28 54 79,,comtardets@cdg-64.fr,, -0.8635638,43.1164186,Non,"
",,,,,01/01/2020|31/12/2020|||||Dimanche - Jeudi - Lundi après midi - Mardi - Mercredi matin - Vendredi,"Tarif de base|5,00||Abonnement annuel",,,,
LOIAQU047V50A2W9,16/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale,,,Place de la Poste,,47230,BARBASTE,47021,+33 5 53 65 48 79,,bibliotheque.barbaste@orange.fr,http://www.barbaste.fr,0.28700979,44.169902,Oui,"
",,,,,01/01/2020|31/07/2020|||||Dimanche - Jeudi - Lundi - Vendredi # 01/09/2020|24/12/2020|||||Dimanche - Jeudi - Lundi - Vendredi,,,,,
LOIAQU047V50E3I2,14/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale,,,Rue du 14 Juillet,,47140,PENNE-D'AGENAIS,47203,+33 5 53 71 72 89,,,,0.819048,44.389038,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
LOIAQU047FS0008J,03/01/2020,Bibliothèque - médiathèque,Bibliothèque Municipale,,,Rue Traversière,,47430,LE MAS-D'AGENAIS,47159,+33 5 53 89 50 37,,communedumasdagenais.47@wanadoo.fr,http://www.lemasdagenais.fr,0.21569252,44.4098265,Oui,"
",,,,,01/01/2020|31/12/2020|||||Jeudi - Mardi - Mercredi - Vendredi,"Tarif de base|10,00|10,00|Cotisation annuelle de 10 euros pour toute la famile",,Français,,
LOIAQU033FS000A7,03/01/2020,Bibliothèque - médiathèque,Bibliothèque Municipale,,Hôtel Lalanne,Place Jean Hameau,,33260,LA TESTE-DE-BUCH,33529,+33 5 56 54 65 63 # +33 5 57 52 41 70,,bibliotheque@latestedebuch.fr # bibjeunesse@latestedebuch.fr,, -1.1454856,44.6327875,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,Wifi
LOIAQU04001TC4XN,31/12/2018,Bibliothèque - médiathèque,Bibliothèque municipale,,Village scolaire de l'Isle Verte,Allée de Labouyrie,,40140,SOUSTONS,40310,+33 5 58 41 53 67,,,, -1.3337690,43.7562290,,"
",,,,,,,,,,
LOIAQU047FS000AU,03/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale,Mairie de Fumel,,Place Georges Escande,,47500,FUMEL,47106,+33 5 53 49 59 73,,bibliotheque-municipale-fumel@orange.fr,http://fumel.opac3d.fr ,0.97073435,44.4975537,Oui,"
",,,,,01/01/2020|30/06/2020|09:00|12:00|14:00|17:30|Dimanche - Jeudi # 01/07/2020|31/08/2020|09:00|12:00|14:00|17:30|Dimanche - Jeudi - Samedi # 01/09/2020|31/12/2020|09:00|12:00|14:00|17:30|Dimanche - Jeudi,"Gratuit|0,00|0,00|Inscription",,,,
