Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
LOIAQU033V50L3WM,16/01/2020,Parc aquatique,Aquapark de Bombannes,,,Bombannes,,33121,CARCANS,33097,+33 5 57 70 12 13,,,https://bombannes.ucpa.com/, -1.1372726,45.1021859,Oui,"
",,,,,02/05/2020|30/08/2020|||||,,,,,
LOIAQU024V50F19J,27/01/2020,Parc aquatique,Aquatic Lagoon,,,La menuse,,24260,JOURNIAC,24217,+33 5 53 07 10 74,,contact@univerland.net,,0.8913360,44.9930690,Non,"
",,,,,20/06/2020|31/12/2020|||||,"Tarif de base|15,00|20,00|adultes # Tarif réduit|10,00||- 8 ans # Tarif de base|10,00||Aquatic Sport",,,Accessible en poussette # Aire de pique-nique # Bar # Parking autocar # Restauration,Espace jeux
LOIAQU040016JXHU,03/01/2020,Parc aquatique,Aquatic Landes,,,Route de la Plage ,,40530,LABENNE,40133,+33 5 59 45 60 40,,contact@aquatic-landes.com,http://www.aquatic-landes.com, -1.4536017,43.594612,Oui,"
",,,,,13/06/2020|06/09/2020|||||,Tarif de base|||Adulte et enfant à partir de 12 ans # Tarif réduit|||De 90 cm jusqu'à 11 ans # Gratuit|||Gratuit pour moins de 90 cm ou moins de 3 ans # Tarif de base|||Sénior (+ de 65ans),Visite libre,,Aire de pique-nique # Bar # Restauration,Boutique # Espace jeux
LOIAQU047FS00013,03/01/2020,Piscine,Aquaval,,,Rue Portogruaro,,47200,MARMANDE,47157,+33 5 53 20 40 53,,,http://www.piscinevaldegaronne.fr,0.15503314,44.5072343,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Gratuit|||enfant de moins de 5 ans # Tarif de base|4,00|140,00|adulte (à partir de 16 ans) # Tarif réduit|2,50|84,00|Enfant (de 5 à 15 ans)",,Français,Aire de pique-nique,
LOIAQU024FS0005S,03/01/2020,Balnéothérapie # Piscine,Aqua-Zen Spa Détente,,,,La Merelie,24590,SAINT-GENIES,24412,+33 5 53 59 34 30,,aqua-zen@orange.fr,http://www.aqua-zen.fr,1.2505040,44.9764130,,"
",,,,,,,,,Bar # Restauration,
LOIAQU064V577DKD,03/01/2020,Parc aquatique,Aquazone,,Base de Loisirs,Avenue Marcel Paul,,64300,ORTHEZ,64430,,+33 6 63 15 07 21,auqazonebearn@gmail.com,, -0.7565896,43.4726359,Oui,"
",,,,,27/06/2020|31/08/2020|11:00|||19:00|,"Tarif de base|8,00||1h, le matin # Tarif de base|14,00||2h, le matin # Tarif de base|9,00||1h, l'aprés midi",Visite libre,,Aire de pique-nique # Bar,
LOIAQU040FS000P2,17/01/2020,Parc aquatique,Atlantic Park - Parc aquatique et de loisirs,,,2 Avenue de la Grande Plage,,40510,SEIGNOSSE,40296,+33 5 58 43 15 30,,contact@atlantic-park.com,http://atlantic-park.com, -1.4344292,43.7071086,Oui,"
",,,,,17/06/2020|30/08/2020|||||,,,,Aire de pique-nique # Bar # Restauration,Boutique # Espace jeux # Wifi
LOIAQU0240005287,30/01/2020,Base de loisirs # Jeux pour enfants # Lac/Site de pêche # Mini-golf # Parc à thèmes # Parc aquatique # Piscine # Plage surveillée,Aux Etangs du Bos,,,,Le Bos,24260,SAINT-CHAMASSY,24388,+33 5 53 54 74 60,+33 7 68 01 81 46,contact@le-bos.com,http://www.le-bos.com,0.97049215,44.8679186,Oui,"
",,,,,13/06/2020|30/08/2020|11:00|20:00|||,"Tarif de base|10,00|10,00|Adultes et enfants de plus de 16 ans # Tarif de base|9,00|9,00|Enfant de moins de 16 ans # Gratuit|||Enfant de moins de 90 cms # Tarif de groupe|7,00|9,00|TARIF GROUPE PLUS DE 10 PERSONNES",,,Aire de pique-nique # Restauration,Espace jeux
LOIAQU033FS000BI,06/01/2020,Plage surveillée,Baignade aménagée au Teich,,,A proximité du Port du Teich,,33470,LE TEICH,33527,+33 5 56 22 33 60,,contact@leteich.fr,http://leteich.fr # http://www.leteich-tourisme.com, -1.0151194,44.6403532,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Aire de pique-nique,Espace jeux # Wifi
LOIAQU047FS000BO,21/01/2020,Base de loisirs # Jeux pour enfants # Mini-golf # Plage surveillée,Baignade naturelle à Parc en Ciel,,,,Moulin de Courrance,47150,LACAPELLE-BIRON,47123,+33 5 53 71 84 58,,parc-en-ciel@orange.fr # contact@parc-en-ciel.com,http://www.parc-en-ciel.com,0.88425993,44.5910631,Oui,"
",,,,Qualité Tourisme # Sourire du Lot-et-Garonne,,,,,Aire de pique-nique # Bar # Restauration,Espace jeux
LOIAQU024FS00060,03/01/2020,Base de loisirs # Lac/Site de pêche # Mini-golf # Plage surveillée,Base de loisirs de Chandos,,,avenue André Malraux,,24700,MONTPON-MENESTEROL,24294,+33 5 53 82 23 77,,,,0.16346454,45.0127535,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Aire de pique-nique # Bar # Restauration,Espace jeux
LOIAQU040FS00015,03/01/2020,Base de loisirs # Parc à thèmes # Parc aquatique # Plage surveillée,Base de loisirs de la Saucille ,96 Rue du vieux port,,,Site de la Saucille,40250,MUGRON,40201,+33 5 58 97 98 50,+33 7 85 69 81 77,lasaucille@gmail.com,, -0.7537651,43.7594173,Oui,"
",,,,,,Tarif de base|||Parc Aquatique # Gratuit|||Parc Aquatique Enfant -5 ans # Tarif de base|||Récréa'Park # Tarif de base|||Parc Aquatique + Récréa'Park,,,Aire de pique-nique # Bar # Restauration,Espace jeux
LOIAQU024V500LXS,17/01/2020,Aire de pique-nique # Base de loisirs # Boulodrome # Jeux pour enfants # Lac/Site de pêche # Mur d'escalade # Plage surveillée # Pontons handi-pêche # Slack lines,Base de Loisirs de Rouffiac,Rouffiac,,,,24270,ANGOISSE,24008,+33 5 53 52 68 79,,rouffiac@semitour.com,http://www.rouffiac-loisirs.com/,1.16543629,45.4143622,Oui,"
",,,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,,01/03/2020|30/11/2020|||||,"Tarif de base|14,00||Téléski nautique # Tarif de base|11,00||accro park",,,Aire de pique-nique # Restauration,Espace jeux # Wifi
LOIAQU064FS000EO,03/01/2020,Aire de pique-nique # Base de loisirs # Boulodrome # Jeux pour enfants # Lac/Site de pêche # Parc aquatique # Parcours de santé # Plage surveillée # Pontons handi-pêche # Terrain(s) de tennis,Base de loisirs d'Orthez-Biron,,,Avenue Marcel Paul,,64300,ORTHEZ,64430,+33 5 59 60 55 06,,tourisme@cc-lacqorthez.fr,http://www.cc-lacqorthez.fr, -0.7195747,43.4586059,Oui,"
",,,,,01/01/2020|31/12/2020|06:00|||22:00|,"Gratuit|0,00||",Visite libre,,Aire de pique-nique # Bar # Restauration,Espace jeux
LOIAQU047FS00040,21/01/2020,Aire de pique-nique # Base de loisirs # Casino # Jeux pour enfants # Lac/Site de pêche # Parc aquatique # Parcours de santé # Plage surveillée # Pontons handi-pêche,Base de loisirs du Lac de Clarens,,,Route de Mont de Marsan,,47700,CASTELJALOUX,47052,+33 5 53 93 48 00,,,,0.07209777,44.2952885,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Tarif de base|2,50|2,50|Personnes à partir de 13 ans du 30 juin au 1e septembre # Gratuit|||De septembre à fin juin, et enfants jusqu'à 12 ans du 30 juin au 1er septembre",,,Aire de pique-nique # Bar # Restauration # Sentier de randonnée,Espace jeux
LOIAQU040FS000AS,03/01/2020,Base de loisirs # Jeux pour enfants # Lac/Site de pêche # Parcours de santé # Plage surveillée,Base de Loisirs du Marsan,"D824 lieu dit ""Ménasse""",,,,40280,SAINT-PIERRE-DU-MONT,40281,+33 5 58 05 87 37,,contact@lemarsantourisme.fr,http://www.basedeloisirsdumarsan.fr , -0.5354772,43.8814809,Oui,"
",,,,Accueil Vélo # Scandibérique,,,,,Aire de pique-nique # Bar # Restauration,Espace jeux
LOIAQU033FS0002E,06/01/2020,Aire de pique-nique # Base de loisirs # Halte nautique # Lac/Site de pêche # Parcours de santé # Plage non surveillée,Base de loisirs et halte nautique de Saint-Seurin-sur-l'Isle,,,Rue Henry de Monfred,,33660,SAINT-SEURIN-SUR-L'ISLE,33478,+33 5 57 49 73 48,+33 6 88 02 24 87 # +33 6 73 57 03 56,contact@ckc-st-seurin.fr,http://www.ckc-st-seurin.fr, -0.0009226,45.0178654,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Aire de pique-nique,Espace jeux
LOIAQU064V5012AE,28/01/2020,Base de loisirs # Jeux pour enfants # Lac/Site de pêche # Parc aquatique # Plage surveillée # Tremplin,Base de Pop,,Lac des Arroques,136 chemin du lac,,64520,GUICHE,64250,+33 5 59 58 78 34,,contact@basedepop.fr,http://www.basedepop.fr, -1.1847291,43.5000330,Oui,"
",,,,Qualité Tourisme,30/05/2020|20/09/2020|||||,"Tarif de base|10,00|23,00|Accr'eau Park # Tarif de base|15,00|29,00|Water Jump # Tarif réduit|22,00|35,00|Combo : accr'eau park + water jump # Tarif de base|10,00|10,00|Locations stand-up paddle, kayak, barque - Personne sup :  +3€ # Tarif réduit|35,00|35,00|Forfait journée # Gratuit|0,00|0,00|Baignade surveillée # Tarif de groupe|||Tarifs réduits pour enfants de moins de 1,50m, groupe de plus de 15 personnes.",Visite libre,,Accessible en poussette # Aire de pique-nique # Bar # Parking autocar # Restauration,Boutique # Espace jeux
LOIAQU033FS000B5,20/01/2020,Piscine # Plage surveillée,Bassin de baignade d'Audenge,,,Port d'Audenge,,33980,AUDENGE,33019,+33 5 56 03 81 50 # +33 5 56 26 95 12,,,, -1.0208004,44.6782775,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Aire de pique-nique # Restauration,Espace jeux
LOIAQU033FS000B6,06/01/2020,Piscine # Plage surveillée,Bassin de baignade de Lanton,,,Route de la Plage,,33138,LANTON,33229,+33 5 56 03 86 00 # +33 5 57 70 70 41,,,, -1.0442590,44.7000654,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Aire de pique-nique,
LOIAQU033FS000B2,06/01/2020,Plage surveillée,Bègles Plage,,,Plaine des Sports,,33130,BEGLES,33039,+33 5 56 85 01 12 # +33 5 57 96 96 78,,sports@mairie-begles.fr,http://www.mairie-begles.fr/?p=54, -0.5369781,44.8026666,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Aire de pique-nique,Espace jeux
LOIAQU040V50KAPO,03/01/2020,Bien-être # Piscine,Centre Aquaforme de Léon - Piscine,,,347 rue de Pilette,,40550,LEON,40150,,+33 6 60 46 12 79,marienoellepuy@hotmail.fr,, -1.2996967,43.8794823,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
LOIAQU064FS0000G,22/01/2020,Piscine,Centre Aqualudique de Saint-Jean-Pied-de-Port,,,Avenue du Jai Alai,,64220,SAINT-JEAN-PIED-DE-PORT,64485,+33 5 59 37 97 60,,piscine.garazibaigorri@communaute-paysbasque.fr,https://www.communaute-paysbasque.fr/vivre-ici/la-culture-les-loisirs/les-piscines, -1.2314450,43.1669302,Oui,"
",,,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,,,Tarif de base|||Adultes # Tarif réduit|||De 3 à 18 ans - étudiant - demandeur d'emploi # Gratuit|||Moins de 3 ans,Visite libre,,Aire de pique-nique # Bar # Restauration,Espace jeux # Wifi
LOIAQU040V50B1GD,03/01/2020,Bien-être # Piscine # Salle de remise en forme,Centre Aquarel C4MJ,,8 Rue des Compagnons,ZI Casablanca,,40230,SAINT-VINCENT-DE-TYROSSE,40284,,+33 7 83 23 26 41,,, -1.2814030,43.6658825,Oui,"
",,,,,,,,,,
LOIAQU064V505GJP,03/01/2020,Piscine,Centre Aquatique,,,3/5 avenue André Malraux,,64100,BAYONNE,64102,+33 5 59 93 93 23,,equipementsaquatiques@bayonne.fr,, -1.4511640,43.5000852,Oui,"
",,,,,,,,,,
LOIAQU040FS000CM,27/01/2020,Bien-être # Piscine,Centre Aquatique Aygueblue,300 rue du Gave,,Parc d'activités Atlantisud,,40230,SAINT-GEOURS-DE-MAREMNE,40261,+33 5 58 56 92 34,,aygueblue@vert-marine.com,http://www.vert-marine.com/aygueblue-saint-geours-de-maremne-40, -1.2334298,43.7076244,Oui,"
",,,Handicap mental # Handicap moteur,,01/01/2020|31/12/2020||||| # 06/01/2020|21/02/2020||||| # 22/02/2020|08/03/2020||||| # 09/03/2020|12/04/2020||||| # 13/04/2020|13/04/2020|10:00|12:30|14:30|19:00| # 14/04/2020|17/04/2020||||| # 01/05/2020|01/05/2020|10:00|12:30|14:30|19:00| # 17/10/2020|01/11/2020||||| # 04/05/2020|07/05/2020||||| # 08/05/2020|08/05/2020|10:00|12:30|14:30|19:00| # 09/05/2020|20/05/2020||||| # 21/05/2020|21/05/2020|10:00|12:30|14:30|19:00| # 22/05/2020|31/05/2020||||| # 01/06/2020|01/06/2020|10:00|12:30|14:30|19:00| # 02/06/2020|03/07/2020||||| # 04/07/2020|31/08/2020|10:30|19:30||| # 01/09/2020|16/10/2020||||| # 02/11/2020|10/11/2020||||| # 11/11/2020|11/11/2020|10:00|12:30|14:30|19:00| # 12/11/2020|18/12/2020||||| # 19/12/2020|31/12/2020|||||,"Tarif de base|5,10||Adulte # Tarif de base|3,50||Entrée enfant (-14 ans) # Tarif de base|6,10||Tarif été - Adulte  # Tarif de base|4,60||Tarif été - Enfant (-14 ans) # Gratuit|||Moins de 3 ans",,,Aire de pique-nique # Salle(s) de réunion,Boutique # Espace jeux # Wifi
LOIAQU04001OC18M,25/01/2020,Piscine,Centre aquatique de la Cité Verte,,La Cité Verte,Place de Tordesillas,,40700,HAGETMAU,40119,+33 5 58 79 79 79,,laciteverte@hagetmau.fr,http://www.complexe-sportif-hagetmau.fr, -0.5918025,43.6522704,Oui,"
",,,,,,Tarif réduit|||Juniors 4 à 18 ans # Tarif de base|||Seniors,,,,
LOIAQU047FS0000R,03/01/2020,Piscine,Centre aquatique de Malbentre,,,Rue André Grousset,,47300,PUJOLS,47215,+33 5 53 70 97 26,,piscinemalbentre@grand-villeneuvois.fr,http://www.grand-villeneuvois.fr/piscine.php,0.68838357,44.3945115,Oui,"
",,,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,,01/01/2019|31/12/2019|09:30|14:00|16:00|22:00| # 01/06/2019|30/06/2019||||| # 01/07/2019|31/08/2019|||||,"Gratuit|||pour les enfants de moins de 5 ans # Tarif de base|4,50|4,50|1 bain public agglo et hors agglo # Tarif de base|80,00|100,00|carte 30h communautaires et non communautaires # Tarif de base|35,00|43,00|carte 10 entrées communautaires et non communautaires # Tarif de base|99,00||carte de 30 entrées communautaires  # Tarif réduit|3,00||1 bain bénéficiaires des minimas sociaux et handicapés et club non résidents",,,Aire de pique-nique # Bar # Restauration # Salle(s) de réunion,
LOIAQU064FS000AJ,08/01/2020,Gymnase # Mur à gauche # Piscine,Centre sportif El Hogar,,,Rue de Hausquette,,64600,ANGLET,64024,+33 5 59 57 10 90,,,, -1.5098638,43.4890669,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Tarif de base|14,00|20,00|",,,,
LOIAQU047FS0003U,27/01/2020,Plage surveillée,Clairac Plage,,,Route de la Plage,,47320,CLAIRAC,47065,+33 5 53 84 22 21,+33 5 53 79 92 24,,,0.37527322,44.3563675,Oui,"
",,,,,01/07/2020|31/08/2020|||||,Gratuit|||accès à la plage,,,Bar # Restauration,Wifi
LOIAQU033FS0007E,03/01/2020,Club de plage,Club Balou,,,"Plage du Moulleau, à droite de la jetée",,33120,ARCACHON,33009,,+33 6 98 20 38 58,contact@club-balou-moulleau.com,http://www.club-balou-moulleau.com, -1.167655,44.662536,Oui,"
",,,,,06/07/2020|29/08/2020|||||,,,,,Espace jeux
LOIAQU033FS0009S,29/01/2020,Club de plage # Club enfants,Club de la Plage,,,Plage centrale,,33780,SOULAC-SUR-MER,33514,,+33 6 12 22 00 98,clubdelaplage33@gmail.com,, -1.1273002,45.5167749,Oui,"
",,,,,01/07/2020|01/08/2020|09:00|||18:30|,,,,,Espace jeux
LOIAQU064FS000PE,29/01/2020,Club de plage # Club enfants,"Club de plage "" Le kalico """,,,Boulevard Pierre Benoit,Plage de socoa,64500,CIBOURE,64189,,+33 6 18 45 53 45,katia.cames@sfr.fr,, -1.6835430,43.3903059,Oui,"
",,,,,01/07/2020|31/08/2020|||||,"Tarif de base|8,00|180,00|",,Français,,Espace jeux
LOIAQU033FS000FB,03/01/2020,Club de plage,"Club de plage ""les Marsouins""",,,Plage du Bétey,,33510,ANDERNOS-LES-BAINS,33005,,+33 6 87 04 81 43,clubdeplagelesmarsouins-andernos@orange.fr,https://clubdeplagelesmarsouins-andernos.com, -1.0901989,44.7359913,Non,"
",,,,,01/07/2020|31/08/2020|||||,,,,,
LOIAQU040FS000JN,09/03/2018,Club de plage,Club de Plage des Marsouins,,,Plage Notre Dame,,40130,CAPBRETON,40065,+33 6 71 93 97 32 # +33 5 58 41 97 00,,,, -1.4209390,43.6378440,,"
",,,,,,,,,,
LOIAQU040FS0001V,03/01/2020,Club de plage,Club de plage Kiwi surf,,Rond Point Nord,En haut de la dune,,40600,BISCARROSSE,40046,+33 5 58 07 14 58,+33 6 84 35 90 99,kiwisurf@live.fr,http://www.kiwisurfbiscarrosse.com/activites/club-de-plage/, -1.2553662,44.4491180,Oui,"
",,,,,01/04/2020|11/11/2020|||||,,,,,Espace jeux
LOIAQU064V53LILJ,03/01/2020,Club de plage,Club de plage Le chipi club,,Grande Plage face au Grand Hôtel,,,64500,SAINT-JEAN-DE-LUZ,64483,,+33 7 89 77 81 01,,http://www.luzgrandhotel.fr, -1.6605584,43.3922479,Oui,"
",,,,,,,,,,Espace jeux
LOIAQU064FS00065,03/01/2020,Club de plage,Club de plage Les Dauphins,,Grande Plage,,,64500,SAINT-JEAN-DE-LUZ,64483,+33 5 59 54 08 29 # +33 3 88 98 35 14,+33 6 87 12 99 40,christophegrunenwald@orange.fr,http://www.clublesdauphins.fr, -1.592366,43.438104,Oui,"
",,,,,,,,,,Espace jeux
LOIAQU064FS00062,06/01/2020,Club de plage # Club enfants # Jeux pour enfants # Piscine,Club de plage les Moussaillons,Contacter Eric,Plage de Marinella,Avenue des Goélands,,64600,ANGLET,64024,,+33 6 25 37 73 72,eric.pays@yahoo.fr,https://www.facebook.com/Club-de-plage-Les-Moussaillons-320781098050908/, -1.5395175,43.5028072,Oui,"
",,,,,01/07/2020|31/08/2020|||||,"Tarif de base|20,00||Demi-journée",,,,Espace jeux
LOIAQU064FS00083,03/01/2020,Club de plage,Club de plage Les Trois Couronnes Mickey,,,Grande Plage,,64500,SAINT-JEAN-DE-LUZ,64483,,+33 6 69 00 30 44,,http://www.clubles3couronnes.fr/, -1.6620469,43.3908907,Oui,"
",,,,,,,,,,
LOIAQU040FS00026,03/01/2020,Club de plage,Club de plage Lou Mayoun,,,Plage sud,,40480,VIEUX-BOUCAU,40328,,+33 6 79 70 07 28,contact@loumayoun.com,http://www.loumayoun.com, -1.4120006,43.7877174,Oui,"
",,,,,06/07/2020|30/08/2020|||||,,,,,
LOIAQU064FS000CB,03/01/2020,Club de plage # Jeux pour enfants,Club de Plage Mickey,,,27 AVENUE DU MARECHAL JUIN,,64200,BIARRITZ,64122,,+33 6 85 83 01 96,club.mickey.biarritz@gmail.com,, -1.5598225,43.4844384,Oui,"
",,,,,01/07/2020|31/08/2020|||||,"Tarif de base|20,00|538,00|",,,,Espace jeux
LOIAQU064FS00084,03/01/2020,Club de plage,Club de plage Neptune,,,Grande Plage,,64500,SAINT-JEAN-DE-LUZ,64483,,+33 6 76 80 52 95,clubneptune64@gmail.com,, -1.6647427,43.3890669,Oui,"
",,,,,,,,,,
LOIAQU064V59UYUW,03/01/2020,Club de plage # Jeux pour enfants # Piscine,Club de plage Uralaia,Promenade du parlement de Navarre,Le Lac,RD 918,,64310,SAINT-PEE-SUR-NIVELLE,64495,,+33 6 31 72 63 09 # +33 6 31 10 26 10,bonjour@uralaia.fr,https://www.uralaia.fr, -1.5229153,43.3469182,Oui,"
",,,,,01/07/2020|29/08/2020|||||,,,,,Espace jeux
LOIAQU040FS000HA,06/03/2018,Club de plage # Club enfants,Club des Pingouins,,,,Plage Blanche - Lac Marin,40150,SOORTS-HOSSEGOR,40304,,+33 6 72 10 57 28,clubdespingouins70@gmail.com,http://www.clubdespingouins.fr, -1.4314882,43.6677740,Oui,"
",,,,,,,,,,Espace jeux
LOIAQU040FS000HB,09/02/2017,Club de plage # Club enfants,Club des P'tits Loups,,,Avenue du tour du lac,Plage des Chênes Lièges (Lac),40150,SOORTS-HOSSEGOR,40304,,+33 6 62 54 41 23,barrosjeanphilippe@gmail.com,, -1.4328505,43.6720455,,"
",,,,,,,,,,Espace jeux
LOIAQU040FS000HC,03/01/2020,Club de plage # Club enfants,Club du Parc ,Lac d'Hossegor,,,Plage du Parc ,40150,SOORTS-HOSSEGOR,40304,,+33 6 79 17 01 04,tony.penouilh@hotmail.fr,, -1.4284750,43.6621040,,"
",,,,,,,,,,Espace jeux
LOIAQU033FS00078,03/01/2020,Club de plage,Club Les Marsouins,,,Face au Palais des Congrès,Plage Thiers,33120,ARCACHON,33009,+33 5 56 83 33 69,+33 6 62 49 86 52,dmivielle@orange.fr,, -1.146678,44.628985,Oui,"
",,,,,06/07/2020|28/08/2020|||||,,,,,Espace jeux
LOIAQU040FS000HD,06/03/2018,Club de plage # Club enfants # Jeux pour enfants,Club Mickey ,,,,Océan - Plage Sud ,40150,SOORTS-HOSSEGOR,40304,,+33 6 52 59 57 26,club.mickey.hossegor@gmail.com,http://www.club-plage-mickey.com , -1.4437996,43.6603193,Oui,"
",,,,,,,,,,Espace jeux
LOIAQU064FS000O9,03/01/2020,Club de plage,Club Mickey / Guria,,,Boulevard de la Mer,,64700,HENDAYE,64260,,+33 6 80 15 74 41,jbonnieudev@wanadoo.fr,, -1.7821562,43.3723479,Oui,"
",,,,,,,,,,Espace jeux # Halte garderie
