Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
PCUAQU047V5002ZA,03/01/2020,Site / monument,Abbaye de Saint-Maurin,Mairie,Le bourg,Hôtel de ville,,47240,SAINT-MAURIN,47260,+33 5 53 95 31 25,,abbayedesaintmaurin@free.fr,http://saint-maurin.a3w.fr # http://www.amisabbayesaint-maurin.fr,0.8924887,44.2080422,,"
Abbaye # Cloître # Croix # Eglise # Halle # Lavoir # Moulin # Ruines et vestiges",Jardin d'agrément,,,,01/01/2020|31/12/2020|||||,"Plein tarif|2,50|2,50|visite du musée  # Plein tarif|4,00|4,00|visite guidée musée et abbaye # Gratuit|||jusqu'à 8 ans",Visite guidée # Visite libre,Anglais # Français,Aire de pique-nique # Bar cafétéria salon de thé,
PCUAQU040010R9F0,03/01/2020,Site / monument,Abbaye de Saint-Sever,,,Place du Tour du Sol,,40500,SAINT-SEVER,40282,+33 5 58 76 34 64,,tourisme@chalossetursan.fr,http://www.landes-chalosse.com/, -0.5740409,43.7595335,Oui,"
Abbaye # Cloître # Eglise",,,,,01/01/2020|15/04/2020||||| # 16/04/2020|25/06/2020||||| # 26/06/2020|29/06/2020|||||Dimanche - Lundi - Samedi - Vendredi après midi # 30/06/2020|14/09/2020||||| # 15/09/2020|31/12/2020|||||,Gratuit|||pour visite libre # Plein tarif||| visites guidées # Tarif de groupe|||visites guidées à partir de 10 personnes # |||Visites guidées scolaires,Visite guidée # Visite libre,Français,,
PCUAQU024FS000TE,22/01/2020,Site / monument,Abbaye Notre Dame de Bonne Espérance,Biscaye,,,,24410,ECHOURGNAC,24159,+33 5 53 80 82 50,,fromagerie@abbaye-echourgnac.org,http://www.abbaye-echourgnac.org,0.21335362,45.1278801,Oui,"
AbbayeArts et traditions populaires",,,,,01/01/2020|31/12/2020|||||,,Visite libre uniquement sur rendez-vous,Français,Salle de projection,Boutique
PCUAQU040FS0000B,03/01/2020,Site / monument,Abbaye Notre Dame de Maylis,,,315 - 333 Avenue de Chalosse,,40250,MAYLIS,40177,+33 5 58 97 72 81,,abbaye@maylis.org,http://www.abbaye-de-maylis.com, -0.6801652,43.6966105,Oui,"
Abbaye # Chapelle # Eglise",Parc,,,,05/01/2020|27/12/2020|09:00|11:00|15:00|18:00|Lundi,"Gratuit|||Visite du parc, église et chapelle ",Visite guidée uniquement sur rendez-vous # Visite libre,Français,Salle hors sac # Salle(s) de réunion,Boutique
PCUAQU033FS00136,09/01/2020,Site / monument,Abbaye Sainte-Marie du Rivet,,,Le Rivet,,33124,AUROS,33021,+33 5 56 65 05 30,,m.c.rivet@wanadoo.fr,http://abbayesaintemariedurivet.com , -0.164966,44.518239,Oui,"
Abbaye",,,,,01/01/2020|31/12/2020|||||,,Visite libre uniquement sur rendez-vous,,,Boutique
PCUAQU033FS00024,17/01/2020,Site / monument,Abbaye Saint-Nicolas de Blasimon,,,,,33540,BLASIMON,33057,+33 5 56 71 59 62 # +33 5 56 71 52 12,,,http://www.entredeuxmers.com, -0.0768899,44.7502573,Oui,"
Abbaye",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous,,Aire de pique-nique,
PCUAQU04001QBGV8,27/01/2020,Site / monument,Abbaye St-Jean de Sorde,,,232 Place de l'Eglise,,40300,SORDE-L'ABBAYE,40306,+33 5 58 73 09 62,,contact@abbaye-sorde.fr,https://www.abbaye-sorde.fr, -1.0541532,43.5287122,Oui,"
Abbaye # Cloître # Monastère",,,,Qualité Tourisme,02/03/2020|30/11/2020|||||,"Plein tarif||4,00| # Tarif réduit||2,00|Pass patrimoine, étudiants, CNAS, demandeurs d'emploi, personnes handicapées # Gratuit||| - de 18 ans et pèlerins",Visite guidée # Visite libre,Français,,Boutique
PCUAQU024FS0009R,03/01/2020,Site / monument,Abri Cro-Magnon,,,Route de la gare,,24620,LES EYZIES,24172,+33 5 53 13 58 54,,contact@abri-cromagnon.com,http://www.abri-cromagnon.com,1.00990533,44.9403645,Oui,"
Site archéologique",,Musée privé,,,01/04/2020|30/06/2020||||| # 01/07/2020|31/08/2020||||| # 01/09/2020|30/09/2020||||| # 01/10/2020|08/11/2020|||||,|||de 5 à 16 ans # Tarif réduit|||étudiant 17-25 ans # Tarif de groupe|||Groupe adultes # Tarif de groupe|||Groupe Etudiants # Tarif de groupe|||Groupe Enfants # Plein tarif|||Adulte,Visite libre,Anglais # Français,,Boutique
PCUAQU024FS0000C,03/01/2020,Site / monument,Abri de Cap-Blanc,,,D47,Cap-Blanc,24620,MARQUAY,24255,+33 5 53 59 60 30,,capblanc@monuments-nationaux.fr,http://www.sites-les-eyzies.fr,1.10146522,44.9453614,Oui,"
Site archéologique",,,,,02/01/2020|14/05/2020|10:00|12:30|14:00|17:30|Samedi # 15/05/2020|15/09/2020|10:00|||18:00|Samedi # 16/09/2020|31/12/2020|10:00|12:30|14:00|17:30|Samedi,"Plein tarif|8,00|8,00| # Tarif de groupe|6,50|6,50|A partir de 20 personnes # Gratuit|||moins de  18 ans (en famille), 18-25 ans ressortissants de l'Union Européenne",Visite guidée uniquement sur rendez-vous,Français,,Boutique
PCUAQU024FS00008,03/01/2020,Site / monument,Abri Pataud,,,,20 rue du Moyen-Age ,24620,LES EYZIES,24172,+33 5 53 06 92 46,,pataud@mnhn.fr,http://www.mnhn.fr,1.011595,44.938258,Oui,"
Site archéologique",,Musée d'histoire naturelle,,,01/04/2020|30/04/2020|10:00|12:00|14:00|18:00|Dimanche - Samedi # 01/05/2020|30/06/2020|10:00|12:00|14:00|18:00|Samedi - Vendredi # 01/07/2020|31/08/2020|10:00|13:00|14:00|18:00| # 01/09/2020|30/09/2020|10:00|12:00|14:00|18:00|Samedi - Vendredi # 01/10/2020|15/10/2020|10:00|12:00|14:00|18:00|Dimanche - Samedi,Plein tarif|||Adulte # Tarif réduit|||Pass Education # Tarif de groupe|||Groupe Adultes (min 20 personnes) # Tarif de groupe|||Groupe scolaires,Visite guidée,Anglais # Français,,Boutique
PCUAQU024FS00006,03/01/2020,Site / monument,Abri Préhistorique de Laugerie-Haute,,,,,24620,LES EYZIES,24172,+33 5 53 06 86 00,+33 6 47 56 57 01,fontdegaume@monuments-nationaux.fr,http://www.sites-les-eyzies.fr,0.99718093,44.9448754,Oui,"
Site archéologique",,,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,,02/01/2020|31/12/2020|||||Samedi,"Plein tarif|12,00|12,00| # Tarif réduit|6,00|6,00|7-18 ans # Tarif réduit|6,00|6,00|Personne handicapée",Visite guidée uniquement sur rendez-vous,Anglais # Français,,
PCUAQU024FS00007,03/01/2020,Site / monument,Abris Préhistoriques de Laugerie Basse,,,,Route de Périgueux,24620,LES EYZIES,24172,+33 5 53 06 92 70 # +33 5 53 05 65 60,,contact@semitour.com,https://www.abris-laugerie-basse.fr,0.99975585,44.9504641,Oui,"
Site archéologique",,,,,08/02/2020|03/04/2020|10:00|12:30|14:00|17:30|Lundi # 04/04/2020|05/07/2020|10:00|13:00|14:00|18:00| # 06/07/2020|28/08/2020|10:00|||19:30| # 29/08/2020|01/11/2020|10:00|13:00|14:00|18:00| # 02/11/2020|03/01/2021|10:00|12:30|14:00|17:00|Lundi,"Plein tarif|8,60|11,70|Adulte (billet simple / billet jumelé avec la Grotte du Grand Roc) # |6,10|7,50|Enfant 5-12 ans (billet simple / billet jumelé avec la Grotte du Grand Roc) # Tarif de groupe|5,70|8,60|Adultes et scolaires + 12 ans (billet simple / billet jumelé avec Grand Roc) # Tarif de groupe|3,60|5,90|Scolaires - 12 ans (billet simple / billet jumelé avec Grand Roc)",Visite guidée uniquement sur rendez-vous # Visite libre,Allemand # Anglais # Français # Néerlandais,Aire de pique-nique # Bar cafétéria salon de thé # Restauration # Salle de projection,Boutique
PCUAQU033FS000HM,09/01/2020,Site / monument,Admirer la Villa Téthys,,,14 avenue de la Plage,,33115,LA TESTE-DE-BUCH,33529,+33 5 56 54 63 14,,,http://www.tourisme-latestedebuch.com, -1.2032711,44.6376966,Oui,"
Maison et bâtiment",Jardin d'agrément,,,,01/01/2020|31/12/2020|||||,,,Français,,
PCUAQU047V500RIQ,03/01/2020,Site / monument,"Agen, les Cornières",,,,,47000,AGEN,47001,+33 5 53 47 36 09,,vincent.madaule@destination-agen.fr,http://www.destination-agen.fr,0.61710210,44.2049203,Oui,"
Ville, village et quartier",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PCUAQU04001VH8HU,04/02/2019,Site / monument,Airial de Douzevielle,,,Quartier de Douzevielle,,40240,SAINT-JUSTIN,40267,,,,, -0.2673099,43.991128,Oui,"
Ville, village et quartier",,,,,,,,,,
PCUAQU033FS000EU,17/01/2020,Site / monument,Allées couvertes de Roquefort,,,Roquefort,,33760,LUGASSON,33258,+33 5 56 23 97 48,,,http://chateau-roquefort.com, -0.1701423,44.7514942,Oui,"
Mégalithe",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous,,,
PCUAQU033FS00027,09/01/2020,Site / monument,Allées de Tourny,,,,,33000,BORDEAUX,33063,,,,, -0.5762819,44.843941,Oui,"
Ville, village et quartier",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous # Visite libre,Allemand # Anglais # Espagnol # Français,,
PCUAQU047FS000BK,03/01/2020,Site / monument,Allemans-du-Dropt,,,13 place de la Liberté,,47800,ALLEMANS-DU-DROPT,47005,+33 5 53 20 23 37 # +33 5 53 20 25 59,+33 6 83 27 89 71,tourisme.allemans@paysdelauzun.com # lacordaires@gmail.com,http://allemansdudropt.com,0.2898373,44.6278641,,"
Ville, village et quartier",,,,,,"Plein tarif|3,00|3,00|Visite libre gratuite ; visite guidée : 3 €",Visite guidée uniquement sur rendez-vous # Visite libre,Anglais # Français,Aire de pique-nique # Bar cafétéria salon de thé # Restauration # Salle hors sac # Salle(s) de réunion,Wifi
PCUAQU047FS0008U,03/01/2020,Site / monument,Allez et Cazeneuve,,,,,47110,ALLEZ-ET-CAZENEUVE,47006,+33 5 53 36 17 30,,,http://www.tourisme-villeneuvois.fr,0.6287050,44.3883240,,"
Ville, village et quartier",,,,Pays d'art et d'histoire,01/01/2020|31/12/2020|||||,,Visite libre,,,
PCUAQU033FS000I1,09/01/2020,Site / monument,Ancien château des évêques de Bazas ,,,,,33430,GANS,33180,+33 5 56 25 09 75,,,http://www.mairie-gans.fr, -0.1475360,44.4552960,,"
Maison et bâtiment",,,,,01/01/2020|31/12/2020|||||,,,,,
PCUAQU033FS000SD,09/01/2020,Site / monument,Ancien Couvent des Carmes,,,,,33210,LANGON,33227,+33 5 56 63 68 00,,,http://www.sauternais-graves-langon.com, -0.245238,44.554868,Oui,"
Couvent # Maison et bâtiment",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PCUAQU033V50168A,09/01/2020,Site / monument,Ancien couvent des Dominicains,,,Place Mably,,33000,BORDEAUX,33063,,,,, -0.5765415,44.8432120,Oui,"
Couvent",,,,,01/01/2020|31/12/2020|||||,,,,,
PCUAQU033V508EAY,09/01/2020,Site / monument,Ancien Couvent des Ursulines,,,Rue du convent,,33330,SAINT-EMILION,33394,+33 5 57 55 28 28,,accueil@saint-emilion-tourisme.com,http://www.saint-emilion-tourisme.com, -0.1579774,44.8924270,Oui,"
Chapelle # Couvent",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PCUAQU033FS0007D,09/01/2020,Site / monument,Ancien Hôtel de Ville,,,Place Richard Coeur de Lion,,33190,LA REOLE,33352,+33 5 56 61 10 11,,,, -0.0391443,44.5829460,,"
Maison et bâtiment",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous # Visite libre,,,
PCUAQU033FS0011O,09/01/2020,Site / monument,Ancienne abbaye de Fontguilhem,,,,,33690,MASSEILLES,33276,+33 5 56 25 55 38 # +33 1 45 79 19 49,,,, -0.0543400,44.4061830,,"
Abbaye",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous,,,
PCUAQU024FS0005J,03/01/2020,Site / monument,Ancienne Abbaye de Ligueux,Centre Bourg,,,,24460,SORGES ET LIGUEUX EN PERIGORD,24540,+33 5 53 05 90 11 # +33 5 53 55 12 50,,,http://www.perigordgourmand.com,0.81933975,45.3101563,Oui,"
Abbaye",,,,,,,Visite guidée,Anglais # Français,,
PCUAQU024V502EK1,03/01/2020,Site / monument,Ancienne église Notre-Dame,,,2 rue Puyjoli de Meyjounissas,,24310,BRANTOME EN PERIGORD,24064,+33 5 53 05 80 63,,contact@perigord-dronne-belle.fr # brantome@perigord-dronne-belle.fr,http://www.perigord-dronne-belle.fr,0.64761898,45.3640128,Oui,"
Eglise",,,,,,,Visite libre,,,Borne interactive # Boutique # Wifi
PCUAQU033FS0011S,03/01/2020,Site / monument,Ancienne fonderie de Bernos-Beaulac,,,Rue de la Fonderie,,33430,BERNOS-BEAULAC,33046,,+33 6 75 72 42 37,fonderieminiature@orange.fr,http://fondeur.e-monsite.com, -0.2423942,44.3712259,Non,"
Forges",,,,,01/01/2020|31/12/2020|||||,"Plein tarif|3,50|| # |1,00||- 12 ans",Visite guidée,Français,,
PCUAQU033FS00198,09/01/2020,Site / monument,Ancienne gare d'Arès,,,Rue Jean Templier,,33740,ARES,33011,,,,, -1.1316561,44.7680802,Oui,"
Maison et bâtiment",,,,,01/01/2020|31/12/2020|||||,,,,,
PCUAQU040V50CUVB,16/01/2018,Site / monument,Ancienne Vigie de l'hydrobase des Hourtiquets,Route du Taron,,,,40600,BISCARROSSE,40046,,,,, -1.1908060,44.385214,Oui,"
",,,,,,,,,,
PCUAQU033FS00137,09/01/2020,Site / monument,Anciens thermes,,,,,33690,COURS-LES-BAINS,33137,+33 5 56 25 55 76,,,, -0.0200991,44.3806398,Oui,"
Maison et bâtiment",,,,,01/01/2020|31/12/2020|||||,,,,,
PCUAQU064FS00023,03/01/2020,Site / monument,Andereseroraenia,,,Plaza Harizmendi,,64210,ARBONNE,64035,,+33 6 70 10 92 76,andereserora@neuf.fr ,, -1.5512341,43.4320148,Oui,"
Maison et bâtimentArts et traditions populaires",,,,,,,Visite libre,Basque # Français,,
PCUAQU064V590W2T,14/01/2020,Site / monument,Anglet Surf Avenue,,,Esplanade des Gascons,Chambre d'Amour,64600,ANGLET,64024,,,,https://blog.anglet-tourisme.com/anglet-surf-avenue-walk-of-fame-anglet, -1.5422788,43.5008798,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00||",,,,
PCUAQU033FS0010E,09/01/2020,Site / monument,Arche-porche du presbytère d'Ordonnac,,,,,33340,ORDONNAC,33309,+33 5 56 09 04 05,,mairie.ordonnac@wanadoo.fr,, -0.8367780,45.3072860,,"
Cloître",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PCUAQU024FS0010N,31/12/2018,Site / monument,Archignac,,,,,24590,ARCHIGNAC,24012,,,,,1.3123850,45.0113970,,"
",,,,,,,,,,
PCUAQU064FS000MG,03/01/2020,Site / monument,Architecture Thermale,,,Place du Jardin Public,,64270,SALIES-DE-BEARN,64499,+33 5 59 38 00 33,,salies@bearndesgaves.com,http://www.tourisme-bearn-gaves.com, -0.9271699,43.4729281,Oui,"
",,,,,,,Visite libre,,,
PCUAQU033V50JC86,09/01/2020,Site / monument,Archives Bordeaux Métropole,,,Parvis des Archives,,33100,BORDEAUX,33063,+33 5 56 10 20 55,,,http://archives.bordeaux-metropole.fr/, -0.5542669,44.846725,Oui,"
Site industriel",,,,,01/01/2020|31/12/2020|||||,,,,Salle(s) de réunion,Boutique
PCUAQU040V506LR2,16/01/2018,Site / monument,Arênes Alfred Longuefosse,,,,,40350,POUILLON,40233,,,,, -0.9975899,43.605171,Oui,"
Arène",,,,,,,,,,
PCUAQU040V507FD4,03/01/2020,Site / monument,Arènes d'Audignon,,,,,40500,AUDIGNON,40017,+33 5 58 76 29 40,,,http://www.landes-chalosse.com/, -0.5988912,43.7241090,Oui,"
Arène",,,,,,Gratuit|||sauf lors des courses landaises,Visite libre,,,
PCUAQU040FS0006C,03/01/2020,Site / monument,Arènes d'Aurice,Bourg,,,,40500,AURICE,40020,+33 5 58 76 06 50,,,http://www.landes-chalosse.com/, -0.6047630,43.8161356,Oui,"
Arène",,,,,,Gratuit|||sauf lors des courses landaises,Visite libre,,,
PCUAQU040FS0006G,03/01/2020,Site / monument,Arènes de Coudures,Bourg,,,,40500,COUDURES,40086,+33 5 58 76 14 53,,,http://www.landes-chalosse.com/, -0.5206489,43.6904666,Oui,"
Arène",,,,,,Gratuit|||sauf lors des courses landaises,Visite libre,,,
PCUAQU040FS0008F,30/01/2020,Site / monument,Arènes de Dax,,,1 bd Paul Lasaosa,,40100,DAX,40088,+33 5 58 56 86 86,,,, -1.0500128,43.7127215,Non,"
Arène",,,,,02/03/2020|30/11/2020|11:00|||17:00|Dimanche - Samedi,,,Français,,
PCUAQU040FS00020,03/01/2020,Site / monument,Arènes de Gabarret,Rue Attenschwiller,,,,40310,GABARRET,40102,+33 5 58 44 90 03 # +33 5 58 03 40 31,,contact@landesdarmagnac-tourisme.fr,,0.00875064,43.9875685,Oui,"
Arène",,,,,,,Visite libre,Français,Aire de pique-nique # Restauration,
PCUAQU040FS0006J,03/01/2020,Site / monument,Arènes de Haut-Mauco,,,,,40280,HAUT-MAUCO,40122,+33 5 58 71 13 80,,,http://www.landes-chalosse.com/, -0.5521917,43.8261678,Oui,"
Arène",,,,,,Gratuit|||Sauf lors des courses landaises.,Visite libre,,,
PCUAQU040FS0006B,03/01/2020,Site / monument,Arènes de Montaut,allées du Motta,,,,40500,MONTAUT,40191,+33 5 58 76 05 13,,,http://www.landes-chalosse.com/, -0.6575918,43.7409333,Oui,"
Arène",,,,,,Gratuit|||sauf lors des courses landaises.,Visite libre,,,
PCUAQU040FS0006D,03/01/2020,Site / monument,Arènes de Montsoué,bourg,,,,40500,MONTSOUE,40196,+33 5 58 03 57 43,,,http://www.landes-chalosse.com/, -0.5059719,43.7320652,Oui,"
Arène",,,,,,Gratuit|||sauf lors des courses landaises.,Visite libre,,,
PCUAQU040V508IBF,03/01/2020,Site / monument,Arènes de Roquefort,,,,,40120,ROQUEFORT,40245,+33 5 58 44 86 06,,contact@landesdarmagnac-tourisme.fr,, -0.3189443,44.0336828,Oui,"
Arène",,,,,,,Visite guidée,,,
PCUAQU040FS0005P,03/01/2020,Site / monument,Arènes de Saint-Sever,Morlanne,,,,40500,SAINT-SEVER,40282,+33 5 58 76 00 02,,tourisme@chalossetursan.fr,http://www.landes-chalosse.com/, -0.5728232,43.7622921,Oui,"
Arène",,,,,,,Visite guidée,Français,,
PCUAQU040FS0006F,03/01/2020,Site / monument,Arènes de Sarraziet,route du Tursan,,,,40500,SARRAZIET,40289,+33 5 58 79 13 66,,,http://www.landes-chalosse.com/, -0.4859733,43.7044679,Oui,"
Arène",,,,,,Gratuit|||sauf lors des courses landaises,Visite libre,,,
PCUAQU040V5012UG,03/01/2020,Site / monument,Arènes de Villeneuve de Marsan,,,Allées d'Haussez,,40190,VILLENEUVE-DE-MARSAN,40331,,,,, -0.3073438,43.8939048,Oui,"
Arène",,,,,,,,,,
PCUAQU040FS0006E,03/01/2020,Site / monument,Arènes d'Eyres-Moncube,bourg,,,,40500,EYRES-MONCUBE,40098,+33 5 58 76 08 72,,,http://www.landes-chalosse.com/, -0.5507326,43.7201175,Oui,"
Arène",,,,,,Gratuit|||sauf lors des courses landaises,Visite libre,,,
PCUAQU04001NQND1,03/01/2020,Site / monument,Arènes du Plumaçon,,,Boulevard de la République Esplanade des arènes,,40000,MONT-DE-MARSAN,40192,+33 5 58 05 87 37,,contact@lemarsantourisme.fr,, -0.5020630,43.8871430,,"
Arène",,,,,,,,Français,,
PCUAQU040FS0005V,03/01/2020,Site / monument,Arènes Jean-de-Lahourtique,Bourg,,,,40090,BASCONS,40025,+33 5 58 44 00 31 # +33 5 58 45 45 98,,,, -0.4198411,43.8217422,Oui,"
Arène",,,,,,,,,,
PCUAQU064FS00002,13/01/2020,Site / monument,Arènes municipales,,,Avenue des Fleurs,,64100,BAYONNE,64102,+33 9 70 82 46 64,,arenes@bayonne.fr,http://www.bayonne-tourisme.com/diffusio/fr/a-voir-a-faire/musees-sites/musees-sites/bayonne/arenes-municipales_TFOPCUAQU064FS00002.php, -1.4899190,43.4948500,Oui,"
Arène",,,,,01/01/2020|31/12/2020|09:00|12:00|14:00|17:00|Dimanche - Samedi,,Visite libre,Français,,
PCUAQU033FS00169,12/01/2020,Site / monument,Base sous-marine,,,Boulevard Alfred Daney,,33000,BORDEAUX,33063,+33 5 56 11 11 50,,,http://www.bordeaux.fr/o271, -0.5589808,44.8702832,Oui,"
Ruines et vestiges",,,,,02/01/2020|31/12/2020|||||,"Plein tarif|5,00|| # Tarif réduit|3,00||",Visite libre,Français,,
