Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2017,D2,09/11/2017,R,I,OR,C16,,,A1641,R01     ,Emprunts en euros,E,-5000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2017,D2,09/11/2017,R,I,OR,C13,,,A1341,R0202   ,DGE,E,413426,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2017,D2,09/11/2017,R,I,OR,C13,,,A1332,R221    ,DDEC transférable affectée à l équipement,E,-128,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2017,D2,09/11/2017,R,I,OR,C13,,,A1324,R621    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,-27431.41,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2017,D2,09/11/2017,R,I,OR,C13,,,A1324,R18     ,Subventions d équipement non transférables - Communes et structures intercommunales,E,34741.93,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2017,D2,09/11/2017,R,I,OR,C13,,,A1323,R621    ,Subventions d équipement non transférables - Départements,E,112381.81,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2017,D2,09/11/2017,R,I,OR,C13,,,A1321 ,R621    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,-300000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2017,D2,09/11/2017,R,I,OR,C13,,,A1314,R221    ,Subventions d équipement transférables - Communes et structures intercommunales,E,150000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2017,D2,09/11/2017,R,I,OR,C13,,,A1311,R315    ,Subventions d équipement transférables - Etat et établissements nationaux,E,9000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2017,D2,09/11/2017,R,I,OR,C13,,,A1311,R0202   ,Subventions d équipement transférables - Etat et établissements nationaux,E,30000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2017,D2,09/11/2017,R,I,OI,C041,,,A21841.,R01     ,O-Matériel de bureau et mobilier scolaire,E,-134096.69,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2017,D2,09/11/2017,R,I,OE,C040,,,A28188,R01     ,Amortissement des autres immobilisations corporelles,E,109,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2017,D2,09/11/2017,R,I,OE,C040,,,A281848,R01     ,Amortissement autres matériels de bureau et mobiliers,E,777,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2017,D2,09/11/2017,R,I,OE,C040,,,A281838,R01     ,Amortissement autre matériel informatique,E,155843.4,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2017,D2,09/11/2017,R,I,OE,C040,,,A2814,R01     ,Amortissement des constructions sur sol d autrui,E,2792,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2017,D2,09/11/2017,R,I,OE,C040,,,A281351,R01     ,Amortissement des installations générales. agencements. aménagement des bâtiments publics,E,3644,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2017,D2,09/11/2017,R,I,OE,C040,,,A28051,R01     ,Amortissement des concessions et droits similaires,E,159295.33,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2017,D2,09/11/2017,R,I,OE,C040,,,A2804412,R01     ,Amort subv équipt en nature aux organismes publics - Bâtiments et installations,E,106513,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2017,D2,09/11/2017,R,I,OE,C040,,,A2804182,R01     ,Amort subv équipt aux organismes publics divers - Bâtiments et installations,E,422222,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2017,D2,09/11/2017,R,I,OE,C021,,,A021,R01     ,Virement de la section de fonctionnement,E,11295611.39,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A7788,R738    ,Autres produits exceptionnels,E,11686.17,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A7788,R621    ,Autres produits exceptionnels,E,1159.64,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A7788,R58     ,Autres produits exceptionnels,E,600,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A7788,R0202   ,Autres produits exceptionnels,E,714570.36,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A7788,R0201   ,Autres produits exceptionnels,E,-100000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A773,R58     ,Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale,E,19040,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A773,R52     ,Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale,E,186139.09,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A773,R51     ,Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale,E,22000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A773,R33     ,Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale,E,463,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A7718,R738    ,Autres produits exceptionnels sur opérations de gestion,E,4311.58,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A7718,R621    ,Autres produits exceptionnels sur opérations de gestion,E,27089.58,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A7718,R58     ,Autres produits exceptionnels sur opérations de gestion,E,600,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A7718,R52     ,Autres produits exceptionnels sur opérations de gestion,E,36860.91,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C77,,,A7718,R50     ,Autres produits exceptionnels sur opérations de gestion,E,400,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
