Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
"ASCAQU024FS000EA","22/05/2015","Activité sportive","Centre de pilotage Moto Cross - Chantérac","Les Cinq Routes 
","","","","24190","CHANTERAC","24104","","+33 6 32 67 07 06","www.rideonmx.com","0.42670726","45.1520066","Oui","
","Moto-cross Moto-cross","","","","01/01/2015|31/12/2015|||||","","","","",""
"ASCAQU040FS001HL","02/01/2015","","Club des 8ème","","","406 route de Port de Lanne","","40300","SAINT-ETIENNE-D'ORTHE","40256","+33 5 58 89 13 87","+33 6 14 07 99 32",""," -1.1741975","43.5777257","","
","Moto","","","","","Gratuit|||moins de 16 ans","","","",""
"ASCAQU033FS0008W","29/01/2015","Activité sportive","Côte et Mer","Quai du Capitaine Allegre
","","","","33120","ARCACHON","33009","+33 5 56 22 03 45","+33 6 08 10 19 79","www.coteetmer-arcachon.com"," -1.1456251","44.6577254","Oui","
","Scooter de mer Motonautisme (bateau à moteur)","","","","30/06/2015|30/09/2015|||||","","","","",""
"ASCAQU047V502T07","16/03/2015","Activité sportive","D Quads D Jets ","","","","","47470","CAUZAC","47062","+33 6 08 52 58 24","","www.dquadsdjets.fr","0.81987749","44.2733913","Oui","
","Quad","","","","","Tarif de base|150,00|150,00|","","","",""
"ASCAQU064FS000Q1","16/05/2015","Formule itinérante","Dameuse Ecole","EPSA
","Place Sarrière","","","64440","GOURETTE","64204","+33 5 59 05 12 60","",""," -0.3321110","42.9588360","","
","Conduite sur glace","","","","01/01/2015|06/04/2015|||||","Tarif de base|50,00|50,00| # Tarif réduit|43,50|43,50|avec la carte No Souci","","","",""
"ASCAQU033FS000BI","27/02/2015","Activité sportive","Dolphin Jet","47, route du Cap Ferret
","Grand Piquey","","","33950","LEGE-CAP FERRET","33236","+33 5 56 03 64 23","+33 6 80 46 06 46","www.dolphinjet.com"," -1.2128520","44.7162532","Oui","
","Scooter de mer","","","","01/04/2015|30/10/2015|||||","Tarif de base|130,00|130,00|Location Jet Ski 1h # Tarif de base|245,00|245,00|Location Jet Ski 2h30 # Tarif de base|320,00|320,00|Location Jet Ski 4h # Tarif de base|440,00|440,00|Location Jet Ski la journée # Tarif de base|110,00|110,00|Rando ""Tour de l'île aux oiseaux"", 1h par jet  # Tarif de base|200,00|200,00|Rando ""Découverte du Bassin"", 2h30 par jet # Tarif de base|300,00|300,00|Rando ""100% Bassin"", la 1/2 journée par jet","","","",""
"ASCAQU064FS0006H","11/04/2015","Activité sportive","Domaine Escary","","","","","64570","ARAMITS","64029","+33 5 59 34 11 34","+33 6 11 70 74 59","www.escary.com"," -0.7284640","43.1208520","","
","Quad 4 x 4","","","","01/01/2015|31/12/2015|||||","Tarif de base|30,00||Quad- Tarif par personne # Tarif de base|25,00||4X4- Tarif par personne # Tarif de base|25,00||Kart-cross-Tarif par personne","","","",""
"ASCAQU064V502I1V","02/01/2015","Activité sportive","Domaine Tout-Terrain Xokoan Sempé","","Maison Caracotchia","","","64220","LACARRE","64297","","+33 6 80 15 71 25",""," -1.15584","43.18746","Oui","
","4 x 4","","","","01/01/2015|31/12/2015|||||","Tarif de base|18,00|18,00|Tarif adulte minimum 3 pers # Tarif réduit|12,00|12,00|Tarif enfant jusqu'à 12 ans","","","",""
"ASCAQU033FS000DV","13/04/2015","Activité sportive","Ecole de pilotage Elf Moto","Route de Cazaux
","","","","33260","LA TESTE-DE-BUCH","33529","+33 9 61 46 65 40 # +33 5 56 54 15 42","+33 6 11 54 34 88",""," -1.1427497","44.5780271","Oui","
","Quad Moto-cross Buggies","","","","01/01/2015|31/12/2015|||||","","","","",""
"ASCAQU064FS000S5","18/02/2015","Activité sportive","Ecole de pilotage Maitrîse - Rallye - Performance","","","Chemin Lannegrasse","","64350","LESPIELLE","64337","","+33 6 09 44 85 74","www.pilotage.info/"," -0.1596514","43.4638806","Oui","
","Automobile","","","","01/01/2015|31/07/2015||||| # 16/08/2015|31/12/2015|||||","Tarif de base|49,00|| # Tarif de base|54,00||Stage de pilotage Coaching rallye 6 tours # Tarif de base|106,00||Stage de pilotage Coaching rallye 12 tours # Tarif de base|189,00||Stage drift (1/2 journée) # Tarif de base|259,00||Stage maîtrise 1 journée # Tarif de base|530,00||Stage rallye 2 jours # Tarif de base|510,00||Cours particulier 1 jour","","","",""
"LOIAQU024FS0004W","07/02/2015","Circuit automobile ou moto","Escapade en véhicules anciens","18 rue de la Béarnaise
","","","","24110","LA FORCE","24222","+33 9 71 43 52 47","+33 6 78 86 52 50","www.escapadeenvehiculesanciens.com","0.357967","44.8575305","Oui","
","","","","","01/01/2015|31/12/2015|09:00|||20:00|","Tarif de base|65,00||Location à partir de","","","",""
"ASCAQU040V503A3J","30/04/2015","Activité sportive","Family Park","Route plage sud
","","","","40660","MESSANGES","40181","","+33 6 81 41 62 06","www.familypark40.com"," -1.3931660","43.7963884","Oui","
","Paint-ball Quad Quad ULM","","","","01/04/2015|30/09/2015|||||","","","","",""
"ASCAQU040FS0015G","02/01/2015","Activité sportive","Fun Motorsports","","","2981 route de Léon","","40140","MAGESCQ","40310","+33 5 58 47 77 66","","www.funmotorsports.fr"," -1.2293260","43.7911970","","
","Karting Quad","","","","01/01/2015|31/12/2015|||||","","","","",""
"ASCAQU033FS0011J","04/05/2015","Activité sportive","Holland Bikes","47-49 rue de Tauzia
","","","","33000","BORDEAUX","33063","+33 5 57 59 10 18","","www.bordeauxscooters.com"," -0.5584725","44.8290821","Oui","
","Cyclotourisme VTT Scooter Vélo électrique","","","","01/01/2015|31/12/2015|09:00|12:00|14:00|18:00|Dimanche","","","","","Location de vélo"
"ASCAQU040FS001FB","02/01/2015","Activité sportive","Jet Sensation Glisse","Port de plaisance
","","","","40130","CAPBRETON","40065","+33 6 18 34 30 73","",""," -1.4347887","43.6495379","Oui","
","Jet-ski Scooter de mer","","","","","","","","",""
"ASCAQU064FS000E1","02/01/2015","Activité sportive","Jet Sport 64","","Halles de Blancpignon","96 avenue de l'Adour","","64600","ANGLET","64024","+33 5 59 52 42 51","+33 6 78 25 37 31 # +33 6 78 25 36 56","www.jetsport64.com"," -1.5023473","43.5206168","","
","Scooter de mer Bouées tractées Scooter de mer Scooter de mer Scooter de mer Scooter de mer Scooter de mer Bouées tractées Bouées tractées Bouées tractées","","","","01/04/2015|30/09/2015|||||","Tarif de base|60,00|200,00|","","","",""
"LOIAQU047FS00017","19/03/2015","Base de loisirs # Circuit automobile ou moto # Jeux pour enfants","Karting Caudecoste","","Complexe de Loisirs Mécaniques","Route d'Astaffort","Peyroche","47220","CAUDECOSTE","47060","+33 5 53 87 31 42","","www.k47.fr","0.72767257","44.1055070","Oui","
","","","","","01/01/2015|31/12/2015|10:00|12:30|14:00|20:30|","","Visite libre","","Aire de pique nique # Bar # Restauration",""
"ASCAQU033FS000T0","30/04/2015","Activité sportive","Kite Zone School","14 rue de Buffon
","Lachanau","","","33990","HOURTIN PIQUEYROT","33203","","+33 6 37 58 48 07","www.kitezone-school.com"," -1.0731840","45.1645047","Oui","
","Surf Buggies Flysurf Kite-surf","","","Ecole Française de Kite","01/01/2015|31/12/2015|||||","Tarif de base||110,00|Une séance de 4h # Tarif de base||440,00|Stage semaine 3x4h # Tarif de base||200,00|Stage intensif 2 élèves par moniteur (prix par personne) # Tarif de base||220,00|Stage week-end 2x4h","","","",""
"ASCAQU040FS0017M","29/07/2013","","Les Deuch des Gaves Réunis","","","","","40300","PORT-DE-LANNE","40231","+33 5 58 89 17 47","",""," -1.1790870","43.5667959","","
","Automobile","","","","","","","","",""
"ASCAQU033FS0009T","03/02/2015","Activité sportive","Locabeach Arcachon Centre","326 boulevard de la Plage
","","","","33120","ARCACHON","33009","+33 5 56 83 39 64","","www.locabeach.com"," -1.1733484","44.6623652","Oui","
","VTT Cyclotourisme Moto Scooter Vélo électrique","","","","01/01/2015|31/12/2015|||||","","","","","Location de vélo"
"ASCAQU033FS00165","03/02/2015","Activité sportive","Locabeach Arcachon Gare","34 avenue du Général de Gaulle 
","","","","33120","ARCACHON","33009","+33 5 56 83 79 11","","www.locabeach.com"," -1.1647224","44.6596180","Oui","
","VTT Cyclotourisme Moto Scooter Vélo électrique","","","","01/03/2015|30/11/2015|||||","","","","","Location de vélo"
"ASCAQU064FS00024","16/02/2015","Activité sportive","Loisirs 64","","","D918 ","ZA Porte du Labourd","64250","LOUHOSSOA","64350","+33 5 59 93 35 65","","www.loisirs64.com"," -1.3501167","43.3028827","Oui","
","Rafting Canyoning Canyoning Canyoning VTT Surf Escalade Kayak de mer Quad Paint-ball","","","","01/01/2014|31/12/2014|09:00|12:00|14:00|18:00|","","","","",""
"ASCAQU064FS0004Q","21/05/2015","Activité sportive","Memphis Jet","","Chai n° 19","Rue des Orangers","","64700","HENDAYE","64260","+33 5 59 15 23 82","+33 6 21 06 40 28","www.memphis-jet.com"," -1.7798843","43.3690373","","
","Scooter de mer Scooter de mer Scooter de mer Scooter de mer Scooter de mer Scooter de mer Fly Fish Flysurf Flysurf Flysurf","","","","01/01/2015|31/12/2015|09:00|||19:00|","Tarif de base|90,00||Flysurf (20 min.) # Tarif de base|20,00||Canapé Slydsit # Tarif de base|20,00||FlyFish # Tarif de base|90,00||Rando Jet-ski (45 min.) # Tarif de base|110,00||Rando Jet-ski (1h) # Tarif de base|200,00||Rando Jet-ski (2h) # Tarif de base|100,00||Location Jet-ski (1h - hors carburant) # Tarif de base|170,00||Location Jet-ski (2h - hors carburant) # Tarif de base|200,00||Location Jet-ski (3h - hors carburant) # Tarif de base|250,00||Location Jet-ski (1/2 journée - hors carburant) # Tarif de base|350,00||Location Jet-ski (journée - hors carburant)","","","",""
"ASCAQU04001TXHIL","05/01/2015","Activité sportive","Moto  Club","","","Aérodrome","","40200","MIMIZAN","40184","","+33 5 58 09 58 06",""," -1.1643791","44.1479713","Oui","
","Moto-cross","","","","","","","","",""
"ASCAQU033FS00132","19/02/2015","Activité sportive","Moto Club de la Vallée du Roc","Vallée du Roc
","","","","33760","ARBIS","33008","+33 5 56 47 08 29","",""," -0.2460310","44.6774530","","
","Moto-cross","","","","09/02/2015|31/12/2015|||||","","","","",""
"ASCAQU040FS00041","02/01/2015","","Moto club des plages","","","","","40230","SAINT-VINCENT-DE-TYROSSE","40284","+33 5 58 72 81 01","+33 6 73 08 44 48",""," -1.3011870","43.6587109","","
","Moto-cross","","","","","","","","",""
"ASCAQU040FS001JN","29/07/2013","","Moto Club Tyrossais Les Roads Runners","","","","","40230","SAINT-VINCENT-DE-TYROSSE","40284","","",""," -1.3011870","43.6587109","","
","Moto","","","","","","","","",""
"ASCAQU033V504HX9","18/05/2015","Activité sportive","Motor Evasion 33","Impasse des jardins
","Saint-Isidore","","","33990","NAUJAC-SUR-MER","33300","","+33 6 74 73 79 74","www.motor-evasion33.fr"," -1.1043869","45.271309","Oui","
","Quad","","","","01/01/2015|31/12/2015|||||","Tarif de base|18,00||Initiation randonnée de 15 mins encadrée : conducteur # Tarif de base|4,00||Initiation randonnée de 15 mins encadrée : passager # Tarif de base|60,00||Randonnée d'une heure encadrée : conducteur # Tarif de base|10,00||Randonnée d'une heure encadrée : passager # Tarif de base|110,00||Randonnée encadrée de deux heures : conducteur # Tarif de base|18,00||Randonnée encadrée de deux heures : passager","","","",""
"ASCAQU047FS0007T","02/01/2015","Activité sportive","Moto-sport-loisirs","","","","Courteau","47120","SAINT-SERNIN","47278","+33 5 53 94 18 68","+33 6 86 94 26 22 # +33 6 11 20 45 56","","0.24032592","44.7113661","Oui","
","Moto Moto-cross Quad","","","","","","","","",""
"ASCAQU047FS00073","16/02/2015","Activité sportive","Nautilius BKS","","","","Bertonie","47380","MONCLAR","47173","","+33 6 17 17 61 60 # +33 6 75 28 92 69","www.nautilius-bks.fr","0.53167819","44.4462200","Oui","
","Canoé kayak Canoé kayak Canoé kayak Canoé kayak Canoé kayak Canoé kayak Trial Trial Trial Trial Trial Trial VTT VTT VTT VTT VTT Cyclotourisme","","","","01/01/2015|31/12/2015|||||","Tarif de base|5,00|25,00|Location de canoë # Tarif de base|15,00|15,00|Balade en canoë accompagnée # Tarif de base|10,00|70,00|Location de vélo # Tarif de base|20,00|20,00|Balade en vélo accompagnée # Tarif de base|16,00|42,00|location d'hydroplane # Tarif de base|39,00|93,00|location de barque à moteur","","","","Location de vélo"
"ASCAQU047FS000AF","16/02/2015","Activité sportive","Nautilius BKS","","","","Embarcadère du Lot","47260","FONGRAVE","47099","","+33 6 17 17 61 60","www.nautilius-bks.fr","0.53167819","44.4462200","Oui","
","Canoé kayak Canoé kayak Canoé kayak Canoé kayak Canoé kayak Canoé kayak Trial Trial Trial Trial Trial VTT VTT VTT VTT VTT Cyclotourisme","","","","01/01/2014|31/12/2014|||||","Tarif de base|10,00||Location de canoë # Tarif de base|15,00||Balade en canoë accompagnée # Tarif de base|10,00||Location de vélo # Tarif de base|20,00||Balade en vélo accompagnée","","","","Location de vélo"
"LOIAQU040FS000IM","02/01/2015","Circuit automobile ou moto","Navette Vilplage","","","","","40170","LIT-ET-MIXE","40157","","",""," -1.2583250","44.0338760","","
","","","","","","","","","",""
"ASCAQU04001PAEI1","02/01/2015","Activité sportive # Formule itinérante","Only FreeJet - Jet Evasion","Avenue Notre-Dame  
","Zone de Loisirs","Port de Capbreton","","40130","CAPBRETON","40065","+33 5 58 43 42 63","","www.jet-evasion.fr "," -1.4387369","43.654638","Oui","
","Scooter de mer Jet-ski","","","","01/01/2015|31/12/2015|||||","","","","",""
"ASCAQU033FS000LV","19/02/2015","Activité sportive","Passion Evasion","Château Pargade
","","","","33760","SOULIGNAC","33515","+33 5 56 72 38 80","+33 6 21 03 23 63","www.chateaupargade.com"," -0.3078746","44.6908982","Oui","
","Quad","","","","09/02/2015|31/12/2015|||||","","","","",""
"ASCAQU024FS000BG","09/03/2015","Activité sportive","Périgord Loisir Nature","","","","","24550","VILLEFRANCHE-DU-PERIGORD","24585","","+33 6 72 76 15 24","http://www.perigordloisirnature.com","1.10888676","44.6487500","Oui","
","Paint-ball 4 x 4 Quad Trial","","","","","","","","",""
"ASCAQU033FS0002C","29/01/2015","Activité sportive","Pierre qui Roule","32 place Gambetta
","","","","33000","BORDEAUX","33063","+33 5 57 85 80 87","","www.pierrequiroule.fr"," -0.5810323","44.8410162","Oui","
","Cyclotourisme Roller / skate Vélo électrique Scooter Trottinette","","","","01/01/2015|31/12/2015|10:00|12:30|14:00|19:00|Dimanche","Tarif de base|7,00|45,00|Forfaits de la 1/2 journée à la semaine","","","","Location de vélo"
"ASCAQU04001PADOZ","11/02/2015","Activité sportive","Quad du Gaillou","","","Boulevard des cigales","Parc de loisirs du Gaillou","40130","CAPBRETON","40065","+33 5 58 72 63 16","+33 6 52 06 73 61 # +33 6 80 75 40 59","www.quaddugaillou.com "," -1.4266991","43.6313849","Oui","
","Quad Quad Quad","","","","","","","","",""
"ASCAQU064FS00068","20/02/2015","Activité sportive","Quad é Nature ","","ZI de Jalday 2","161 rue Belharra","(ex rue des Routiers)","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 26 11 49","+33 6 10 79 57 74","www.quadenature.com"," -1.6196250","43.4095526","Oui","
","Quad","","","","01/01/2015|31/12/2015|09:00|12:30|14:00|17:30|","","","","",""
"ASCAQU024FS00063","15/04/2015","Activité sportive","Quad en forêt de Lasserre","","","","La Forgeonnerie ","24200","MARCILLAC-SAINT-QUENTIN","24252","","+33 6 87 10 87 54","www.randonnee-quad-dordogne.fr","1.1897477","44.9578983","Oui","
","Quad","","","","01/01/2015|31/12/2015|||||","Tarif de base|55,00||Tarif pour 1 heure # Tarif de base|100,00||Tarif pour 2 heures # Tarif de base|130,00||Tarif 1/2 journée # Tarif de base|55,00||Rando sportive en solo (1h)","","","",""
"ASCAQU040FS0019N","02/01/2015","","Quad KART CENTER","","","Chemin d'En Hill","","","BISCARROSSE VILLE","40046","+33 5 58 78 88 50","","www.karting-biscarrosse.com"," -1.1031335","44.4037931","","
","Quad Karting","","","","","","","","",""
"ASCAQU064FS000JU","15/05/2015","Activité sportive","Rando Quad en Pays Basque et Paint Ball","Maison Iturriartia
","RD 918","","","64310","SAINT-PEE-SUR-NIVELLE","64495","+33 5 59 23 36 18","+33 6 10 44 14 97","www.quad-paysbasque.com"," -1.5285050","43.3440938","Oui","
","Quad","","","","01/01/2015|31/12/2015|||||","","","","",""
"LOIAQU064FS0004K","02/01/2015","Circuit automobile ou moto","RTECH Racing","","","1 rue du coustin","","64170","LACQ","64300","+33 5 59 60 22 84 # +33 6 48 27 53 33","+33 6 88 07 94 57","www.rtechracing.com"," -0.6141350","43.4108010","","
","","","","","","","","","",""
"LOIAQU033FS000SD","02/01/2015","Circuit automobile ou moto","Sarl Top Gun Evasion","Circuit de Karting
","310 av de la Côte d'Argent","","","33380","BIGANOS","33051","+33 5 56 26 75 20","",""," -0.9279155","44.6551611","Oui","
","","","","","","","","","Salle de réunion équipée","Boutique"
"ASCAQU064FS000OJ","20/02/2015","Activité sportive","Scooter Loisirs","","Gare SNCF","bd du Commandant Passicot","","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 47 79 24","+33 6 31 49 62 89","www.scooter-loisirs.com"," -1.6596972","43.3862516","Oui","
","Cyclotourisme VTT Scooter","","","Accueil Vélo # Vélodyssée","01/01/2015|31/12/2015|09:00|12:30|13:30|18:00|","","","","","Location de vélo"
"ASCAQU064V5084DF","15/03/2015","Activité sportive","Sobilo","","","24 rue Peyreloubilh","","64200","BIARRITZ","64122","+33 5 59 24 94 47","","www.sobilo-scooters.com"," -1.5647708","43.4791283","Oui","
","Scooter Cyclotourisme","","","","01/01/2015|31/12/2015|||||","","","","","Location de vélo"
"ASCAQU064FS00052","20/02/2015","Activité sportive","Sports Mer","","","7 boulevard Thiers","BP 148","64500","SAINT-JEAN-DE-LUZ","64483","","+33 6 80 64 39 11","www.sportsmer.fr"," -1.6603088","43.3940716","Oui","
","Scooter de mer Motonautisme (bateau à moteur) Bouées tractées Stand-up-paddle-board","","","","15/04/2015|15/10/2015|09:00|12:30|13:30|18:00|","Tarif de base|8,00||","","","",""
"ASCAQU033V504GAT","27/05/2015","Activité sportive","Supercar Roadtrip","12, rue Albert
","","","","33300","BORDEAUX","33063","","+33 6 09 32 67 70","www.supercar-roadtrip.fr"," -0.5541490","44.8772685","Oui","
","Automobile","","","","","","","","",""
"ASCAQU064FS000S9","02/01/2015","Activité sportive","Trial Thunder","","","Avenue Cumba","","64210","BIDART","64125","","+33 6 01 11 97 14","www.trialthunder.com"," -1.5815206","43.4465513","Oui","
","Trial Quad","","","","01/01/2015|31/12/2015|||||","Tarif de base|25,00|60,00|Rando E-Tricks # Tarif de base|50,00|150,00|Rando Quad","","","",""
"ASCAQU04001QBHH2","02/01/2015","Activité sportive","U.S.C Moto verte","","","","","40300","CAUNEILLE","40077","+33 5 58 73 13 85","",""," -1.0627930","43.5463020","","
","Moto-cross","","","","","","","","",""
"ASCAQU033FS0018F","11/03/2015","Activité sportive","Vent d'Arguin (Buggies)","1051 boulevard de l'Industrie
","","","","33260","LA TESTE-DE-BUCH","33529","","+33 6 85 33 11 62","www.ventdarguin.com/buggy"," -1.1192750","44.6118870","Oui","
","Buggies","","","","01/01/2015|31/12/2015|||||","","","","",""
"ASCAQU064FS000FJ","23/01/2015","Activité sportive","World Safary Company","","","2 rue d'Ossau","Zone d'activités de Berlanne","64160","MORLAAS","64405","","+33 6 08 01 80 76","www.2cv-location.fr"," -0.2990570","43.3234999","Oui","
","4 x 4 4 x 4 4 x 4 4 x 4 4 x 4 4 x 4 4 x 4","","","","01/01/2015|31/12/2015|||||","Tarif de base|100,00||sur devis","","","",""
