Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1322,R94     ,Subventions d équipement non transférables - Régions,E,8252,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,436700,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,247600,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1321 ,R621    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,530000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1318,R221    ,Autres subventions d équipement transférables,E,50232,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A13178,R738    ,Subventions d équipement transférables - Autres fonds européens,E,-28082.84,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A13172,R61     ,Subventions d équipement transférables - FEDER,E,-941.81,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A13172,R315    ,Subventions d équipement transférables - FEDER,E,-40548,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1316,R621    ,Subventions d équipement transférables - Autres établissements publics locaux,E,356200,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1314,R80     ,Subventions d équipement transférables - Communes et structures intercommunales,E,-177667,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1314,R221    ,Subventions d équipement transférables - Communes et structures intercommunales,E,481600,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1312,R80     ,Subventions d équipement transférables - Régions,E,-112086,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1312,R738    ,Subventions d équipement transférables - Régions,E,-21510.3,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1312,R315    ,Subventions d équipement transférables - Régions,E,71062.2,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1312,R312    ,Subventions d équipement transférables - Régions,E,-38200,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1311,R738    ,Subventions d équipement transférables - Etat et établissements nationaux,E,-6756.89,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1311,R315    ,Subventions d équipement transférables - Etat et établissements nationaux,E,-1500000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2009,D2,23/10/2009,R,I,OR,C13,,,A1311,R312    ,Subventions d équipement transférables - Etat et établissements nationaux,E,-76400.37,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2009,D2,23/10/2009,R,I,OI,C041,,,A2153,R01     ,Réseaux divers,E,625489.12,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2009,D2,23/10/2009,R,I,OI,C041,,,A2031,R01     ,Frais d études,E,3457018.33,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2009,D2,23/10/2009,R,I,OE,C040,,,A281848,R01     ,Amortissement autres matériels de bureau et mobiliers,E,9666.79,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2009,D2,23/10/2009,R,I,OE,C040,,,A281838,R01     ,Amortissement autre matériel informatique,E,136.34,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2009,D2,23/10/2009,R,I,OE,C040,,,A28182,R01     ,Amortissement du matériel de transport,E,-5831,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2009,D2,23/10/2009,R,I,OE,C040,,,A28157,R01     ,Amortissement du matériel et outillage techniques,E,7977.25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
