Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
"PCUAQU040FS000B2","05/01/2015","Musée","Centre d'Art Contemporain Raymond Farbos","","","1 bis au 3 rue Saint-Vincent-de-Paul","","40000","MONT-DE-MARSAN","40192","+33 5 58 75 55 84","","http://cacrf.canalblog.com "," -0.499253","43.890158","Oui","
","","Musée privé","","","06/02/2015|14/12/2015|10:00|13:00|14:00|18:00|","Plein tarif|3,00|3,00| # Gratuit|||Groupes et enfants de moins de 12 ans # Tarif groupe|1,50|1,50|à partir de 15 personnes, sur réservation # Tarif réduit|1,50|1,50|Ados, étudiants, demandeurs d'emploi","Visite guidée uniquement sur rendez-vous # Visite libre","Espagnol # Français","","Boutique # Point wifi"
"PCUAQU064FS000A0","21/05/2015","Musée","Centre d'Interprétation des stèles du Pays Basque","","","Bourg","","64120","LARCEVEAU-ARROS-CIBITS","64314","+33 5 59 37 81 92","","http://steles-paysbasque.jimdo.com/ # http://www.lauburu.fr"," -1.0928474","43.2309273","","
Arts et traditions populaires","","","","","01/01/2015|31/12/2015|||||","Gratuit|0,00|0,00|","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Basque # Français","",""
"PCUAQU033FS0000T","10/05/2015","Musée","Centre National Jean Moulin","48 rue Vital Carles
","entrée par place Jean Moulin","","","33000","BORDEAUX","33063","+33 5 56 10 19 90","","www.bordeaux.fr/ebx/pgPresStand8.psml?_nfpb=true&_pageLabel=pgPresStand8&classofcontent=presentationStandard&id=63906"," -0.577901","44.838622","Oui","
","","Musée national","","Musée de France","01/01/2015|31/12/2015|||14:00|18:00|Lundi","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","","",""
"PCUAQU040V502N4N","19/01/2015","Musée","Centre Pédagogique de la Résistance et de la Déportation ","""La Minoterie""
","1 place Charles de Gaulle","","","40000","MONT-DE-MARSAN","40192","","","","","","","
","","","","","07/01/2015|28/02/2015|||14:00|17:00|Dimanche - Jeudi - Lundi - Mardi - Vendredi","Gratuit|||","Visite guidée # Visite libre","Français","Salle de projection",""
"PCUAQU033FS00022","12/01/2015","Musée","Château d'Arsac","1 allée du Comte
","","","","33460","ARSAC","33012","+33 5 56 58 83 90","","www.chateau-arsac.com"," -0.708284","44.979060","Oui","
","","Musée privé","","","05/01/2015|23/12/2015|||||","Plein tarif|6,00|6,00| # Gratuit|||pour les enfants","Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous","Anglais # Espagnol","","Boutique"
"PCUAQU024V502DL8","11/02/2015","Musée","Chocolaterie Maison Faure","","","Rue de la Croisette","","24300","NONTRON","24311","+33 5 53 60 32 51","","http://www.maisonfaure.com","0.6622390","45.5304020","","
","","","","","","","Visite guidée uniquement sur rendez-vous # Visite libre","","",""
"PCUAQU040FS0002K","02/01/2015","Musée","Cloître et Salle d'art sacré","","Abbaye Bénédictine","Place du Tour du Sol","","40500","SAINT-SEVER","40282","+33 5 58 76 34 64","",""," -0.5739444","43.7592856","Oui","
Cloître","","","","","01/01/2015|31/12/2015|09:00|||18:00|","Gratuit|||Visite libre. ","Visite guidée # Visite libre","Français","",""
"PCUAQU064FS0000W","17/02/2015","Musée","Écomusée Basque Jean Vier","","Ferme Berrain","RD 810","","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 51 06 06","","www.ecomusee-basque.com"," -1.6277360","43.4070818","Oui","
","","","","","01/04/2015|30/06/2015|10:00|11:15|14:30|17:30| # 01/07/2015|31/08/2015|10:00|||18:30| # 01/09/2015|31/10/2015|10:00|11:15|14:30|17:30|","","Visite guidée","Anglais # Basque # Espagnol # Français","Bar cafétéria salon de thé # Restauration","Boutique"
"PCUAQU024FS0003O","13/04/2015","Musée","Ecomusée de la Noix du Périgord-Huilerie d'Aiguevive","","","","la Ferme de Vielcroze","24250","CASTELNAUD-LA-CHAPELLE","24086","+33 5 53 59 69 63","","http://ecomuseedelanoix.voila.net/","1.14253520","44.8128360","Oui","
","","","","","01/04/2015|11/11/2015|||||","Plein tarif|5,00|5,00| # Tarif enfant|4,00|4,00|Enfants de 10 à 17 ans # Tarif groupe|4,50|4,50|adultes # Tarif groupe|3,50|3,50|enfants","Visite guidée uniquement sur rendez-vous # Visite libre","","Aire de pique-nique # Salle de projection","Boutique"
"PCUAQU064FS000CA","07/05/2015","Musée","Ecomusée de la Pelote et du Xistera Pilotari","Office de tourisme
","Place du fronton","Rue Karrika","","64310","SAINT-PEE-SUR-NIVELLE","64495","+33 5 59 54 11 69","","http://www.saint-pee-sur-nivelle.com/pilotari.html"," -1.5496194","43.3550124","Oui","
Sport","","","","","02/01/2015|30/06/2015|09:30|11:30|14:00|17:00|Dimanche # 01/07/2015|31/08/2015|09:30|11:30|14:00|18:00| # 01/09/2014|31/12/2015|09:30|11:30|14:00|17:00|Dimanche","Plein tarif|5,00|5,00| # Tarif enfant|2,50|2,50|gratuité pour les enfants de -12ans # Tarif groupe|2,50|2,50|A partir de 20 pers","Visite libre # Visite libre uniquement sur rendez-vous","Basque # Espagnol # Français","",""
"PCUAQU024FS0004T","17/04/2015","Musée","Ecomusée de la Truffe","","","2 route des Truffières","","24420","SORGES","24540","+33 5 53 05 90 11","","www.ecomusee-truffe-sorges.com","0.87339162","45.3058856","Oui","
Site industrielEnvironnement et nature # Gastronomie # Industrie","","Musée privé","","","","Plein tarif|4,00|5,00| # Tarif réduit|4,00|4,00| # Tarif enfant|2,50|4,00|Gratuit piur les enfants de moins de 10 ans","Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Espagnol # Français","Aire de pique-nique # Salle de réunion équipée","Boutique"
"PCUAQU064FS0006B","07/05/2015","Musée","Écomusée de la Vallée d'Aspe","","Notre-Dame-de-la-Pierre","","","64490","SARRANCE","64506","+33 5 59 34 55 51","","http://ecomusee.vallee-aspe.com"," -0.6014800","43.0501447","Oui","
","","","","","07/02/2015|31/05/2015||||| # 01/06/2015|30/06/2015||||| # 01/07/2015|31/08/2015||||| # 01/09/2015|30/09/2015|||||","Plein tarif|4,00|4,00| # Tarif enfant|2,50|2,50| # Gratuit|0,00|0,00|Enfant - de 10 ans # Tarif réduit|3,20|3,20|Chômeurs, étudiants (sur présentation carte) # Tarif groupe|3,20|3,20|A partir de 10 personnes","Visite guidée uniquement sur rendez-vous","Espagnol # Français","Aire de pique-nique # Restauration # Salle de projection # Salle de réunion équipée # Salle hors sac","Boutique"
"PCUAQU064FS0005W","07/05/2015","Musée","Écomusée de la Vallée d'Aspe","Centre Bourg
","Un village se raconte","","","64570","LOURDIOS-ICHERE","64351","+33 5 59 34 44 84","","http://ecomusee.vallee-aspe.com"," -0.6679786","43.0496875","Oui","
","","","","","07/02/2015|08/03/2015|||14:00|18:00| # 09/03/2015|10/04/2015||||| # 11/04/2015|03/05/2015|||14:00|18:00| # 04/05/2015|30/06/2015|||14:00|18:00|Jeudi - Lundi - Mardi - Mercredi - Vendredi # 01/07/2015|31/08/2015|||13:00|19:00| # 01/09/2015|30/09/2015|||14:00|18:00| # 01/10/2015|16/10/2015|||||Jeudi - Lundi - Mardi - Mercredi - Vendredi # 17/10/2015|01/11/2015|||14:00|17:00| # 02/11/2015|18/12/2015|||14:00|17:00| # 19/12/2015|24/12/2015|||14:00|17:00| # 26/12/2015|31/12/2015|||14:00|17:00|","Plein tarif|2,50|2,50| # Tarif enfant|2,00|2,00|enfant + de 10 ans # Gratuit|0,00|0,00|Enfant - de 10 ans # Tarif groupe||3,20|","Visite guidée uniquement sur rendez-vous # Visite libre","Espagnol # Français","Aire de pique-nique # Salle de projection # Salle hors sac","Boutique"
"PCUAQU040014BU9G","19/05/2015","Musée","Ecomusée de l'Armagnac","Château Garreau
","Domaine de Gayrosse","","","40240","LABASTIDE-D'ARMAGNAC","40131","+33 5 58 44 84 35","","www.chateau-garreau.fr"," -0.1763176","43.9416180","Oui","
","","","","","01/01/2015|31/03/2015|09:00|12:00|13:30|17:30|Dimanche - Samedi # 01/04/2015|31/10/2015|09:00|12:00|14:00|18:00| # 01/11/2015|31/03/2016|09:00|12:00|13:30|17:30|Dimanche - Samedi","Plein tarif|4,50||Entrée écomusée # Tarif réduit|2,00||couple entrée écomusée # Tarif famille nombreuse|10,00||2 adultes + 1 à 3 enfants. Enfant supplémentaire. 2€ # Tarif groupe|3,50|4,00|","Visite guidée uniquement sur rendez-vous # Visite libre","","Auditorium","Boutique"
"PCUAQU04001WB9R3","02/01/2015","Musée","Ecomusée de Marquèze","","","route de la Gare","Marquèze","40630","SABRES","40246","+33 5 58 08 31 31","","www.marqueze.fr"," -0.7474350","44.1490875","Oui","
","","Classé et contrôlé par la DMF","","Musée de France # Qualité Tourisme","01/04/2015|30/09/2015|||||","Plein tarif|13,50|| # Tarif enfant|9,00||de 5 à 18 ans # Tarif famille nombreuse|38,00||2 adultes et 2 jeunes # Tarif famille nombreuse|45,00||2 adultes et 3 jeunes # Tarif réduit|11,00||","Visite guidée # Visite libre","Anglais # Espagnol # Français # Occitan # Portugais","Aire de pique-nique # Auditorium # Bar cafétéria salon de thé # Restauration # Salle de projection # Salle de réunion équipée","Borne interactive # Boutique # Espace jeux # Point wifi"
"PCUAQU024FS0004K","09/05/2015","Musée","Ecomusée du Cognac","","","1 rue du Docteur Pierre Rousseau","","24410","SAINT-AULAYE","24376","+33 5 53 90 81 33","","www.saint-aulaye.com","0.1307619","45.2019340","","
Maison et bâtiment","","","","","15/06/2015|15/08/2015|15:00|||18:30|Dimanche - Lundi","Plein tarif|2,30|2,30| # Tarif groupe|1,50|1,50|Groupe à partir de 10 personnes","Visite libre # Visite libre uniquement sur rendez-vous","","Salle de projection","Borne interactive # Boutique"
"PCUAQU024FS000A7","02/01/2015","Musée","Espace ""Fer et Forges""","","","","Le Bourg","24360","ETOUARS","24163","+33 5 53 56 35 76","","","0.6063439","45.6514720","","
Industrie","","","","","","Gratuit|||","Visite guidée # Visite libre","Français","",""
"PCUAQU024FS000HP","26/01/2015","Musée","Espace archéologique de Plazac en Périgord","","","","Le bourg","24580","PLAZAC","24330","","+33 6 38 52 54 53","","1.0401553","45.0350214","Oui","
Site archéologique","","","","","01/07/2015|31/08/2015|||||Samedi","Gratuit|||","Visite libre uniquement sur rendez-vous","","",""
"PCUAQU064FS000H8","15/01/2015","Musée","Espace Art et Culture","","","Rue de la cité","","64230","LESCAR","64335","+33 5 59 81 57 10","","http://www.lescar.fr"," -0.4337936","43.3333957","Oui","
","","","","","02/01/2015|31/12/2015|||||","Gratuit|0,00|0,00|","Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous","Anglais # Espagnol # Français","",""
"PCUAQU064FS000J5","21/05/2015","Musée","Espace Georges Visat","","","Chemin de la Motte","","64410","ARZACQ-ARRAZIGUET","64063","","+33 6 30 66 55 98",""," -0.4149806","43.5369488","Oui","
","","Musée privé","","","01/05/2015|31/10/2015|||||","Gratuit|0,00|0,00|","Visite guidée uniquement sur rendez-vous","Français","",""
"PCUAQU024FS0004U","21/05/2015","Musée","Espace Muséographique Pierre Bourrinet","","","","Le Bourg","24300","TEYJAT","24548","+33 5 53 56 35 76 # +33 5 53 56 23 66","","","0.5769750","45.5862200","","
","","","","","01/07/2015|31/08/2015|||14:30|18:30|","Plein tarif|3,80|3,80| # Tarif enfant|2,30|2,30|Enfants de plus de 10 ans","Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre","Français","Salle de projection",""
"PCUAQU024FS0004J","26/05/2015","Musée","Exposition d'Art Sacré","","","17 rue Numa Gadaud","","24110","SAINT-ASTIER","24372","","+33 6 73 88 38 37","","0.5304161","45.1478067","","
","","Musée privé","","","01/07/2015|31/08/2015|||17:30|20:00|Dimanche","Participation libre|||","Visite libre","Français","",""
"PCUAQU040FS0002P","02/01/2015","Musée","Exposition Monseigneur Cassaigne","","","Rue des Capucins","","40270","GRENADE-SUR-L'ADOUR","40117","+33 5 58 45 45 98","","tourisme-grenadois.com"," -0.429980","43.772508","Oui","
","","","","","","","","","",""
"PCUAQU064FS0005L","02/01/2015","Musée","Falaise aux Vautours","","","Bourg","","64260","ASTE-BEON","64069","+33 5 59 82 65 49","","www.falaise-aux-vautours.com"," -0.4225420","43.0286180","","
Environnement et nature","","","","","08/02/2015|08/03/2015|||||Samedi # 18/04/2015|27/09/2015||||| # 20/12/2015|31/12/2015|||||Samedi # 18/10/2015|30/10/2015|||||","Plein tarif|6,00|6,00| # Tarif enfant|4,00|4,00|5 à 15 ans # Tarif famille nombreuse|18,00|18,00|2 adultes + 2 enfants","Visite guidée","Anglais # Espagnol # Français","Aire de pique-nique # Salle de projection","Borne interactive # Boutique"
"PCUAQU040V504QH3","11/05/2015","Musée","Fonds Labégorre","","","2 Impasse La Lande","Z.A. Laubian","40510","SEIGNOSSE","40296","+33 9 67 43 99 25","","www.sergelabegorre.com"," -1.3507692","43.6870501","Oui","
","","","","","01/01/2015|31/12/2015|||||","Gratuit|||","","","Restauration",""
"PCUAQU033FS0016B","05/05/2015","Musée","FRAC - Collection Aquitaine","Hangar G2
","Bassin à flot n°1","Quai Armand Lalande","","33000","BORDEAUX","33063","+33 5 56 24 71 36","","www.frac-aquitaine.net"," -0.5872690","44.8350088","","
","","","","","01/01/2015|31/12/2015|10:00|||18:00|Dimanche","Gratuit|||","","","",""
"PCUAQU024V502TX0","10/03/2015","Musée","Galerie de l'or ","","","Place du Château","","24630","JUMILHAC-LE-GRAND","24218","+33 5 53 52 55 43","","","1.06000095","45.4930543","Oui","
","","","","","","","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Français","","Boutique"
"PCUAQU033FS00011","10/05/2015","Musée","Galerie des Beaux-Arts","place du Colonel Raynal
","","","","33000","BORDEAUX","33063","+33 5 56 96 51 60","","www.bordeaux.fr/ebx/pgFicheOrga.psml?_nfpb=true&_pageLabel=pgFicheOrga&classofcontent=organisme&id=28956"," -0.582129","44.838636","Oui","
","","","","","01/01/2015|31/12/2015|11:00|||18:00|Mardi","Plein tarif||6,50| # Tarif réduit||3,50|","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Espagnol # Français","","Boutique"
"PCUAQU047FS0001N","26/03/2015","Musée","Gens de Garonne","","","Rue de la Cave","","47180","COUTHURES-SUR-GARONNE","47074","+33 5 53 20 67 76","","http://www.gensdegaronne.com","0.0790477","44.5144916","Oui","
Arts et traditions populaires # Environnement et nature","","","Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel","Sourire du Lot-et-Garonne","14/02/2015|11/11/2015|||||","Plein tarif|8,00|10,00| # Tarif réduit|5,50|7,00|tarif junior et tribu (5 personnes et +) # Plein tarif|6,00|9,00|Balades rencontres # Plein tarif|11,00|13,00|Billet jumelé","Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","Anglais # Français","Aire de pique-nique # Bar cafétéria salon de thé","Boutique # Point wifi"
"PCUAQU024FS000UR","02/01/2015","Musée","Gisement et collection Pagès","","","","Le Ruth","24620","TURSAC","24559","+33 5 53 50 74 02","","","1.0509240","44.9895860","","
","","","","","","","Visite guidée uniquement sur rendez-vous","","",""
"PCUAQU033FS001AB","12/05/2015","Musée","Institut culturel Bernard Magrez","16 rue de Tivoli
","","","","33000","BORDEAUX","33063","+33 5 56 81 72 77","","www.institut-bernard-magrez.com"," -0.5891785","44.8542437","","
","","Musée privé","","","01/01/2015|31/12/2015|||14:00|19:00|Lundi - Mardi - Mercredi","Plein tarif|8,00|| # Tarif réduit|6,00|| # Gratuit|||jusqu'à 12 ans","Visite guidée uniquement sur rendez-vous","Français","",""
"PCUAQU064FS000IU","07/05/2015","Musée","La cité de l'Océan","","","1 avenue de la plage  ","","64200","BIARRITZ","64122","+33 5 59 22 33 34 # +33 5 59 22 75 40","","www.citedelocean.com"," -1.571474","43.4619528","Oui","
","","","","","01/01/2015|01/01/2015|||14:00|19:00| # 02/01/2015|04/01/2015|10:00|||19:00| # 05/01/2015|11/01/2015|||14:00|19:00| # 06/02/2015|06/02/2015|||14:00|19:00| # 07/02/2015|08/03/2015|10:00|||19:00| # 10/03/2015|31/03/2015|||14:00|19:00|Lundi # 01/04/2015|03/07/2015|10:00|||19:00| # 04/07/2015|30/08/2015|10:00|||22:00| # 31/08/2015|01/11/2015|10:00|||19:00| # 02/11/2015|29/11/2015|||14:00|19:00|Lundi","Plein tarif|11,30|11,30|Tarif adulte # Tarif réduit|8,50|8,50|Tarif étudiant # Tarif enfant|7,30|7,30|Tarif enfant de 6 à 16 ans # Tarif famille nombreuse|39,00|39,00|Tarif famille nombreuse # Tarif groupe|9,30|9,30|Tarif groupe adulte (20 pers. minimum) # Tarif groupe|7,20|7,20|Tarif groupe étudiant  (20 pers minimum). # Tarif groupe|5,70|5,70|Tarif groupe enfant (1 à 16 ans - 20 pers.minimum) # Tarif abonné|27,00|27,00| Abonnement adulte (entrée libre pendant 1 an de date à date). # Tarif abonné|21,00|21,00|Abonnement étudiant (entrée libre pendant 1 an de date à date). # Tarif abonné|15,00|15,00|Abonnement enfant (entrée libre pendant 1 an de date à date) # Plein tarif|18,30|18,30|Combiné adulte Musée de la Mer Aquarium  + Cité de l'Océan # Tarif réduit|14,00|14,00|Combiné étudiant Musée de la Mer Aquarium + Cité de l'océan # Tarif enfant|13,00|13,00|Combiné enfant Musée de la Mer Aquarium + Cité de l'Océan # Tarif famille nombreuse|63,00|63,00|Combiné famille nombreuse Musée de la Mer Aquarium  + Cité de l'Océan # Tarif groupe|15,30|15,30|Combiné groupe adulte Musée de la Mer Aquarium + Cité de l'Océan # Tarif groupe|11,20|11,20| Combiné groupe étudiant Musée de la Mer + Cité de l'océan # Tarif enfant|9,20|9,20|Combiné groupe enfant  enfant Musée de la Mer Aquarium + Cité de l'Océan  # Tarif abonné|47,50|47,50|Abonnement adulte Biarritz Océan # Tarif abonné|35,00|35,00|Abonnement enfant et étudiant Biarritz Océan ","Visite guidée uniquement sur rendez-vous # Visite libre","","Restauration","Borne interactive # Boutique"
"PCUAQU033FS001B0","04/03/2015","Musée","La Forêt d'Art Contemporain","","","","","33380","BIGANOS","33051","","+33 6 78 11 23 31","www.laforetdartcontemporain.com "," -0.9766190","44.6421140","","
","","","","","","Gratuit|||","Visite libre","","",""
"PCUAQU024FS0003M","02/01/2015","Musée","La Grande Dîmière","","","","","24120","LA CASSAGNE","24085","+33 5 53 51 66 43","","","1.3150810","45.0453110","","
","","","","","","","","","",""
"PCUAQU064FS000BB","29/03/2015","Musée","La Maison du Barétous","Place de la Mairie
","","","","64570","ARETTE","64040","+33 5 59 88 95 38","","www.maisondubaretous.com"," -0.7162776","43.0950680","","
","","","Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel","","01/01/2015|30/06/2015|09:00|12:00|14:00|18:00| # 01/07/2015|31/08/2015|09:00|12:30|14:30|18:30| # 01/09/2015|31/12/2015|09:00|12:00|14:00|18:00|","Gratuit|0,00||Enfant moins de 6 ans # Plein tarif|5,00||Tarif à partir de 12 ans # Tarif famille nombreuse|12,00||Base 2 adultes et 2 enfants de moins de 18 ans # Tarif enfant|3,00||Enfant moins de 12 ans # Tarif groupe|3,00||Base + de 10 personnes # Tarif groupe|2,00||Tarif scolaire","Visite guidée uniquement sur rendez-vous # Visite libre","Béarnais # Espagnol # Français","Salle de projection","Boutique # Point wifi"
"PCUAQU064FS000L2","04/02/2015","Musée","La Maison du Cigare","","","Place des Casernes","","64190","NAVARRENX","64416","+33 5 59 66 51 96","","www.cigare-navarre.com"," -0.7623024","43.3231999","Oui","
Gastronomie # Maison d'artisanat","","","","Entreprise du Patrimoine Vivant","01/01/2015|31/12/2015|||||Dimanche - Samedi","Gratuit|0,00|0,00| # Tarif groupe|2,50|2,50|","Visite libre","Français","",""
"PCUAQU024V5004V2","17/04/2015","Musée","La Maison du Foie Gras ","","","8 Place Maréchal Foch","","24800","THIVIERS","24551","+33 5 53 55 12 50","","www.perigordgourmand.com","0.92039465","45.4143923","Oui","
Site industrielGastronomie","","Musée privé","","","01/01/2015|31/12/2015|||||","Plein tarif|5,00|| # Tarif enfant|2,50|| # Tarif réduit|2,50||étudiants, demandeurs d'emplois, famille nombreuse # Gratuit|||Enfants de moins de 11 ans. # Tarif groupe|4,00||(+ de 10 personnes)","Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Français","","Boutique # Espace jeux"
"PCUAQU064FS00030","11/02/2015","Musée","La Maison Labourdine","","Maison Elizalderena","415 route du Fronton","Quartier Arrauntz","64480","USTARITZ","64547","","+33 6 62 07 35 41","www.lamaisonlabourdine.com"," -1.4545900","43.3959360","","
","","","","","01/04/2015|05/11/2015|||||","Plein tarif|6,00||au-dessus de 15 ans # Tarif enfant|3,00||de 8 à 15 ans # Gratuit|0,00||< 8 ans si accompagné par un adulte payant","Visite guidée uniquement sur rendez-vous","","",""
