Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
ASCAQU047FS00070,02/01/2015,Activité sportive,CHATEAU Michel : Entre Ciel et Terre,,,,,47120,SAINT-JEAN-DE-DURAS,47247,+33 5 53 89 01 25,,,0.26710510,44.6935524,Oui,"
",Montgolfière ,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU024FS000AI,05/03/2015,Activité sportive,Chute libre Dordogne,"Aérodrome Sarlat Domme
",,,,24250,DOMME,24152,,+33 6 03 97 24 06,www.parachute-dordogne.fr,1.2456610,44.7918860,,"
",Parachutisme,,,,07/03/2015|27/12/2015|||||,"||265,00|prix TTC par personne",,,Bar # Point restauration,
ASCAQU024FS00066,16/02/2015,Activité sportive,Comptoir Sports Nature du Périgord Noir,,,,Montfort,24200,CARSAC-AILLAC,24082,,+33 6 71 76 34 01 # +33 6 15 94 77 82,www.sports-nature-perigord.com ,1.26462936,44.8632608,Oui,"
",Canoé kayak Equitation Equitation Escalade Montgolfière  Multisport Orientation Randonnée équestre Randonnée pédestre Spéléologie Tir à l’arc Tir à l’arc VTT,,,,,,,,,
ASCAQU033V504J7J,04/05/2015,Activité sportive,Ecole de kite surf sur le Bassin d'Arcachon,,,,,33740,ARES,33011,,+33 6 07 90 13 60,www.cap-ferret-kiteschool.fr, -1.1393349,44.765102,Oui,"
",Kite-surf Kite-surf,,,,01/04/2015|31/12/2015|||||,,,,,
ASCAQU047V502N3R,19/03/2015,Activité sportive,Ecole de Parachutisme d’Agen,,,Aéroport Agen La Garenne,,47000,AGEN,47001,+33 5 53 68 23 00,,http://www.agen-parachutisme.org/,0.59450519,44.1762257,Oui,"
",Parachutisme Parachutisme Parachutisme,,,,01/01/2015|15/06/2015|||||Jeudi - Lundi - Mardi - Mercredi - Vendredi # 15/06/2015|15/09/2015||||| # 16/09/2015|31/12/2015|||||Jeudi - Lundi - Mardi - Mercredi - Vendredi,,,,Bar # Espace jeux # Point restauration,Point wifi
ASCAQU033FS000DA,30/01/2015,Activité sportive,Ecole de Parachutisme Sportif du Bassin d'Arcachon,"Avenue de l'Aérodrome
",,,,33260,LA TESTE-DE-BUCH,33529,+33 5 56 54 73 11,+33 6 52 91 80 96,www.paraclub-arcachon.com , -1.1147260,44.5975570,Oui,"
",Parachutisme Parachutisme,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU040V502SHZ,30/04/2015,Activité sportive # Formule itinérante,Ecole sud Landes Kite,"179, avenue des Furets
",,,,40150,HOSSEGOR,40065,,+33 6 58 01 35 02,www.sudlandeskite.com # www.sudlandesglissetractee.com, -1.4091925,43.6608186,Oui,"
",Kite-surf Bouées tractées,,,Ecole Française de Surf,,,,,,
ASCAQU033FS000I5,18/05/2015,Activité sportive,Espace Chute Libre,"Aérodrome de La Réole
",,,,33190,LA REOLE,33352,+33 5 56 71 61 48,+33 6 12 44 56 62,www.parachute-gironde.fr, -0.068138,44.572698,Oui,"
",Parachutisme Parapente ULM,,,,01/01/2015|31/12/2015|||||,"Tarif de base|230,00|230,00|saut en tandem - baptême chute libre",,,,
ASCAQU033FS00174,18/05/2015,Activité sportive,Evolution 2 Lacanau Kite et Wakeboard school,"41 avenue du Docteur Arnou Laujeac
",,,,33680,LACANAU,33214,,+33 6 08 34 59 07,www.evolution2-lacanau.com, -1.0985523,44.9819702,Oui,"
",Flysurf Wake board Kite-surf,,,Ecole Française de Kite # Famille Plus,01/04/2015|31/10/2015|||||,,,,,
ASCAQU033V504HYN,18/05/2015,Activité sportive,FL 140 Parachutisme,"Route de l'aérodrome
",,,,33112,SAINT-LAURENT-MEDOC,33424,,+33 6 09 57 63 63,www.fl140-parachutisme.com, -1.0757449,44.978459,Oui,"
",Parachutisme,,,,01/01/2015|31/12/2015|||||,"Tarif de base|60,00||Option atterissage plage centrale de Lacanau # Tarif de base|99,00||Reportage photo + vidéo sur clé USB # Tarif de base|255,00||Saut atterissage aérodrome",,,,
ASCAQU033FS00179,13/05/2015,Activité sportive,Flyway,"Rue de la Plage
",Lachanau,,,33990,HOURTIN,33203,,+33 6 61 57 79 79,www.flyway.fr, -1.0714623,45.1648674,Oui,"
",Flysurf,,,,01/03/2015|30/11/2015|||||,"Tarif de base|110,00||4h # Tarif de base|90,00||3h",,,,
ASCAQU033FS00124,02/02/2015,Activité sportive,Freevol parapente,"Plage le Petit Nice
",Route de Biscarrosse,,,33115,PYLA-SUR-MER,33529,,+33 6 89 93 66 04,www.freevolparapente.com, -1.2495231,44.5300455,Oui,"
",Parapente,,,,11/04/2015|30/09/2015|||||,"Tarif de base|55,00||Découverte (10 mn) # Tarif de base|80,00||Plein air (20 mn)  # Tarif de base|35,00||Kid (5 mn)",,,,
ASCAQU040FS0013H,05/05/2015,Activité sportive,H2O Kite,,Camping Mayotte,368 chemin des roseaux,,40600,BISCARROSSE LAC,40046,,+33 6 26 91 21 29,http://www.h2okite.com, -1.1615037,44.4379472,Oui,"
",Voile Kite-surf,,,,01/04/2015|30/09/2015|||||,,,,,
ASCAQU064FS000RT,01/04/2015,Activité sportive,Han'Vol ,"Maison du Barétous
",,,,64570,ARETTE,64040,,+33 679 55 77 10,, -0.71622,43.095245,Oui,"
",Parapente,,,,01/01/2015|31/12/2015|||||,"Tarif de base|35,00||Baptême mini vol # Tarif de base|69,00|80,00|Baptême vol découverte # Tarif de base|120,00||Vol de durée # Tarif de base|450,00||Stages 5 jours",,,,
ASCAQU040FS001E7,02/01/2015,,Hydroland,,,1355 avenue Pierre georges latécoère,,40600,BISCARROSSE VILLE,40046,+33 5 58 04 89 53,+33 6 45 21 05 79,www.hydroland.biz, -1.1826288,44.3868295,Oui,"
",Hydraviation,,,,,,,,,
ASCAQU040FS001H0,02/01/2015,,Il est libre Max... vol au dessus du coeur des Landes,"aérodrome - route de BOOS
",,,,40370,RION-DES-LANDES,40243,+33 5 58 73 39 98,,http://planeurspaysadour.net/, -0.9205630,43.9336070,,"
",Planeur Avion de tourisme,,,,,,,,,
ASCAQU033FS0019K,18/05/2015,Activité sportive,Kite Surf Club Lacanau,"24 allée du Club
",La Grande Escoure,,,33680,LACANAU,33214,,+33 6 85 15 04 54,http://kitesurfclublacanau.fr/, -1.1445296,44.9667119,Oui,"
",Kite-surf,,,,01/04/2015|31/10/2015|||||,,,,,
ASCAQU033FS000T0,30/04/2015,Activité sportive,Kite Zone School,"14 rue de Buffon
",Lachanau,,,33990,HOURTIN PIQUEYROT,33203,,+33 6 37 58 48 07,www.kitezone-school.com, -1.0731840,45.1645047,Oui,"
",Surf Buggies Flysurf Kite-surf,,,Ecole Française de Kite,01/01/2015|31/12/2015|||||,"Tarif de base||110,00|Une séance de 4h # Tarif de base||440,00|Stage semaine 3x4h # Tarif de base||200,00|Stage intensif 2 élèves par moniteur (prix par personne) # Tarif de base||220,00|Stage week-end 2x4h",,,,
ASCAQU040FS0019P,02/01/2015,,Kitesurf Club Biscarrosse,,,,,,BISCARROSSE LAC,40046,,+33 6 60 33 69 88,kiteclubbiscarrosse.over-blog.com, -1.170001,44.4344846,Oui,"
",Surf Kite-surf,,,,,,,,,
ASCAQU033FS000DC,02/02/2015,Activité sportive,La Teste Pyla Vol libre,"Route de Biscarrosse
",Plage Petit Nice,,,33115,PYLA-SUR-MER,33529,+33 5 56 20 59 44,+33 6 29 61 50 65,www.parapyla.free.fr , -1.2287521,44.5789747,Oui,"
",Parapente,,,Ecole Française de Vol Libre,02/01/2015|31/12/2015|||||,,,,,
ASCAQU040FS0018U,04/05/2015,Activité sportive,Le Vol des Aigles,,,Rue coste et bellonte,Aérodrome,40600,BISCARROSSE VILLE,40046,+33 5 58 82 88 42,+33 6 88 73 98 71,http://www.levoldesaigles.fr, -1.1327934,44.3701893,Oui,"
",ULM Hydraviation,,,,01/01/2015|24/12/2015|||||,,,,,
ASCAQU040FS000MW,02/01/2015,Activité sportive,Le Vol des aigles - section hydro,,,Latécoère,,40600,BISCARROSSE VILLE,40046,+33 5 58 82 88 42,+33 6 88 73 98 71 # +33 6 07 22 85 48,, -1.1330509,44.3717232,Oui,"
",ULM Hydraviation,,,,01/01/2015|24/12/2015|||||,,,,,
ASCAQU024FS000CP,02/01/2015,Activité sportive,Les Ballons du Périgord-Limousin,,,,,24450,LA COQUILLE,24133,,+33 6 75 58 42 40,,0.9789600,45.5405919,,"
",Montgolfière ,,,,,,,,,
ASCAQU064FS0004Q,21/05/2015,Activité sportive,Memphis Jet,,Chai n° 19,Rue des Orangers,,64700,HENDAYE,64260,+33 5 59 15 23 82,+33 6 21 06 40 28,www.memphis-jet.com, -1.7798843,43.3690373,,"
",Scooter de mer Scooter de mer Scooter de mer Scooter de mer Scooter de mer Scooter de mer Fly Fish Flysurf Flysurf Flysurf,,,,01/01/2015|31/12/2015|09:00|||19:00|,"Tarif de base|90,00||Flysurf (20 min.) # Tarif de base|20,00||Canapé Slydsit # Tarif de base|20,00||FlyFish # Tarif de base|90,00||Rando Jet-ski (45 min.) # Tarif de base|110,00||Rando Jet-ski (1h) # Tarif de base|200,00||Rando Jet-ski (2h) # Tarif de base|100,00||Location Jet-ski (1h - hors carburant) # Tarif de base|170,00||Location Jet-ski (2h - hors carburant) # Tarif de base|200,00||Location Jet-ski (3h - hors carburant) # Tarif de base|250,00||Location Jet-ski (1/2 journée - hors carburant) # Tarif de base|350,00||Location Jet-ski (journée - hors carburant)",,,,
ASCAQU024FS000FL,14/04/2015,Activité sportive,Montgolfière du Périgord,,,,Saint Donat,24250,LA ROQUE-GAGEAC,24355,+33 5 53 28 18 58,+33 6 63 89 12 09,www.montgolfiere-du-perigord.com,1.19725227,44.8125620,Oui,"
",Montgolfière ,,,,01/01/2015|31/12/2015|10:00|12:00|14:00|18:00|,"Tarif de base|190,00||Prix à partir de /personne adulte # Tarif réduit|105,00||Enfant de 7 à - 12 ans",,,,
ASCAQU024FS0005I,13/04/2015,Activité sportive,Montgolfière et Châteaux,,,,,24220,BEYNAC-ET-CAZENAC,24040,+33 5 53 29 41 97,+33 6 71 14 34 96,www.montgolfiere-chateaux.com,1.14438056,44.8428010,Oui,"
",Montgolfière ,,,,01/01/2015|31/12/2015|||||,"Tarif de base|180,00||A partir de 180 € Par personne, adulte # Tarif réduit|120,00||Tarif enfant de moins de 12 ans",,,,
ASCAQU033FS000DD,02/02/2015,Activité sportive,Océan Air,"Route de Biscarrosse
",Dune du Pilat,,,33115,PYLA-SUR-MER,33529,,+33 6 12 85 81 78,, -1.2239456,44.5838654,Oui,"
",Parapente,,,,01/05/2015|31/10/2015|||||,"Tarif de base|50,00|80,00|Vol tandem contemplatif  # Tarif de base|55,00|100,00|Vol adrénaline ",,,,
ASCAQU04001TXIK9,05/01/2015,Activité sportive,OJB Parachutisme SARL,,,Aérodrome,,40200,MIMIZAN,40184,+33 5 58 09 27 62,,www.ojbpara.com, -1.1645507,44.1442760,Oui,"
",Parachutisme Parachutisme Parachutisme Parachutisme Parachutisme,,,,15/03/2015|15/11/2015|09:00|20:00|||,"Tarif de base|28,00|260,00|",,,,
ASCAQU040FS001N5,02/01/2015,Activité sportive,Parachute ascensionnel Maguide ,,,Port maguide,,40600,BISCARROSSE LAC,40046,,+33 6 19 55 09 19,www.bisca-skinautic.com, -1.1974453,44.4569843,Oui,"
",Parachute ascensionnel Ski nautique,,,,15/05/2015|30/09/2015|||||,,,,,
ASCAQU024FS00052,16/04/2015,Activité sportive,Parapente Dordogne,,Mr Jean Marie MAS,,,24370,SIMEYROLS,24535,,+33 6 81 21 97 73,www.parapente-dordogne.com,1.3383610,44.9065530,,"
",Parapente Parapente Parapente,,,,01/03/2015|30/10/2015|||||,"Tarif de base||60,00|",,,,
ASCAQU024FS000BK,02/02/2015,Activité sportive,Périgord Dordogne Montgolfières,,Camping Le Garrit,,,24220,SAINT CYPRIEN,24396,+33 5 53 29 20 56,+33 6 83 26 47 66,www.perigord-dordogne-montgolfieres.com,1.0389320,44.8555319,Oui,"
",Montgolfière ,,,,01/01/2015|31/12/2015|||||,"Tarif de base|200,00|200,00|par passager pour un vol d'une heure (de 1 à 4 personnes) # Tarif de base|110,00|110,00|enfant de moins de 12 ans",,,,
ASCAQU033FS000DI,02/02/2015,Activité sportive,Sand Fly,"Plage le Petit Nice
",Route de Biscarrosse,,,33115,PYLA-SUR-MER,33529,,+33 6 63 21 27 82,www.sand-fly.com, -1.2263488,44.5816647,Oui,"
",Parapente,,,Ecole Française de Vol Libre,13/04/2015|30/09/2015|||||,"Tarif de base|55,00|90,00|Vol biplace découverte # Tarif de base|120,00||Cours particulier (4h) 1 participant # Tarif de base|160,00||Cours particulier (4h) 2 participants",,,,
ASCAQU040V5003UP,30/04/2015,Activité sportive,Sud Landes Kite,,,179 Avenue des Furets,,40150,HOSSEGOR,40304,,+33 6 58 01 35 02,www.sudlandeskite.com, -1.4091925,43.6608186,,"
",Kite-surf,,,,,|||cours découverte - séance de 1h30 # |||cours particulier - séance 2h # |||navigation surveillée - tarif à l'heure ,,,,
ASCAQU040FS000J5,02/01/2015,Activité sportive,Surf n'kite,,,383 avenue des landes,,40460,SANGUINET,40287,,+33 6 11 34 64 05,http://www.surfnkite.fr/, -1.0835159,44.4753377,,"
",Voile Kite-surf,,,,,,,,,
ASCAQU033FS00108,18/05/2015,Activité sportive,UCPA Hourtin - Ecole de Voile,"Base Nautique 
",,,,33990,HOURTIN,33203,+33 5 56 09 20 69,,, -1.0572020,45.1860890,,"
",Planche à voile Voile Wake board Catamaran Kite-surf,,,,04/07/2015|30/08/2015|||||,"Tarif de base|129,00||Stage de catamaran : cours collectif de 5 séances de 2h30 (15 ans et +) # Tarif de base|129,00||Stage catamaran : cours collectif de 5 séances de 2h (7 à 14 ans) # Tarif de base|106,00||Stage planche à voile : cours collectif 5 séances de 2h (adultes / enfants) # Tarif de base|106,00||Stage Optimist : cours collectif de 5 séances de 2h (7 à 12 ans) # Tarif de base|80,00||Jardin nautique : 6 enfants maximum 3 séances de 2h (5 à 7 ans) # Tarif de base|20,00||Séance découverte catamaran 1h30 à partir de 7 ans  # Tarif de base|16,50||Séance découverte planche à voile 1h30 à partir de 8 ans # Tarif de base|24,00||Séance découverte wakeboard à partir de 15 ans  # Tarif de base|70,00||Séance découverte Kite Surf 3h à partir de 13 ans",,,,
ASCAQU040FS001QT,30/04/2015,Activité sportive,Vertical T'Air,"Départ Aérodrome de Biscarrosse
",,,,40600,BISCARROSSE VILLE,40046,,+33 6 17 18 01 44 # +33 6 15 83 69 50,http://www.vertical-tair-parachutisme.fr/, -1.1335181,44.3703329,Oui,"
",Parachutisme,,,,,,,,,
ASCAQU033FS0016T,30/01/2015,Activité sportive,Vertical T'air Parachutisme,"Aérodrome Villemarie
",,,,33260,LA TESTE-DE-BUCH,33529,,+33 6 15 83 69 50 # +33 6 17 18 01 44,www.vertical-tair-parachutisme.fr, -1.1189559,44.6020558,Oui,"
",Parachutisme,,,,01/04/2015|30/11/2015|||||,"Tarif de base|285,00||Saut sur aérodrome week-end # Tarif de base|450,00||Saut sur plage avec vidéo # Tarif de base|90,00||Option vidéo # Tarif de base|250,00||Saut sur aérodrome semaine # Tarif de base|250,00||Saut sur aérodrome semaine",,,,
ASCAQU033FS000DG,02/02/2015,Activité sportive,Waggas school,"Aire d'envol du Pyla camping
",,,,33115,PYLA-SUR-MER,33529,,+33 6 32 04 32 07,www.waggaschool.com , -1.1775326,44.5207596,Oui,"
",Parapente,,,,01/04/2015|30/09/2015|||||,"Tarif de base|50,00||Vol contemplatif (10 min) # Tarif de base|60,00||Vol sensation (10 min)",,,,
ASCAQU033FS00087,18/05/2015,Activité sportive,Windy Gliss ,"Le Montaut
",,,,33121,CARCANS-MAUBUISSON,33097,,+33 6 10 50 73 96,http://windygliss.com/, -1.142705,45.070532,Oui,"
",Char à voile Canoé kayak Kite-surf Stand-up-paddle-board,,,Famille Plus,01/01/2015|31/12/2015|||||,"Tarif de base|27,00|36,00|",,,,
