Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,LABELS_CLASSEMENT,LABELS_THEMES,CLASSEMENT,CHAINES,LOGIS_CLASSEMENT,LOGIS_THEMES,CAPACITE_NBRE_PERS,OUVERTURE,TARIFS,EQUIPEMENTS,SERVICES
HOTAQU06401HGTLK,29/01/2020,Hôtel - Restaurant,Auberge du Relais,,,460 grand route,,64300,BERENX,64112,+33 5 59 65 30 56,,contact@auberge-du-relais.com,http://www.auberge-du-relais.com # http://www.logisdefrance64.fr, -0.8564990,43.5023030,Oui,Accès Internet # Câble / satellite # Climatisation / air conditionné # Sèche-cheveux # Télévision # Terrasse privative,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,Hébergement pêche,,,2 étoiles,Logis,2 cocottes # 3 cheminées2 cocottes # 3 cheminées,Famille enfants,45,15/01/2020|23/12/2020|||||Dimanche soir - Vendredi soir,"Chambre double|72,00|76,00| # Chambre single|60,00|65,00| # |57,00|60,00|Par personne base chambre double # Chambre familiale|96,00|100,00|4 personnes # Autre tarif|86,00|90,00|Chambre triple # |70,00|75,00|Par personne base chambre double # Petit-déjeuner|9,00|9,00|",Bar # Jardin # Local matériel fermé # Parking privé # Piscine # Restauration # Salle(s) de réunion # Terrasse,Matériel bébé # Wifi
HOTAQU064FS0003W,24/01/2020,Hôtel - Restaurant,Auberge Etchoinia,,,Place du Fronton ,,64220,LASSE,64322,+33 5 59 37 01 57,,aubergeetchoinia@sfr.fr,http://www.auberge-etchoinia-pays-basque.com, -1.2601554,43.1570344,Oui,Accès Internet # Climatisation / air conditionné # Télévision # Wifi,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,,,,2 étoiles,,,,12,04/03/2020|28/12/2020|||||,"Autre tarif|||Demi-pension par jour et par personne # Chambre familiale|105,00|105,00|Chambre communicante # Chambre double|60,00|60,00| # Petit-déjeuner|8,00|8,00|Gestion libre avec produits locaux # Autre tarif|13,00|13,00|Lit supplémentaire",Bar # Fronton /Pelote basque # Local matériel fermé # Parking privé # Restauration # Terrasse,Matériel bébé # Wifi
HOTAQU064FS0003O,06/01/2020,Hôtel - Restaurant,Auberge La Caverne,,,Départementale 934,,64440,LARUNS,64320,+33 5 59 05 34 40,+33 7 69 19 10 83 # +33 6 11 71 45 19,contactlacaverne64@gmail.com,https://www.hotel-la-caverne.com/fr, -0.4407754,42.9517836,Oui,Accès Internet # Coffre # Sèche-cheveux # Télévision # Terrasse privative # Wifi,,,,,2 étoiles,,,,23,01/01/2020|31/03/2020||||| # 04/05/2020|10/11/2020||||| # 25/12/2020|31/12/2020|||||,"Chambre double|65,00|65,00| # Autre tarif|58,00|58,00|1/2 pension  (tarif / pers sur base 2 pers) # Petit-déjeuner|8,50|8,50|",Bar # Local matériel fermé # Restauration # Terrasse,Matériel bébé # Wifi
HOTAQU024FS00004,29/01/2020,Hôtel - Restaurant,Auberge Médiévale,,,,Le Bourg,24260,AUDRIX,24015,+33 5 53 07 24 02,,info@auberge-medievale.fr,http://www.auberge-medievale.fr,0.94727554,44.8798473,Oui,Accès Internet # Coffre # Sèche-cheveux # Télévision # Terrasse privative # Wifi,,,,,2 étoiles,,,,15,13/03/2020|31/10/2020|||||,"Chambre double|50,00|65,00|Menu de 15€ à 33€ + carte # Petit-déjeuner|7,50||",Bar # Restauration # Terrasse,Matériel bébé # Wifi
HOTAQU024FS0008L,22/01/2020,Hôtel,Aux Cyprès de Marquay,,,,Le Bourg,24620,MARQUAY,24255,+33 5 53 29 67 02,,contact@auxcypres.fr,http://www.hotel-sarlat-dordogne-perigord.com,1.134895,44.942863,Oui,Accès Internet # Climatisation / air conditionné # Sèche-cheveux # Télévision # Terrasse privative # Wifi,,,,,3 étoiles,,,,35,27/03/2020|02/11/2020|||||,"Chambre double|70,00|128,00| # Chambre single|70,00|128,00| # Chambre familiale|95,00|138,00| # Petit-déjeuner|8,80|10,80|",Bar # Jardin # Jeux pour enfants # Parc # Parking privé # Piscine # Restauration # Terrasse,Location de vélos # Matériel bébé # Paniers pique-nique # Vente de produits touristiques # Wifi
HOTAQU033V50DZY8,03/01/2020,Hôtel,B&B Hôtel Bordeaux Est,,,6 allée Fenelon,Parc Tertiaire Fénelon,33370,TRESSES,33535,+33 8 90 64 97 28,,bb_4604@hotelbb.com,http://www.hotel-bb.com, -0.4925944,44.8404623,Non,Accès Internet # Câble / satellite # Climatisation / air conditionné # Sèche-cheveux # Télévision # Wifi,,,,,2 étoiles,B&B,,,157,01/01/2020|31/12/2020|||||,"|52,00|120,00| # Chambre double|72,00|180,00| # Chambre familiale|52,00|120,00| # Chambre single|3,00|6,85| # Petit-déjeuner|9,50|20,00|",Ascenseur # Bar # Jardin # Parking privé # Restauration # Terrasse,Matériel bébé # Wifi
HOTAQU064FS00034,03/01/2020,Hôtel,B&B Hôtel Pau Zénith,,,1 rue de Tiredous,,64000,PAU,64445,+33 5 59 84 11 11,,bb_4634@hotelbb.com,https://www.hotel-bb.com/fr/hotel/pau-zenith?utm_source=pau-tourisme&utm_medium=linking-local&utm_content=lien-texte-site-partenaire&utm_campaign=pau-zenith, -0.3587079,43.3298604,Oui,Accès Internet # Câble / satellite # Canal + # Climatisation / air conditionné # Sèche-cheveux # Télévision # Wifi,,,,,2 étoiles,B&B,,,126,01/01/2020|31/12/2020|||||,"Chambre double|43,00|89,00| # Petit-déjeuner|6,85|6,85|enfant/adulte",Ascenseur # Parking privé,Matériel bébé # Wifi
HOTAQU04001WBFON,27/01/2020,Hôtel - Restaurant,BAYA Hôtel & Spa ,,,85 avenue du Mal De Lattre de Tassigny,,40130,CAPBRETON,40065,+33 5 58 41 80 00,,contact@baya-hotel-capbreton.com,https://www.baya-hotel-capbreton.com/ , -1.4454531,43.6502210,Oui,Accès Internet # Câble / satellite # Canal + # Climatisation / air conditionné # Coffre # Sèche-cheveux # Télévision # Terrasse privative # Wifi,,Accueil Vélo # Vélodyssée,,,3 étoiles,Hôtels et Préférence,,,148,,"Chambre single|110,00|399,00|B&B # Chambre double|110,00|399,00|B&B # Chambre familiale|143,00|340,00| # Soirée étape affaires|105,00|155,00|",Ascenseur # Bar # Garage privé # Jardin # Local matériel fermé # Parking privé # Piscine # Restauration # Salle de sport # Sauna # Spa / Jacuzzi # Terrasse,Location de vélos # Matériel bébé # Service en chambre # Wifi
HOTAQU064FS0002F,03/01/2020,Hôtel,Beaumanoir Small Luxury Boutique Hotel Biarritz,,,10 avenue de Tamamès,,64200,BIARRITZ,64122,+33 5 59 24 89 29,,reception@lebeaumanoir.com,http://www.lebeaumanoir.com, -1.5412730,43.4777670,,Accès Internet # Câble / satellite # Coffre # Mini-bar # Sèche-cheveux # Télévision # Wifi,,,,,5 étoiles,Les Collectionneurs,,,23,01/04/2020|31/10/2020|||||,"Chambre double|250,00|500,00| # Autre tarif|450,00|2500,00|Apparetement",Bar # Jardin # Jeux pour enfants # Parc # Parking privé # Piscine # Terrasse,Navette gare ou aéroport # Service en chambre # Voiturier
HOTAQU024V50C4O3,03/01/2020,Hôtel,Bellaforme hotel suites et spa,,,1 allée Jean BOITEUX,Les Jarijoux,24750,CHAMPCEVINEL,24098,+33 5 53 03 33 06,+33 6 15 45 76 02,contact@bellaforme-hotel.com,https://www.bellaforme-hotel.com,0.74436936,45.2049537,Oui,Climatisation / air conditionné # Télévision # Wifi,,,,,3 étoiles,,,,8,01/01/2020|31/12/2020|||||,,Jardin # Parking privé # Sauna # Spa / Jacuzzi # Terrasse,Wifi
HOTAQU024FS00026,07/01/2020,Hôtel,Best Western Le Renoir,,,2 rue de l'Abbé Surgier,,24200,SARLAT-LA-CANEDA,24520,+33 5 53 59 35 98,,info@hotel-renoir-sarlat.com ,http://www.hotel-renoir-sarlat.com ,1.21651588,44.8850930,Oui,Accès Internet # Câble / satellite # Canal + # Climatisation / air conditionné # Coffre # Mini-bar # Sèche-cheveux # Télévision # Wifi,,,,,3 étoiles,Best Western,,,86,01/01/2020|31/12/2020|||||,"Chambre double|84,00|139,00|Confort # Chambre double|94,00|169,00|Supérieure # |115,00|193,00|Junior 2/3 pers # Chambre familiale|141,00|200,00|Duplex 3-4 pers # Petit-déjeuner|13,50|13,50|Buffet # Chambre single|84,00|169,00|",Ascenseur # Bar # Piscine,Matériel bébé # Wifi
HOTAQU047FS0003B,03/01/2020,Hôtel - Restaurant,Brit Hôtel Aquitaine,,,,ZI de Gaussens,47520,LE PASSAGE,47201,+33 5 53 96 36 35,,,https://www.brithotel.fr,0.60424804,44.1652132,Oui,Accès Internet # Câble / satellite # Canal + # Climatisation / air conditionné # Sèche-cheveux # Télévision # Wifi,,,,,3 étoiles,Brit Hôtel,,,84,,,Bar # Jardin # Parking privé # Restauration # Terrasse,Matériel bébé # Service en chambre
