Département;Budget;Type nomenclature;Exercice;Type fichier;Date vote;Dépense/Recette;Investissement/Fonctionnement;Réel/Ordre id/Ordre diff;Chapitre;Sous-chapitre;Opération;Article;Rubrique fonctionnelle;Libellé;Code devise;Montant; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A28185;R01;Amortissement du matériel de téléphonie;E;38973,42; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A281848;R01;Amortissement des autres matériels de bureau et mobiliers;E;118062; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A281841;R01;Amortissement matériel du bureau et mobilier scolaires;E;296781,27; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A281838;R01;Amortissement autre matériel informatique;E;429495,34; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A281831;R01;Amortissement du matériel informatique scolaire;E;317039,11; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A28182;R01;Amortissement du matériel de transport;E;243048,07; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A28181;R01;Amortissement des installations générales, agencements et aménagements divers;E;973; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A2817314;R01;Amortissement des bâtiments culturels et sportifs reçus au titre d une mise à disposition;E;175; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A2817312;R01;Amortissement des bâtiments scolaires reçus au titre d une mise à disposition;E;361944; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A28157;R01;Amortissement du matériel et outillage techniques;E;347232,79; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A28152;R01;Amortissement des installations de voirie;E;48754; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A281351;R01;Amortissement des installations générales, agencements, aménagement des bâtiments publics;E;28357,45; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A281328;R01;Amortissement des autres bâtiments privés;E;1432; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A281321;R01;Amortissement des immeubles de rapport;E;49882,38; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A281318;R01;Amortissement des autres bâtiments publics;E;473; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A281314;R01;Amortissement des bâtiments culturels et sportifs;E;26633; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A281313;R01;Amortissement des bâtiments sociaux et médico-sociaux;E;26162; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A281312;R01;Amortissement des bâtiments scolaires;E;640660; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A281311;R01;Amortissement des bâtiments administratifs;E;114430; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A28121;R01;Amortissement des plantations;E;1228; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A2808;R01;Amortissement des autres immobilisations incorporelles;E;4389,48; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A2805;R01;Amortissement des concessions et droits similaires, brevets, licences, droits et valeurs similaires;E;600917,99; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A280442;R01;Amortissement subv, d équipement en nature - Personnes de droit privé;E;125454; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A280441;R01;Amortissement subv, d équipement en nature - Organismes publics;E;5756; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A28042;R01;Amortissement des subventions d équipement versées aux personnes de droit privé;E;3012508,06; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A280418;R01;Amortissement des subventions d équipement versées aux organismes publics divers;E;169824; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A2804178;R01;Amortissement des subventions d équipement versées aux autres établissement publics locaux;E;1566763; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A280415;R01;Amortissement des subventions d équipement versées aux structures intercommunales;E;7811; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A280414;R01;Amortissement des subventions d équipement versées aux communes;E;5305522; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A280412;R01;Amortissement des subventions d équipement versées aux régions;E;2007; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A280411;R01;Amortissement des subventions d équipement versées à l état;E;817241; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A28033;R01;Amortissement des frais d insertion;E;1353,82; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A28031;R01;Amortissement des frais d études;E;86060; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A2182,;R01;Matériel de transports M,O,;E;223687,22; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A2157,;R01;Matériel et outillage technique M,O,;E;172301,66; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A21321,;R01;Immeubles de rapport M,O,;E;62046,75; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A2115,;R01;Terrains bâtis - MO;E;140,93; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A2111,;R01;Terrains nus - MO;E;276,94; 
C410;B00;M52;2010;CA;20/06/2011;R;I;OE;C040;;;A192;R01;Différences sur réalisations d immobilisations postérieures au 01/01/2004;E;15120,54; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C77;;;A7788;R221;Produits exceptionnels divers;E;3018,14; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C77;;;A7788;R0202;Produits exceptionnels divers;E;4679,59; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C77;;;A775;R621;Produits des cessions d immobilisations;E;4561; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C77;;;A775;R60;Produits des cessions d immobilisations;E;17179,86; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C77;;;A775;R33;Produits des cessions d immobilisations;E;225; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C77;;;A775;R0202;Produits des cessions d immobilisations;E;72524,14; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C77;;;A773;R58;Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale;E;545; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C77;;;A773;R51;Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale;E;20,1; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C77;;;A773;R0202;Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale;E;8710,75; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C77;;;A773;R0201;Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale;E;24537,35; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C77;;;A7718;R621;Autres produits exceptionnels sur opérations de gestion;E;1088,11; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C77;;;A7718;R0202;Autres produits exceptionnels sur opérations de gestion;E;2113369,23; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C77;;;A7714;R0202;Recouvrements sur créances admises en non valeur;E;1069,03; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C76;;;A768;R91;Autres produits financiers;E;2085,01; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C76;;;A768;R01;Autres produits financiers;E;29705,99; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R91;Autres produits divers de gestion courante;E;240; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R81;Autres produits divers de gestion courante;E;2232,91; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R738;Autres produits divers de gestion courante;E;18945; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R621;Autres produits divers de gestion courante;E;108756,72; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R60;Autres produits divers de gestion courante;E;425,25; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R58;Autres produits divers de gestion courante;E;217; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R50;Autres produits divers de gestion courante;E;30733,16; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R33;Autres produits divers de gestion courante;E;21396,15; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R32;Autres produits divers de gestion courante;E;1500; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R311;Autres produits divers de gestion courante;E;100,46; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R23;Autres produits divers de gestion courante;E;717,11; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R221;Autres produits divers de gestion courante;E;124376,87; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R20;Autres produits divers de gestion courante;E;322289,54; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R11;Autres produits divers de gestion courante;E;4411,8; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R023;Autres produits divers de gestion courante;E;228,66; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R0202;Autres produits divers de gestion courante;E;46363,99; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7588;R0201;Autres produits divers de gestion courante;E;73625,22; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A752;R0202;Revenus des immeubles;E;902646,46; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7518;R91;Recouvrements sur autres redevables;E;3780; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7518;R53;Recouvrements sur autres redevables;E;750; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7518;R52;Recouvrements sur autres redevables;E;62789,72; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7518;R51;Recouvrements sur autres redevables;E;16682,93; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7518;R42;Recouvrements sur autres redevables;E;1160,69; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7518;R315;Recouvrements sur autres redevables;E;84; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7513;R53;Recouvrements sur bénéficiaires, tiers-payants et successions;E;8022392,34; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7513;R52;Recouvrements sur bénéficiaires, tiers-payants et successions;E;1622132,08; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7513;R51;Recouvrements sur bénéficiaires, tiers-payants et successions;E;37225,25; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7513;R42;Recouvrements sur bénéficiaires, tiers-payants et successions;E;2740,85; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7512;R51;Recouvrements sur Sécurité Sociale et organismes mutualistes;E;289054,09; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7512;R41;Recouvrements sur Sécurité Sociale et organismes mutualistes;E;145286,83; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7511;R52;Recouvrements sur départements et autres collectivités publiques;E;17247,95; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C75;;;A7511;R51;Recouvrements sur départements et autres collectivités publiques;E;490761,32; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74888;R81;Autres;E;449901,7; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74881;R221;Participation des familles au titres de la restauration et de l hébergement scolaire;E;1005023,01; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74835;R01;Etat - compensation au titre des exonérations de taxe d habitation;E;1722675; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74834;R01;Etat - compensation au titre des éxonérations des taxes foncières;E;2236294; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74833;R01;Etat - Compensation au titre de la taxe professionnelle;E;984906; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A7482;R01;Compensation pour perte de taxe additionnelle aux droits d enregistrement ou la taxe de publicité foncière;E;28076; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74788;R58;Autres participations des autres organismes;E;508449; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A747813;R52;Dotation versée au titre de la MDPH;E;398719,6; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A747812;R52;Dotation versée au titre de la PCH;E;2563613,39; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A7476;R91;Participations de la sécurité sociale et des organismes mutualistes;E;26100; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A7476;R50;Participations de la sécurité sociale et des organismes mutualistes;E;16500; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A7475;R738;Participations des structures intercommunales et autres groupements de collectivités;E;13500; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A7475;R72;Participations des structures intercommunales et autres groupements de collectivités;E;35000; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A7474;R81;Participations des communes;E;649253,18; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A7474;R50;Participations des communes;E;20540; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A7473;R81;Participations des départements;E;74396,09; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A7473;R221;Participations des départements;E;42234; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74718;R72;Autres participations de l Etat;E;18631; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74718;R50;Autres participations de l Etat;E;2941,11; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74718;R315;Autres participations de l Etat;E;2500; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74718;R313;Autres participations de l Etat;E;10000; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74718;R04;Autres participations de l Etat;E;150000; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74718;R0202;Autres participations de l Etat;E;9369,28; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74718;R0201;Autres participations de l Etat;E;1492,54; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A7461;R01;DGD;E;2269317; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74123;R01;Dotation de compensation;E;7948528; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A74121;R01;Dotation de fonctionnement minimale;E;9602361; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C74;;;A7411;R01;Dotation forfaitaire;E;47928772,51; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C731;;;A7318;R01;Autres impôts locaux ou assimilés;E;50875166; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C731;;;A7311;R01;Contributions directes;E;64701188; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C73;;;A7352;R01;Taxe Intérieure sur les Produits Pétroliers;E;20649332,66; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C73;;;A7351;R01;Taxe sur l électricité;E;3379172,4; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C73;;;A7342;R01;Taxe sur les conventions d assurance;E;19031380,76; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C73;;;A7324;R71;Taxe destinée au financement des dépenses des conseils d architecture, d urbanisme et d environnement;E;426121; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C73;;;A7323;R01;Taxe départementale sur les espaces naturel sensibles;E;843440; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C73;;;A7322;R01;Taxe départementale additionnelle à certains droits d enregistrement;E;318674,02; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C73;;;A7321;R01;Taxe départementale de publicité foncière et droit départemental d enregistrement;E;24109637,48; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C70;;;A70878;R313;Remboursements des frais par des tiers;E;1713,18; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C70;;;A70878;R221;Remboursements des frais par des tiers;E;11782,35; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C70;;;A70878;R0202;Remboursements des frais par des tiers;E;183682,24; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C70;;;A7083;R621;Locations diverses (autres qu immeubles);E;187928,39; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C70;;;A7068;R315;Autres redevances et droits;E;4211,85; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C70;;;A70632;R33;Redevances et droits des services à caractère de loisirs;E;1340343,88; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C70;;;A7038;R63;Autres redevances et recettes;E;12000; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C70;;;A70323;R95;Redevance d occupation du domaine public départemental;E;13612; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C70;;;A70323;R60;Redevance d occupation du domaine public départemental;E;418031,1; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C017;;;A773;R568;Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale;E;240,14; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C017;;;A7718;R567;Autres produits exceptionnels sur opérations de gestion;E;12468,2; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C017;;;A75343;R568;Recouvrements indus RSA -alloc forfaitaires majorées;E;1199,88; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C017;;;A75342;R568;Recouvrements indus RSA - alloc forfaitaires;E;67014,15; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C017;;;A75341;R568;Recouvrements indus RSA expérimental;E;46322,2; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C017;;;A74788;R568;Autres participations des autres organismes;E;1596309,93; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C017;;;A74718;R568;Autres participations de l Etat;E;3050553; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C016;;;A7533;R552;Recouvrement des indus d APA;E;28962,67; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C016;;;A7533;R551;Recouvrement des indus d APA;E;855137,72; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C016;;;A747811;R550;Dotation versée au titre de l APA;E;11764198,2; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C015;;;A773;R548;Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale;E;7111,01; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C015;;;A75344;R5472;Recouvrements indus RSA versements facultatifs;E;458,22; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C015;;;A7532;R5472;Recouvrement des indus - RMA;E;7098,83; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C015;;;A7531;R548;Recouvrement des indus - RMI;E;263838,46; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C015;;;A74788;R548;Autres participations des autres organismes;E;146144,2; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C015;;;A74783;R548;Fonds de mobilisation départemental pour l insertion;E;2680722; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C015;;;A74771;R548;Fonds social européen;E;47992,61; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C015;;;A74718;R548;Autres participations de l Etat;E;100656,9; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C013;;;A6459;R60;Remboursements sur charges de Sécurité Sociale et de prévoyance;E;360,72; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C013;;;A6459;R50;Remboursements sur charges de Sécurité Sociale et de prévoyance;E;16366,98; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C013;;;A6459;R30;Remboursements sur charges de Sécurité Sociale et de prévoyance;E;11019,14; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C013;;;A6459;R20;Remboursements sur charges de Sécurité Sociale et de prévoyance;E;4874,83; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C013;;;A6459;R0201;Remboursements sur charges de Sécurité Sociale et de prévoyance;E;67152,98; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C013;;;A6419;R80;Remboursements sur rémunérations du personnel;E;1450,71; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C013;;;A6419;R60;Remboursements sur rémunérations du personnel;E;27708,51; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C013;;;A6419;R51;Remboursements sur rémunérations du personnel;E;31390,52; 
C410;B00;M52;2010;CA;20/06/2011;R;F;OR;C013;;;A6419;R50;Remboursements sur rémunérations du personnel;E;752253,11; 
