Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
PNAAQU064V58956S,10/01/2020,Autre type de site naturel,Bec de la Bidouze,,,D261,"""Les Haches""",64520,GUICHE,64250,+33 5 59 56 03 49,,office.tourisme.bidache@wanadoo.fr,http://www.tourisme-pays-de-bidache.com/, -1.2129138,43.5323097,Oui,"
",,,,,,Gratuit|||Visite libre,Visite libre,,,
PNAAQU033FS00035,07/01/2020,Autre type de site naturel,Bocage humide des bords de Garonne,,,,,33140,CADAUJAC,33080,+33 5 56 91 33 81 # +33 5 56 72 27 98 # +33 5 56 78 47 72,,,http://www.otmontesquieu.com, -0.4736888,44.7117740,Oui,"
Espace Naturel Sensible # Natura 2000",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous # Visite libre,Français,,
PNAAQU064FS0003G,03/01/2020,Forêts,Bois de la ville,,,Avenue du bois de la ville,,64120,SAINT-PALAIS,64493,+33 5 59 65 73 06,,,, -1.0385195,43.3252674,,"
Non classé",,,,,,,Visite libre,,,
PNAAQU064FS0003C,03/01/2020,Forêts,Bois de Mixe,,,,,64120,OREGUE,64425,+33 5 59 65 71 78,,,, -1.1347230,43.3944780,,"
Non classé",,,,,,,,,,
PNAAQU047FS0000R,03/01/2020,Autre type de site naturel,Butte de la vierge,,,Rue des Moulins,,47290,MONBAHUS,47170,+33 5 53 01 62 17,,mairie.monbahus@orange.fr,www.monbahus.fr,0.536142,44.548902,Oui,"
",,,,,01/01/2020|31/12/2020|||||,Gratuit|||,Visite guidée uniquement sur rendez-vous # Visite libre,Français,,
PNAAQU033FS0004H,28/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Canal des Étangs du Porge ,,,Avenue de l'Océan ,,33680,LE PORGE,33333,+33 5 56 26 50 15,,,https://www.mairie-leporge.fr/, -1.1367416,44.8736477,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PNAAQU033FS0002M,07/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Canal des Landes ,,,,,33260,LA TESTE-DE-BUCH,33529,+33 5 57 52 99 60 # +33 5 56 54 63 14,,,http://www.tourisme-latestedebuch.fr, -1.1549376,44.538949,Oui,"
Espace Naturel Sensible # Non classé",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PNAAQU064FS00040,03/01/2020,Autre type de site naturel,Cascade du Gros Hêtre,,,Route de Gourette,,64440,EAUX-BONNES,64204,+33 5 59 05 33 08 # +33 5 59 05 12 17,,,, -0.3714430,42.9667550,Oui,"
Non classé",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|",Visite libre,,,
PNAAQU024V500702,03/01/2020,Autre type de site naturel # Forêts,Causse de l'Isle,,,,,24420,SAVIGNAC-LES-EGLISES,24527,+33 5 53 52 29 79,,tourisme@naturellementperigord.fr,http://www.naturellementperigord.fr,0.91643625,45.2889757,Oui,"
Site classé # Site inscrit # ZNIEFF",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PNAAQU040V50GHCG,03/01/2020,Autre type de site naturel # Forêts,Chêne de Nerthe,,,,,40140,MAGESCQ,40168,,,,, -1.2161850,43.7808750,,"
",,,,,,,,,,
PNAAQU000V500SE1,03/01/2020,Autre type de site naturel,Cingle de Limeuil,,,,,24510,LIMEUIL,24240,+33 5 53 63 38 90,,tourisme.limeuil@orange.fr,http://www.limeuil-en-perigord.com/fr/ot/index.php,0.87967147,44.8841081,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PNAAQU064FS0003P,09/01/2020,"Montagne (pic, cirque, col, ...)",Cirque d'Anéou,,,RD 934,,64440,LARUNS,64320,+33 5 59 05 31 41,,,, -0.4240035,42.8135365,Oui,"
Parc naturel national",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|",Visite libre,,,
PNAAQU064FS00046,03/01/2020,"Montagne (pic, cirque, col, ...)",Cirque de Lescun,,,Mairie,,64490,LESCUN,64336,+33 5 59 34 57 57,,aspe@pyrenees-bearnaises.com,https://www.pyrenees-bearnaises.com/, -0.6349611,42.9342788,Oui,"
Non classé",,,,,,,Visite libre,Anglais # Béarnais # Espagnol # Français,,
PNAAQU064FS0004C,03/01/2020,"Forêts # Montagne (pic, cirque, col, ...)",Col de Lizarrieta,,,,,64310,SARE,64504,,,sare@otpaysbasque.com,, -1.6188365,43.2607959,Oui,"
Non classé",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|",Visite libre,,,
PNAAQU064FS00043,06/01/2020,"Montagne (pic, cirque, col, ...)",Col d'Organbidexka,,,,,64560,LARRAU,64316,+33 5 59 28 57 29,,mathieu.sannier@lpo.fr # jeanpaulurcun.lpo@neuf.fr,http://www.lpoaquitaine.org, -1.0210847,43.0354270,Oui,"
Non classé",,,,,,,Visite guidée uniquement sur rendez-vous # Visite libre,Français,,
PNAAQU064FS0002T,03/01/2020,Autre type de site naturel,Colline de Cénitz,,,Sentier de Cénitz,,64210,GUETHARY,64249,+33 5 59 26 57 83,,,, -1.6173800,43.4230530,,"
Domaine du Conservatoire de l'Espace Littoral",,,,,,,Visite libre,,,
PNAAQU033FS0004I,28/01/2020,Autre type de site naturel # Dune,Cordon dunaire du Porge ,,,Le Porge-Océan,,33680,LE PORGE,33333,+33 5 56 26 50 15,,,https://www.mairie-leporge.fr/, -1.2151050,44.8954037,Oui,"
Domaine du Conservatoire de l'Espace Littoral # Natura 2000 # ZNIEFF",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PNAAQU047FS0000K,03/01/2020,Autre type de site naturel,Coteaux du fumelois,,,,,47500,MONTAYRAL,47185,,,,,1.00087165,44.4636808,Oui,"
",,,,,,,Visite libre,,,
PNAAQU064FS0003L,03/01/2020,"Rocher, falaise, gorge",Croix Archiloa,,,,,64500,SAINT-JEAN-DE-LUZ,64483,,,,, -1.6501379,43.4048292,Oui,"
Espace Naturel Sensible # Site inscrit",,,,,,,Visite libre,,,
PNAAQU033V50LR7N,07/01/2020,Dune,Découverte de la dune Saint Nicolas au Verdon-sur-Mer,,Chalet CPIE Médoc,15 route de Soulac,,33123,LE VERDON-SUR-MER,33544,+33 5 56 09 65 57,,contact@curuma.org,http://www.curuma.org, -1.064967,45.550423,Oui,"
",,,,,01/01/2020|31/12/2020|||||,Plein tarif|||pour les individuels # Gratuit|||pour les enfants de moins de 12 ans,Visite guidée uniquement sur rendez-vous,,,
PNAAQU033FS0000A,07/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Delta de la Leyre,,,Maison de la Nature du Bassin d'Arcachon,,33470,LE TEICH,33527,+33 5 24 73 37 33 # +33 5 56 22 80 46,,,http://www.leteich-tourisme.com # http://www.parc-landes-de-gascogne.fr, -1.0124158,44.6413151,Oui,"
Domaine du Conservatoire de l'Espace Littoral # Espace Naturel Sensible # Parc naturel régional",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous # Visite libre,,,
PNAAQU064FS00003,03/01/2020,Autre type de site naturel,Domaine d'Abbadia,,Larretxea,Rue d'Armatonde,,64700,HENDAYE,64260,+33 5 59 20 37 20,,abbadia@hendaye.com,http://www.abbadia.fr, -1.7564070,43.3765045,Oui,"
Domaine du Conservatoire de l'Espace Littoral # Espace Naturel Sensible",,,,,,"Gratuit|0,00||Possibilité de participation libre",Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre,Basque # Espagnol # Français,,
PNAAQU040V50NS8J,29/01/2020,Autre type de site naturel # Dune,Domaine de La pointe,,lieu dit Campan lieu dit Campan ,1 route de la Pointe,,40130,CAPBRETON,40065,+33 5 58 73 81 57,+33 7 68 34 96 28,info@domainelapointe.fr,http://www.domainelapointe.com, -1.4360944,43.6224904,Oui,"
Non classé",,,,,01/01/2020|31/12/2020|||||,Gratuit|||Visite et dégustation individuel,Visite guidée,Anglais # Espagnol # Français,,
PNAAQU033FS00031,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Domaine de Loisirs des Lacs du Moulin Blanc,,,Moulin Blanc,,33920,SAINT-CHRISTOLY-DE-BLAYE,33382,+33 5 57 42 12 09,,,https://www.bbte.fr/activites-sportives-et-culturelles/domaine-de-loisirs-des-lacs-du-moulin-blanc/, -0.4757836,45.1523546,Oui,"
Natura 2000",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,Restauration,
PNAAQU033V50F9RR,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Domaine de Pachan,,,10 chemin Labarde,,33290,LUDON-MEDOC,33256,+33 5 57 88 57 00,,fdc33@chasseurdefrance.com,https://www.chasseurs33.com, -0.5850628,44.9926266,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
PNAAQU033FS0000D,07/01/2020,"Forêts # Lacs, étangs, plans d'eau, marais, sources",Domaine de Saint-Brice,,,,,33740,ARES,33011,+33 5 56 60 18 07 # +33 5 56 82 02 95,,,http://www.conservatoire-du-littoral.fr, -1.1258625,44.7521888,Oui,"
Domaine du Conservatoire de l'Espace Littoral",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous # Visite libre,,,
PNAAQU033FS0001L,17/01/2020,"Forêts # Lacs, étangs, plans d'eau, marais, sources",Domaine Départemental de Blasimon,,,,,33540,BLASIMON,33057,+33 5 56 71 59 62,,,http://www.gironde.fr/jcms/c_5115/les-domaines-d-hostens-et-blasimon, -0.0874491,44.7554094,Oui,"
Espace Naturel Sensible # Non classé",,,,,01/01/2020|31/12/2020|||||,Gratuit|||,Visite libre,,,
PNAAQU033FS0001J,07/01/2020,"Forêts # Lacs, étangs, plans d'eau, marais, sources",Domaine Départemental Gérard Lagors,,,,,33125,HOSTENS,33202,+33 5 56 88 70 29,,,http://www.cg33.fr/cg33/jcms/c_9971/domaine-g-lagors-a-hostens, -0.6453469,44.4962074,Oui,"
Espace Naturel Sensible # Natura 2000",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous # Visite libre,,,
PNAAQU033FS0000B,07/01/2020,"Forêts # Lacs, étangs, plans d'eau, marais, sources",Domaines de Certes - Graveyron,,,Avenue de Certes,,33980,AUDENGE,33019,+33 5 56 82 71 79 # +33 5 57 70 67 56,,,http://www.gironde.fr # http://www.conservatoire-du-littoral.fr, -1.0225868,44.6904405,Oui,"
Domaine du Conservatoire de l'Espace Littoral # Espace Naturel Sensible # Natura 2000 # Parc naturel régional # ZNIEFF",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous # Visite libre,,,
PNAAQU033FS0000E,07/01/2020,Dune,Dune de Camicas,,,,,33260,LA TESTE-DE-BUCH,33529,+33 5 56 54 02 22 # +33 5 56 54 63 14,,,, -1.1621475,44.6466432,Oui,"
Domaine du Conservatoire de l'Espace Littoral",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PNAAQU033FS0004P,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Embouchure du Dropt,,,Dropt,,33490,CAUDROT,33111,+33 5 56 62 81 23,,,http://www.valleedudropt.com, -0.1378333,44.5789212,Oui,"
Non classé",,,,,01/01/2020|31/12/2020|||||,,,,,
PNAAQU040V50GHE6,03/01/2020,Dune,Esplanade de Labenne océan,,,,,40530,LABENNE,40133,,,,, -1.4724119,43.5997817,Oui,"
",,,,,,,,,,
PNAAQU040V502HLE,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etang classé de Sainte-Foy,Route de l'étang,,,,40190,SAINTE-FOY,40258,+33 5 58 03 40 31,,contact@landesdarmagnac-tourisme.fr,, -0.3336582,43.9383208,Oui,"
Site classé",,,,,,,Visite libre,,,
PNAAQU024V5003BZ,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etang communal de Firbeix ,,,,,24450,FIRBEIX,24180,,,,,0.9746590,45.6021390,,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
PNAAQU024V5003C3,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etang communal de Saint Pierre de frugie ,,,,,24450,SAINT-PIERRE-DE-FRUGIE,24486,,,,,0.9981820,45.5744120,,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
PNAAQU040V502HLJ,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Étang de la Gaube,,,Route de Perquie,,40190,ARTHEZ-D'ARMAGNAC,40013,+33 5 58 03 40 31,,contact@landesdarmagnac-tourisme.fr,, -0.2657193,43.8893433,Oui,"
",,,,,,,Visite libre,,,
PNAAQU040V50I228,30/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etang de la Glacière,,,Route de la Glacière,,40990,SAINT-VINCENT-DE-PAUL,40283,,,,, -0.9911385,43.7667817,Oui,"
",,,,,,,,,,
PNAAQU033V50P3UI,07/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etang de la Levade,,,Le Bourg,,33480,SAINTE-HELENE,33417,+33 5 56 58 58 22,,,, -0.9771407,44.9577316,Oui,"
Non classé",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PNAAQU040FS0002C,03/01/2020,"Forêts # Lacs, étangs, plans d'eau, marais, sources",Étang de la Prade,,,,,40660,MESSANGES,40181,+33 5 58 48 93 10,,messanges@landesatlantiquesud.com,, -1.3873028,43.8176838,Oui,"
Non classé",,,,,,,Visite libre,,,
PNAAQU033FS0004G,28/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etang de Langouarde ,,,Route de l'Océan ,,33680,LE PORGE,33333,+33 5 56 26 50 15,,,https://www.mairie-leporge.fr/, -1.1540794,44.8621962,Oui,"
Natura 2000 # Réserve naturelle # Site classé # ZNIEFF",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PNAAQU040FS00057,30/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etang de l'Estey,,,Boulevard Albert Camus,,40100,DAX,40088,,,,, -1.0480611,43.7159287,Oui,"
Natura 2000",,,,,,,,,,
PNAAQU040FS00034,03/01/2020,"Forêts # Lacs, étangs, plans d'eau, marais, sources",Etang de Massy,D392,,,,40090,GAILLERES,40103,+33 5 58 71 38 39,,sophie.ducher@lemarsan.fr,http://www.parcnatureldumarsan.fr, -0.3662774,43.9359738,Oui,"
Natura 2000 # ZNIEFF",,,,,,,Visite libre,,,
PNAAQU040V50GHB5,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etang de Moïsan,,,,,40660,MESSANGES,40181,,,,, -1.3932274,43.8099373,Oui,"
",,,,,,,,,,
PNAAQU040V50GHBN,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etang de Moliets,,,,,40660,MOLIETS-ET-MAA,40187,,,,, -1.3661417,43.8523683,Oui,"
Natura 2000",,,,,,,,,,
PNAAQU033V50H2U8,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etang des sources,,,Rue de l'Eglise,,33360,LATRESNE,33234,+33 5 57 97 02 70,,mairie@mairie-latresne.fr,, -0.4808684,44.7853244,Oui,"
Non classé",,,,,01/01/2020|31/12/2020|||||,,Visite libre,Français,,
PNAAQU040V50GHC9,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etang d'Hardy,,,,,40140,SOUSTONS,40310,,,,, -1.3621075,43.7165735,Oui,"
Non classé",,,,,,,,,,
PNAAQU040V502HLU,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Étang du Lamond,,,Route de Villeneuve de Marsan,,40120,LACQUY,40137,+33 5 58 03 40 31,,contact@landesdarmagnac-tourisme.fr,, -0.2855762,43.9540340,Oui,"
Non classé",,,,,,,Visite libre,,,
PNAAQU040FS0000T,03/01/2020,"Forêts # Lacs, étangs, plans d'eau, marais, sources",Etang et Arborétum de Moré,Avenue Nelson Gaston,,,,40110,MORCENX-LA-NOUVELLE,40197,+33 5 58 04 79 50,,,http://www.paysmorcenais.fr, -0.9142041,44.0265352,Oui,"
",,,,,,,Visite libre,,,
PNAAQU024FS0000M,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etang Grolhier,,,,,24360,PIEGUT-PLUVIERS,24328,+33 5 53 60 74 75,,,,0.67654061,45.6636501,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
PNAAQU040V506IZ4,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etangs de Garanx,,,,,40350,POUILLON,40233,,,,, -0.9975900,43.6051710,,"
Non classé # Site privé",,,,,,,Visite libre,,,
PNAAQU024FS00020,03/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Etangs de Saint Estèphe,,,,,24360,SAINT-ESTEPHE,24398,,,,,0.67188262,45.5927200,Oui,"
Site inscrit",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PNAAQU024V507O2S,03/01/2020,"Rocher, falaise, gorge",Falaise de Jumilhac le Grand,,,,,24630,JUMILHAC-LE-GRAND,24218,,,,,1.06071983,45.4908590,Oui,"
Site inscrit",,,,,01/01/2020|31/12/2020|||||,,,,,
PNAAQU024V507O2X,31/12/2018,"Rocher, falaise, gorge",Falaise de la Forge du Boulou,,,,,24310,PAUSSAC-ET-SAINT-VIVIEN,24319,,,,,0.55732599,45.3319660,Oui,"
Site inscrit",,,,,,,,,,
PNAAQU024V507O5U,03/01/2020,"Rocher, falaise, gorge",Falaise des Roches Enchantées,,,,,24160,EXCIDEUIL,24164,+33 5 53 52 29 79,,,https://www.naturellementperigord.fr,1.04980175,45.3345475,Oui,"
Site inscrit",,,,,01/01/2020|31/12/2020|||||,,,,,
PNAAQU024V507O2O,03/01/2020,"Rocher, falaise, gorge",Falaise du Château d'Excideuil,,,,,24160,EXCIDEUIL,24164,+33 5 53 52 29 79,,,,1.04980175,45.3345475,Oui,"
Site inscrit",,,,,01/01/2020|31/12/2020|||||,,,,,
PNAAQU024V507O2V,31/12/2018,"Rocher, falaise, gorge",Falaise du Moulin de Rochereuil,,,,,24350,GRAND-BRASSAC,24200,,,,,0.53598799,45.302007,Oui,"
Site inscrit",,,,,,,,,,
PNAAQU024V507O2Z,03/01/2020,"Rocher, falaise, gorge",Falaise du Rocher du Corbeau,,,,,24150,BAYAC,24027,,,,,0.72578499,44.7952885,Oui,"
Site inscrit",,,,,01/01/2020|31/12/2020|||||,,,,,
PNAAQU024V507O5T,03/01/2020,"Rocher, falaise, gorge",Falaise du terme de Montbrun,,,,,24150,BAYAC,24027,,,,,0.72578499,44.7952885,Oui,"
Site inscrit",,,,,01/01/2020|31/12/2020|||||,,,,,
PNAAQU024FS0001O,03/01/2020,"Rocher, falaise, gorge",Falaises de la Dordogne entre la Roque-Gageac et Beynac-et-Cazenac,,,,,24250,LA ROQUE-GAGEAC,24355,,,,,1.18433475,44.8249061,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous # Visite libre,Français,,
PNAAQU024FS0001P,03/01/2020,"Rocher, falaise, gorge",Falaises de la Vézère autour des Eyzies,,,,,24250,LES EYZIES,24172,,,,,1.18433475,44.8249061,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,Visite libre,Français,,
PNAAQU040FS0001A,23/01/2020,"Lacs, étangs, plans d'eau, marais, sources",Fleuve Adour,,,Quartier Péré,,40500,SAINT-SEVER,40282,,,,http://www.landes-chalosse.com/ # http://aappma-de-saint-sever-40500.e-monsite.com # http://www.peche-landes.com, -0.5697977,43.7673207,Oui,"
Natura 2000",,,,,,,Visite libre,,,
PNAAQU033FS00020,03/01/2020,Forêts,Forêt à chênes de Bellebat,,,,,33760,BELLEBAT,33043,+33 5 56 23 96 33 # +33 5 56 23 63 69,,communedebellebat@orange.fr,, -0.2133512,44.7329611,Oui,"
Non classé",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PNAAQU064V506F3A,03/01/2020,Forêts,Forêt de Bastard,,,Rue Suzanne Bacarisse,,64000,PAU,64445,+33 5 59 27 85 80,,,, -0.3620637,43.3366597,Oui,"
Espace Naturel Sensible",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|",Visite libre,,,
PNAAQU024FS00006,03/01/2020,Forêts,Forêt de Campagne,,,,,24260,CAMPAGNE,24076,+33 5 53 06 80 22 # +33 5 53 06 80 15,,,,0.97503662,44.9066814,Oui,"
Site inscrit",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous # Visite libre,,,
PNAAQU033FS0003T,07/01/2020,Forêts,Forêt de la Double,,,,,33230,SAINT-CHRISTOPHE-DE-DOUBLE,33385,+33 5 57 51 15 04,,,,0.015391,45.0804803,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
PNAAQU033V50F4RR,03/01/2020,Forêts,Forêt de Pins au Pian-Médoc,,,Rue Pasteur,,33290,LE PIAN-MEDOC,33322,+33 5 56 58 76 19,,infotourisme@medoc-estuaire.fr,http://www.cc-medoc-estuaire.fr, -0.6689357,44.9541534,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
PNAAQU064FS00035,03/01/2020,Forêts,Forêt de Saint-Pée-sur-Nivelle,,,route d'Ustaritz,,64310,SAINT-PEE-SUR-NIVELLE,64495,,,,, -1.5039880,43.4058060,,"
Non classé",,,,,,,Visite libre,,,
PNAAQU064V504G9V,03/01/2020,"Forêts # Montagne (pic, cirque, col, ...)",Forêt des Arbailles,,,,,64130,AUSSURUCQ,64081,+33 5 59 28 06 04,,,, -0.9643486,43.1270594,Oui,"
",,,,,,,,,,
PNAAQU033FS00042,07/01/2020,Forêts,Forêt des Landes de Gascogne,,,4 allée du Champ de Foire,,33770,BELIN-BELIET,33042,+33 5 57 71 99 99,,info@parc-landes-de-gascogne.fr  ,http://www.parc-landes-de-gascogne.fr, -0.8681476,44.5496494,,"
Parc naturel régional",,,,,01/01/2020|31/12/2020|||||,,,,,
PNAAQU064FS0001F,30/01/2020,Forêts,Forêt d'Iraty,,,,,64560,LARRAU,64316,+33 5 59 28 51 29,,info@chalets-iraty.com ,http://www.chalets-iraty.com, -1.0270500,43.0382187,Oui,"
Non classé",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|",Visite libre,,,
PNAAQU064FS00006,03/01/2020,Forêts,Forêt d'Iraty - Lac d'Iraty - L'Etxola,,,,Association Irati Soro,64220,MENDIVE,64379,+33 5 59 28 51 09,,etxola.cize@orange.fr,http://www.irati.org, -1.0732537,43.0485414,Oui,"
Natura 2000",,,,,,Gratuit|||Accès gratuit ,Visite libre,,,
PNAAQU064FS00047,03/01/2020,Forêts,Forêt d'Issaux,,Mairie,,,64490,LEES-ATHAS,64330,+33 5 59 34 57 57,,aspe@pyrenees-bearnaises.com,https://www.pyrenees-bearnaises.com/, -0.6653594,42.9948545,Oui,"
Non classé",,,,,,,Visite libre,,,
PNAAQU040V50D2I2,03/01/2020,Forêts,Forêt domaniale de Laveyron,,,,,40270,LUSSAGNET,40166,+33 5 58 45 45 98,,tourisme@cc-paysgrenadois.fr,, -0.2314389,43.7708893,Oui,"
",,,,,,,,,,
PNAAQU064FS00002,15/01/2020,Forêts,Forêt du Pignada,,,Promenade de La Barre,,64600,ANGLET,64024,,,,, -1.5160658,43.5194876,Oui,"
Espace Naturel Sensible # Non classé",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00||",Visite libre,,,
PNAAQU064V572YCA,03/01/2020,Forêts,Forêt d'Ustaritz,,,,,64480,USTARITZ,64547,+33 5 59 93 00 44,,,, -1.5044475,43.3840916,Oui,"
Natura 2000",,,,,,,Visite libre,,,
PNAAQU033FS0000G,07/01/2020,Forêts,Forêt usagère de La Teste de Buch,,,,,33260,LA TESTE-DE-BUCH,33529,+33 5 56 54 63 14,,,http://www.tourisme-latestedebuch.fr , -1.18374,44.560507,Oui,"
Site inscrit",,,,,01/01/2020|31/12/2020|||||,,Visite libre,,,
