Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C77,,,A7788,R58     ,Autres produits exceptionnels,E,563.2,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C77,,,A7788,R221    ,Autres produits exceptionnels,E,78411.43,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C77,,,A7788,R0202   ,Autres produits exceptionnels,E,-29102.88,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C77,,,A7788,R01     ,Autres produits exceptionnels,E,278,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C77,,,A773,R738    ,Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale,E,1683,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C77,,,A773,R72     ,Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale,E,11403,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C77,,,A773,R58     ,Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale,E,-500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C77,,,A773,R56     ,Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale,E,1195,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C77,,,A773,R52     ,Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale,E,12292.74,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C77,,,A773,R51     ,Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale,E,1000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C77,,,A773,R28     ,Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale,E,88.9,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C77,,,A7718,R928    ,Autres produits exceptionnels sur opérations de gestion,E,.5,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C77,,,A7718,R821    ,Autres produits exceptionnels sur opérations de gestion,E,-7670,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
