Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,LABELS_CLASSEMENT,LABELS_THEMES,CLASSEMENT,CHAINES,LOGIS_CLASSEMENT,LOGIS_THEMES,CAPACITE_NBRE_PERS,OUVERTURE,TARIFS,EQUIPEMENTS,SERVICES
"HLOAQU047FS0037G","01/04/2015","MeublésMeublés","Château de Pleneselve - La Bergerie","","","","Pleneselve","47240","BON-ENCONTRE","47032","","+33 6 45 38 29 62 # +32 475 45 55 63","www.chateaudepleneselve.com","0.726724","44.231086","Oui","Accès Internet # Chauffage # Cheminée # Congélateur # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Réfrigérateur # Sèche linge privatif # Télévision","","Clévacances","4 clés4 clés","","Non classé","","","","10","01/01/2015|31/12/2015|||||","Semaine moyenne saison|1200,00|1200,00| # Semaine haute saison|1850,00|1850,00| # Semaine très haute saison|1950,00|1950,00| # Semaine (meublé)|800,00|1950,00|BS:800€-MS:1200€-HS:1850€-THS:1950€ # Week-end (meublé)|450,00|450,00|3nuits:450€ # Semaine basse saison|800,00|1000,00|BS:800€-vacances Noël:1000€","Piscine partagée",""
"HLOAQU047FS0037H","01/04/2015","MeublésMeublés","Château de Pleneselve - Le Château","","","","Pleneselve","47240","BON-ENCONTRE","47032","","+33 6 45 38 29 62 # +32 475 45 55 63","www.chateaudepleneselve.com","0.726724","44.231086","Oui","Accès Internet # Chauffage # Cheminée # Combiné congélation # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Sèche linge privatif # Télévision","","Clévacances","4 clés4 clés","","Non classé","","","","10","01/01/2015|31/12/2015|||||","Semaine moyenne saison|1500,00|1500,00| # Semaine haute saison|2000,00|2000,00| # Semaine très haute saison|2200,00|2200,00| # Semaine (meublé)|1000,00|2200,00|BS:1000€-MS:1500€-HS:2000€-THS:2200€-vacancesNoël:1200€ # Semaine basse saison|1000,00|1200,00|BS:1000€-VacancesNoël:1200€ # Week-end (meublé)|600,00|600,00|3nuits:600€","Piscine partagée",""
"HLOAQU047FS0037F","24/03/2015","MeublésMeublés","Château de Pleneselve-Le Four à Pain","","","","Pleneselve","47240","BON-ENCONTRE","47032","","+33 6 45 38 29 62","www.chateaudepleneselve.com","0.726724","44.231086","Oui","Accès Internet # Chauffage # Congélateur # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Réfrigérateur # Sèche linge privatif # Télévision","","Clévacances","4 clés4 clés","","Non classé","","","","4","01/01/2015|31/12/2015|||||","Semaine moyenne saison|600,00|600,00| # Semaine haute saison|900,00|900,00| # Semaine très haute saison|990,00|990,00| # Semaine (meublé)|400,00|990,00|BS:400€-MS:600€-HS:900€-THS:990€ # Week-end (meublé)|195,00|250,00|2nuits:195€-3nuits:250€ # Semaine basse saison|400,00|500,00|BS:400€-vacances Noël:500€","Piscine partagée",""
"HLOAQU047V500PT4","27/01/2015","MeublésMeublés","City Break","","","8 avenue Foch","","47600","NERAC","47195","+33 5 53 97 20 57 # +33 5 53 47 80 87","+33 6 75 39 19 24","www.gites-de-france-47.com","0.33685579","44.139091","Oui","Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","City break PremiumCity break Premium","","Non classé","","","","4","01/01/2015|31/12/2015|||||","Semaine basse saison|300,00|350,00|BS:300€-Vacances de Noël:350€ # Semaine moyenne saison|400,00|400,00| # Semaine haute saison|450,00|450,00| # Semaine très haute saison|550,00|550,00| # Semaine (meublé)|300,00|550,00|BS:300/350€-MS:400€-HS:450€-THS:550€ # Week-end (meublé)|100,00|200,00|1nuit:100€-2nuits:150€-3nuits:200€","","Location de draps et/ou de linge"
"HLOAQU047V502I4J","30/03/2015","MeublésMeublés","City Break","40 avenue Jean Jaurès
","","","","47000","AGEN","47001","+33 5 53 47 80 87","","","0.63167260","44.2017133","Oui","Accès Internet # Four à micro ondes # Lave vaisselle # Télévision","","Gîtes de France","3 épis # City break Premium3 épis # City break Premium","","","","","","3","01/01/2015|31/12/2015|||||","Semaine basse saison|400,00|500,00|BS:400€-Vacances de Noël:500€ # Semaine moyenne saison|500,00|500,00| # Semaine haute saison|600,00|600,00| # Semaine très haute saison|600,00|600,00|","","Draps et/ou linge compris # Prêt de vélos"
"HLOAQU047FS002H6","02/01/2015","MeublésMeublés","Cousin","centre ville
","","","","47330","CASTILLONNES","47057","+33 5 49 61 47 62","","","0.59045076","44.6544895","Oui","Lave linge privatif","","","","","Non classé","","","","6","","","",""
"HLOAQU047FS003HQ","18/05/2015","MeublésMeublés","Domaine de Bouheben - les Cèdres","","","","Bouheben","47390","LAYRAC","47145","","+33 6 11 62 55 14","www.gitesdudomainedebouheben47.fr","0.68145728","44.1211717","Oui","Chauffage # Combiné congélation # Four à micro ondes # Lave linge collectif # Lave vaisselle # Lit bébé # Télévision # Wifi","","Accueil Vélo # Clévacances # Sourire du Lot-et-Garonne","3 clés3 clés","Clévacances Bacchus # Clévacances pêche","Non classé","","","","6","01/01/2015|31/12/2015|||||","Semaine basse saison|490,00|490,00| # Semaine moyenne saison|600,00|600,00| # Semaine haute saison|850,00|850,00| # Semaine très haute saison|900,00|900,00| # Semaine (meublé)|490,00|900,00|BS:490€-MS:600€-HS:850€-THS:900€ # Week-end (meublé)|200,00|200,00|2nuits/2pers.:200€-20€/pers.sup","Piscine partagée","Nettoyage / ménage # Wifi"
"HLOAQU047FS003O4","18/05/2015","MeublésMeublés","Domaine de Bouheben - les Chênes","","","","Bouheben","47390","LAYRAC","47145","","+33 6 11 62 55 14","www.gitesdudomainedebouheben47.fr","0.68128026","44.1213219","Oui","Chauffage # Combiné congélation # Four à micro ondes # Lave linge collectif # Lave vaisselle # Lit bébé # Télévision # Wifi","","Accueil Vélo # Clévacances # Sourire du Lot-et-Garonne","3 clés3 clés","Clévacances Bacchus # Clévacances pêche","Non classé","","","","6","01/01/2015|31/12/2015|||||","Semaine basse saison|490,00|490,00| # Semaine moyenne saison|600,00|600,00| # Semaine haute saison|850,00|850,00| # Semaine très haute saison|900,00|900,00| # Semaine (meublé)|490,00|900,00|BS:490€-MS:600€-HS:850€-THS:900€ # Week-end (meublé)|200,00|200,00|2nuits/2pers.:200€-20€/pers.sup","Piscine partagée","Nettoyage / ménage # Wifi"
"HLOAQU047FS0035U","19/05/2015","MeublésMeublés","Domaine de Bouheben - les Ormeaux","","","","Bouheben","47390","LAYRAC","47145","","+33 6 11 62 55 14","www.gitesdudomainedebouheben47.fr","0.68101740","44.1207789","Oui","Chaîne Hifi # Chauffage # Combiné congélation # Four à micro ondes # Lave linge collectif # Lave vaisselle # Télévision # Wifi","","Accueil Vélo # Clévacances # Sourire du Lot-et-Garonne","3 clés3 clés","Clévacances Bacchus # Clévacances pêche","Non classé","","","","4","01/01/2015|31/12/2015|||||","Semaine basse saison|380,00|380,00| # Semaine moyenne saison|480,00|480,00| # Semaine haute saison|630,00|630,00| # Semaine très haute saison|680,00|680,00| # Semaine (meublé)|380,00|680,00|BS:380€-MS:480€-HS:630€-THS:680€ # Week-end (meublé)|160,00|160,00|2nuits/2pers.:160€-20€/pers.sup","Piscine partagée","Nettoyage / ménage # Wifi"
"HLOAQU047FS001WV","02/01/2015","MeublésMeublés","Domaine de Jean Giroy","","","","Jean Giroy","47320","CLAIRAC","47065","+33 5 53 84 28 12","+33 6 81 04 21 53","","0.3757770","44.3604090","","Chaîne Hifi # Cheminée # Combiné congélation # Lave linge privatif # Lave vaisselle # Lit bébé # Réfrigérateur # Sèche linge privatif # Télévision","","Clévacances","4 clés4 clés","","Non classé","","","","12","01/01/2015|31/12/2015|||||","Semaine basse saison|550,00|550,00| # Semaine moyenne saison|850,00|850,00| # Semaine haute saison|1350,00|1350,00| # Semaine très haute saison|1800,00|1800,00| # Semaine (meublé)|500,00|1800,00|BS:500/550€-MS:850€-HS:1350€-THS:1800€ # Week-end (meublé)|300,00|350,00|2nuits:300€-3nuits:350€","Piscine privative","Nettoyage / ménage"
"HLOAQU047FS00254","27/03/2015","MeublésMeublés","Domaine de la Gazaille","","","","Gazaille","47180","CASTELNAU-SUR-GUPIE","47056","+33 5 53 47 80 87","","www.gites-de-france-47.com","0.1323670","44.5594120","","Combiné congélation # Four à micro ondes # Lave linge collectif","","Gîtes de France","3 épis3 épis","","Non classé","","","","3","","Semaine basse saison|450,00|450,00| # Semaine moyenne saison|600,00|600,00| # Semaine haute saison|720,00|720,00| # Semaine très haute saison|750,00|750,00| # Week-end (meublé)|130,00|250,00|nuitée:130€-2nuits:200€-3nuits:250€ # Semaine (meublé)|450,00|750,00|2015-BS:450€-MS:600€-HS:720€-THS:750€","Jeux pour enfants # Piscine partagée","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS0033P","27/03/2015","MeublésMeublés","Domaine de la Gazaille","","","","Gazaille","47180","CASTELNAU-SUR-GUPIE","47056","+33 5 53 47 80 87","","www.gites-de-france-47.com","0.1323670","44.5594120","","Combiné congélation # Four à micro ondes # Lave linge collectif # Télévision","","Gîtes de France","3 épis3 épis","","Non classé","","","","3","01/01/2015|31/12/2015|||||","Semaine basse saison|450,00|500,00|BS:450€-Vacances de Noël:500€ # Semaine moyenne saison|500,00|500,00| # Semaine haute saison|660,00|660,00| # Semaine très haute saison|700,00|700,00| # Week-end (meublé)|130,00|250,00|nuitée:130€-2nuits:200€-3nuits:250€ # Semaine (meublé)|450,00|700,00|BS:450€-MS:500€-HS:660€-THS:700€","Jeux pour enfants # Piscine partagée","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS001S1","02/01/2015","MeublésMeublés","Domaine de Poubille Côté Biron","","","","Poubille","47500","BLANQUEFORT-SUR-BRIOLANCE","47029","+33 5 53 66 11 82 # +33 5 53 66 08 65","","www.reservation-lotetgaronne.com # www.poubille.fr","0.93877","44.58320","Oui","Chaîne Hifi # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Matériel enfant # Sèche linge privatif # Télévision # Wifi","","Clévacances","3 clés3 clés","","Non classé","","","","6","23/05/2015|26/09/2015|||||","Semaine moyenne saison|450,00|450,00| # Semaine haute saison|650,00|650,00| # Semaine très haute saison|1050,00|1050,00| # Semaine (meublé)|450,00|1050,00|2015:MS:450€-HS:650€-THS:1050€","Jeux pour enfants # Matériel de sport # Piscine partagée # Tennis","Location de draps et/ou de linge # Nettoyage / ménage # Wifi"
"HLOAQU047FS001S3","02/01/2015","MeublésMeublés","Domaine de Poubille Côté Bonaguil","","","","Poubille","47500","BLANQUEFORT-SUR-BRIOLANCE","47029","+33 5 53 66 11 82 # +33 5 53 66 08 65","","www.reservation-lotetgaronne.com # www.poubille.fr","0.95108985","44.5802586","Oui","Chaîne Hifi # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Matériel enfant # Réfrigérateur # Sèche linge privatif # Télévision # Wifi","","Clévacances","3 clés3 clés","","Non classé","","","","6","23/05/2015|26/09/2015|||||","Semaine moyenne saison|450,00|450,00| # Semaine haute saison|650,00|650,00| # Semaine très haute saison|1050,00|1050,00| # Semaine (meublé)|450,00|1050,00|2015:MS:450€-HS:650€-THS:1050€","Jeux pour enfants # Matériel de sport # Piscine partagée # Tennis","Location de draps et/ou de linge # Nettoyage / ménage # Wifi"
"HLOAQU047FS001UW","02/01/2015","MeublésMeublés","Domaine d'Esquirol","","","","Esquirol","47160","VILLEFRANCHE-DU-QUEYRAN","47320","+33 5 53 88 22 15 # +33 5 53 47 80 87","+33 6 47 35 18 86","domaine-esquirol.fr # www.gites-de-france-47.com","0.21047","44.30625","Oui","Accès Internet # Combiné congélation # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","4 épis4 épis","","Non classé","","","","8","01/01/2015|31/12/2015|||||","Semaine basse saison|750,00|750,00| # Semaine moyenne saison|950,00|950,00| # Semaine haute saison|1250,00|1250,00| # Semaine très haute saison|1400,00|1400,00| # Semaine (meublé)|750,00|1400,00|BS:750€-MS:950€-HS:1250€-THS:1400€ # Week-end (meublé)|300,00|400,00|2 nuits:300€-3 nuits:400€","Piscine privative","Nettoyage / ménage"
"HLOAQU047FS0020Q","02/01/2015","MeublésMeublés","Domaine du Bas-Ticourret","","","","","47160","VILLEFRANCHE-DU-QUEYRAN","47320","+33 5 53 88 07 94","+33 6 06 52 90 53","www.ticourret.fr","0.1968560","44.3100570","","Combiné congélation # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Sèche linge privatif # Télévision","","Clévacances","3 clés3 clés","","Non classé","","","","7","04/04/2015|31/12/2015|||||","Semaine basse saison|450,00|450,00| # Semaine moyenne saison|660,00|660,00| # Semaine haute saison|950,00|950,00| # Semaine très haute saison|1090,00|1090,00| # Week-end (meublé)|180,00|300,00|2015-1nuit:180€-2nuits:240€-3nuits:300€ # Semaine (meublé)|450,00|1090,00|2015-BS:450€-MS:660€-HS:950€-THS:1090€","Piscine privative","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS003N0","02/01/2015","MeublésMeublés","Domaine du Pigeonnier Saint-Vincent - Gîte Mara des Bois","","","","Le pigeonnier Saint-Vincent","47320","BOURRAN","47038","+33 5 53 47 80 87 # +33 5 53 79 66 82","+33 6 08 58 78 56","http://pigeonniersaintvincent.fr","0.44457","44.316069","Oui","Accès Internet # Chaîne Hifi # Chauffage # Combiné congélation # Four # Four à micro ondes # Lave linge collectif # Lave vaisselle # Matériel enfant # Sèche linge collectif # Télévision","","Gîtes de France","4 épis4 épis","","Non classé","","","","5","","","Piscine partagée","Nettoyage / ménage"
"HLOAQU047FS003OB","06/03/2015","MeublésMeublés","Domaine du Rossignon - Chalet  PMR 4/6 personnes","","","route de Moncassin","","47700","CASTELJALOUX","47052","+33 5 53 83 80 98","+33 6 25 64 44 67","www.ledomainedurossignon.fr","0.10972","44.31744","Oui","Accès Internet # Chauffage # Combiné congélation # Four à micro ondes # Lave linge collectif # Réfrigérateur # Sèche linge collectif # Télévision # Wifi","","Clévacances","2 clés2 clés","","","","","","6","01/01/2015|31/12/2015|||||","Semaine basse saison|300,00|300,00| # Semaine moyenne saison|350,00|350,00| # Semaine haute saison|580,00|580,00| # Semaine très haute saison|580,00|580,00| # Semaine (meublé)|300,00|580,00|BS:300€-MS et vac.scol.:350€-HS/THS:580€-Forfait cure 3 sem.hors HS/THS :650€","","Location de draps et/ou de linge # Nettoyage / ménage # Wifi"
"HLOAQU047FS003O6","06/03/2015","MeublésMeublés","Domaine du Rossignon - Chalet 4/5 personnes","","","route de Moncassin","","47700","CASTELJALOUX","47052","+33 5 53 83 80 98","+33 6 25 64 44 67","www.ledomainedurossignon.fr","0.10972","44.31744","Oui","Accès Internet # Chauffage # Four à micro ondes # Lave linge collectif # Réfrigérateur # Sèche linge collectif # Télévision # Wifi","","Clévacances","2 clés2 clés","","","","","","5","01/01/2015|31/12/2015|||||","Semaine basse saison|275,00|290,00| # Semaine moyenne saison|325,00|340,00| # Semaine haute saison|500,00|520,00| # Semaine très haute saison|500,00|500,00| # Semaine (meublé)|275,00|520,00|BS:275/290€-MSet vac. scolaires:325/340€-HS/THS:500/520€-Forfait cure 3 sem.600€","","Location de draps et/ou de linge # Nettoyage / ménage # Wifi"
"HLOAQU047FS003PD","06/03/2015","MeublésMeublés","Domaine du Rossignon - Chalet 4/5 personnes","","","route de Moncassin","","47700","CASTELJALOUX","47052","+33 5 53 83 80 98","+33 6 25 64 44 67","www.ledomainedurossignon.fr","0.10972","44.31744","Oui","Accès Internet # Chauffage # Four à micro ondes # Lave linge collectif # Réfrigérateur # Sèche linge collectif # Télévision # Wifi","","Clévacances","2 clés2 clés","","","","","","5","01/01/2015|31/12/2015|||||","Semaine basse saison|275,00|290,00| # Semaine moyenne saison|325,00|340,00| # Semaine haute saison|500,00|520,00| # Semaine très haute saison|500,00|520,00| # Semaine (meublé)|275,00|520,00|BS:275/290€-MSet vac. scolaires:325/340€-HS/THS:500/520€-Forfait cure 3 sem.600€","","Location de draps et/ou de linge # Nettoyage / ménage # Wifi"
"HLOAQU047FS003PE","06/03/2015","MeublésMeublés","Domaine du Rossignon - Chalet 4/5 personnes","","","route de Moncassin","","47700","CASTELJALOUX","47052","+33 5 53 83 80 98","+33 6 25 64 44 67","www.ledomainedurossignon.fr","0.10972","44.31744","Oui","Accès Internet # Chauffage # Four à micro ondes # Lave linge collectif # Réfrigérateur # Sèche linge collectif # Télévision # Wifi","","Clévacances","2 clés2 clés","","","","","","5","01/01/2015|31/12/2015|||||","Semaine basse saison|275,00|290,00| # Semaine moyenne saison|325,00|340,00| # Semaine haute saison|500,00|520,00| # Semaine très haute saison|500,00|520,00|BS:275/290€-MSet vac. scolaires:325/340€-HS/THS:500/520€-Forfait cure 3 sem.600€","","Location de draps et/ou de linge # Nettoyage / ménage # Wifi"
"HLOAQU047FS003OA","06/03/2015","MeublésMeublés","Domaine du Rossignon - Chalet 6 personnes","","","route de Moncassin","","47700","CASTELJALOUX","47052","+33 5 53 83 80 98","+33 6 25 64 44 67","www.ledomainedurossignon.fr","0.10972","44.31744","Oui","Accès Internet # Chauffage # Combiné congélation # Four à micro ondes # Lave linge collectif # Sèche linge collectif # Télévision # Wifi","","Clévacances","2 clés2 clés","","","","","","6","01/01/2015|31/12/2015|||||","Semaine basse saison|330,00|330,00| # Semaine moyenne saison|380,00|380,00| # Semaine haute saison|650,00|650,00| # Semaine très haute saison|650,00|650,00| # Semaine (meublé)|330,00|650,00|BS:330€-MS et vac. scol.:380€-HS/THS:650€-Forfait cure hors HS/THS 3 sem.680€","Jeux pour enfants","Location de draps et/ou de linge # Nettoyage / ménage # Wifi"
"HLOAQU047FS003JI","10/02/2015","MeublésMeublés","Domaine du Vallon","","","","Scheychet","47450","SAINT-HILAIRE-DE-LUSIGNAN","47246","+33 5 53 66 11 82 # +33 5 53 66 08 65","","www.reservation-lotetgaronne.com","0.57470","44.26117","Oui","Accès Internet # Chauffage # Combiné congélation # Four # Lave linge privatif # Lave vaisselle # Lit bébé # Télévision","","Clévacances # Sourire du Lot-et-Garonne","4 clés4 clés","Clévacances environnement","Non classé","","","","4","","Semaine (meublé)|485,00|905,00|2015:BS:485€-MS:665€-HS:790€-THS:905€ # Semaine basse saison|485,00|485,00| # Semaine moyenne saison|665,00|665,00| # Semaine haute saison|790,00|790,00| # Semaine très haute saison|905,00|905,00| # Week-end (meublé)|185,00|285,00|2015:2nuits:185€-3nuits:285€","Jeux pour enfants # Piscine partagée","Nettoyage / ménage"
"HLOAQU047FS003CL","10/02/2015","MeublésMeublés","Domaine du Vallon 2","","","","""Scheychet""","47450","SAINT-HILAIRE-DE-LUSIGNAN","47246","+33 5 53 66 11 82 # +33 5 53 66 08 65","","www.reservation-lotetgaronne.com","0.57470","44.26117","Oui","Accès Internet # Chauffage # Combiné congélation # Four # Lave linge privatif # Lave vaisselle # Lit bébé # Télévision","","Clévacances # Sourire du Lot-et-Garonne","4 clés4 clés","Clévacances environnement","Non classé","","","","6","","Semaine (meublé)|545,00|1060,00|2015:BS:545€-MS:790€-HS:970€-THS:1060€ # Semaine basse saison|545,00|545,00| # Semaine moyenne saison|790,00|790,00| # Semaine haute saison|970,00|970,00| # Semaine très haute saison|1060,00|1060,00| # Week-end (meublé)|230,00|330,00|WE2:230€-WE3:330€","Jeux pour enfants # Piscine partagée","Nettoyage / ménage"
