Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,LABELS_CLASSEMENT,LABELS_THEMES,CLASSEMENT,CHAINES,LOGIS_CLASSEMENT,LOGIS_THEMES,CAPACITE_NBRE_PERS,OUVERTURE,TARIFS,EQUIPEMENTS,SERVICES
VILAQU064017XVW5,03/01/2020,,Club Vacanciel de Guéthary,,,680 chemin du Trinquet,,64210,GUETHARY,64249,+33 5 59 51 89 89,,guethary@vacanciel.com,http://www.vacanciel.com, -1.6147260,43.4210604,Oui,Kitchenette # Télévision # Terrasse privative / balcon # Wifi,,,,,3 étoiles,Vacanciel ,,,383,01/01/2020|01/11/2020|||||,Autre tarif|||Une semaine en 1/2 P /adulteen chb x2 # Tarif logement par semaine|||Appartement 4 personnes,Aire de jeux enfants # Bar # Boulodrome # Hammam # Jeux pour enfants / ludothèque # Matériel bébé # Parking privé # Piscine # Restauration # Sauna # Spa / Jacuzzi # Terrain de sports,Baby Club # Bar / buvette # Club adolescents # Club enfants # Cyber espace / bornes accès Internet # Lave linge collectif # Location de linge # Location de matériel de sport # Navette gare ou aéroport # Nettoyage / ménage # Sèche linge collectif # Wifi
VILAQU047FS0000E,03/01/2020,,Domaine de Gavaudun,,,,Vezou,47150,GAVAUDUN,47109,+33 5 53 36 21 90,,info@domaine-de-gavaudun.com,http://www.domaine-de-gavaudun.com,0.9024410,44.5678700,,Accès internet # Câble / satellite # Kitchenette # Lave vaisselle # Télévision # Terrasse privative / balcon # Wifi,,Sourire du Lot-et-Garonne,,,4 étoiles,,,,192,01/01/2020|31/12/2020|||||,"Tarif logement par semaine|303,00|937,00|Gite 2-4 personnes. Tarif semaine selon période et type de logement # Tarif logement par semaine|379,00|1171,00|Gite 4-6 personnes. Tarif semaine selon période et type de logement  # Tarif logement par semaine|470,00|1543,00|Gite 6-8 personnes. Tarif semaine selon période et type de logement  # Tarif logement par semaine|601,00|1856,00|Gite 8-10 personnes. Tarif semaine selon période et type de logement  # Tarif logement par semaine|1108,00|3421,00|Gite 18 personnes. Tarif semaine selon période et type de logement ",Aire de jeux enfants # Bar # Jardin # Jeux pour enfants / ludothèque # Local matériel fermé # Matériel bébé # Parc # Parking privé # Piscine # Restauration # Salle de sport # Salle(s) de réunion # Sauna # Spa / Jacuzzi # Tennis # Terrain de sports,Bar / buvette # Club enfants # Lave linge collectif # Location de linge # Nettoyage / ménage # Sèche linge collectif # Wifi
VILAQU024FS0002T,03/01/2020,,Domaine de Pelvezy,,,,Le Touron,24590,SAINT-GENIES,24412,+33 5 53 30 82 00,,accueil.pelvezy@vacances-ulvf.com,http://www.vacances-ulvf.com/nos-villages/le-domaine-de-pelvezy,1.21748426,44.9895006,Oui,Kitchenette # Terrasse privative / balcon,,,,,3 étoiles,Vacances Loisirs Activ',,,336,,Tarif logement par semaine|||Chalet 3 pièces pour 4 personnes # Tarif logement par semaine|||Chalet 4 pièces pour 6 personnes,Aire de jeux enfants # Bar # Boulodrome # Parking privé # Piscine # Restauration,Bar / buvette # Club adolescents # Club enfants # Lave linge collectif # Nettoyage / ménage # Plats à emporter # Wifi
VILAQU024FS0000M,03/01/2020,,Domaine des Compouzines,,,27 Compouzines Hautes,,24290,MONTIGNAC,24291,+33 5 53 51 81 96,+33 6 11 79 86 54 # +33 6 11 79 86 54,domainedescompouzines@wanadoo.fr,http://www.gites-dordogne-montignac.fr,1.18536471,45.0525448,Oui,Accès internet # Kitchenette # Lave linge # Lave vaisselle # Télévision # Terrasse privative / balcon # Wifi,,,,,3 étoiles,,,,68,01/01/2020|31/12/2020|||||,"Tarif logement par semaine|290,00|895,00| # Tarif logement par week-end|165,00|195,00|2 nuits minimum # Autre tarif|48,00|73,00|tarif à la nuitée",Aire de jeux enfants # Bar # Boulodrome # Jardin # Jeux pour enfants / ludothèque # Matériel bébé # Parking privé # Piscine # Piscine enfants # Restauration,Bar / buvette # Lave linge collectif # Location de linge # Plats à emporter # Sèche linge collectif # Wifi
VILAQU047FS00008,03/01/2020,,Fédération des oeuvres laïques de Lot-et-Garonne - Vacances pour tous,,,Village Vacances l'Airial,Le Bourg,47420,SAUMEJAN,47286,+33 5 53 89 12 02,+33 6 08 23 00 75,saumejan@laligue-fol47.org,http://www.airial-saumejan.fr/, -0.0020714,44.2359669,Oui,Climatisation # Kitchenette # Lave vaisselle # Terrasse privative / balcon # Wifi,,,,,3 étoiles,Vacances pour Tous,,,158,01/01/2020|31/12/2020|||||,"Tarif logement par semaine|350,00|700,00| # Tarif logement par week-end|80,00||",Aire de jeux enfants # Boulodrome # Jardin # Jeux pour enfants / ludothèque # Local matériel fermé # Matériel bébé # Parc # Parking privé # Piscine # Tennis # Terrain de sports,Alimentation/Point alimentation # Bar / buvette # Club adolescents # Club enfants # Cyber espace / bornes accès Internet # Dépôt glace # Lave linge collectif # Location de linge # Location de matériel de sport # Navette gare ou aéroport # Navette vers activités annexes # Nettoyage / ménage # Plats à emporter # Sèche linge collectif # Wifi
VILAQU047FS0000O,03/01/2020,,La Base - Le Temple-sur-Lot,,,,,47110,LE TEMPLE-SUR-LOT,47306,+33 5 53 01 08 33,,contact@la-base.com,http://www.la-base.com,0.52447,44.379765,Oui,Accès internet # Lave linge # Sèche linge # Télévision # Wifi,,Accueil Vélo # Hébergement pêche # Véloroute de la Vallée du Lot,,,4 étoiles,,,,260,01/01/2020|31/12/2020|09:00|12:00|13:30|18:00|,"Autre tarif|27,00||nuit/personne avec petit-déjeuner # Autre tarif|75,00||location de salle",Ascenseur # Boulodrome # Garage privé # Jardin # Jeux pour enfants / ludothèque # Local matériel fermé # Parc # Parking privé # Piscine # Piscine enfants # Restauration # Salle de sport # Sauna # Tennis # Terrain de sports,Lave linge collectif # Location de linge # Location de matériel de sport # Navette gare ou aéroport # Navette vers activités annexes # Nettoyage / ménage # Plats à emporter # Sèche linge collectif # Wifi
VILAQU024FS00009,03/01/2020,,La Peyrière en Périgord,,,,"lieu-dit ""La peyrière""",24590,SAINT-GENIES,24412,+33 5 53 31 57 00,,contact@lapeyriere-perigord.fr,http://www.lapeyriere-perigord.fr,1.26818369,44.9934595,Oui,Kitchenette # Terrasse privative / balcon,,,,,3 étoiles,Vacances pour Tous,,,116,03/02/2020|27/11/2020|||||,"Tarif logement par semaine|466,00|887,00|pendant la période estivale : du 4/07 au 29/08/2020 # Autre tarif|32,00|49,00|en demi-pension, par nuit et par personne # Autre tarif|43,00|65,00|en pension complète, par nuit et par personne # Tarif logement par semaine|233,00|444,00|du 7/09/20 au 28/11/20",Aire de jeux enfants # Boulodrome # Jeux pour enfants / ludothèque # Matériel bébé # Parc # Piscine # Piscine enfants # Restauration # Salle(s) de réunion # Terrain de sports,Bar / buvette # Club enfants # Lave linge collectif # Location de linge # Navette gare ou aéroport # Navette vers activités annexes # Nettoyage / ménage # Plats à emporter # Réservation de prestations annexes # Wifi
VILAQU047FS0000N,03/01/2020,,Lagrange Vacances,,,,Lalande Bas,47260,CASTELMORON-SUR-LOT,47054,+33 8 92 16 05 00 # +33 5 53 79 37 04,,service.client@groupe-lagrange.com # port-lalande@lagrange-vacances.com,http://www.vacances-lagrange.com,0.50695896,44.3879949,Oui,Climatisation # Kitchenette # Lave vaisselle # Télévision # Terrasse privative / balcon,,,,,2 étoiles,,,,360,28/03/2020|26/09/2020|||||,"Tarif logement par semaine|305,00|959,00|",Aire de jeux enfants # Boulodrome # Hammam # Matériel bébé # Piscine # Sauna # Spa / Jacuzzi,
VILAQU040V5055UT,03/01/2020,,Le Hameau des Ecureuils,,,4bis impasse Georges Brassens,,40480,VIEUX-BOUCAU,40328,+33 5 58 48 11 94,+33 7 60 57 11 02,lehameaudesecureuils@orange.fr,http://www.location-vacances-landes-40.com, -1.3926822,43.7869804,Oui,Kitchenette # Terrasse privative / balcon,,,,,2 étoiles,,,,180,03/04/2020|18/10/2020|||||,"Tarif logement par semaine|309,00|954,00|Logement 4 pers. # Autre tarif|||Nuitée selon hébergement # Autre tarif|||Petit-déjeuner",Aire de jeux enfants # Jeux pour enfants / ludothèque # Parking privé # Restauration,Alimentation/Point alimentation # Lave linge collectif # Location de linge # Location de matériel de sport # Nettoyage / ménage # Paniers pique-nique # Plats à emporter # Sèche linge collectif
VILAQU024FS0002D,03/01/2020,,Le Manoir du Chambon,,,,Le Chambon,24290,MONTIGNAC,24291,+33 5 53 51 14 71,,contact@manoirduchambon.org,http://www.manoirduchambon.org,1.17394651,45.0778229,Oui,Lave linge # Télévision # Wifi,,Eco-label Européen,,,3 étoiles,Vacances Loisirs Activ',,,86,13/01/2020|18/12/2020|||||,"Autre tarif|380,00|488,00|personne/semaine en 1/2 pension # Autre tarif|60,00|75,00|nuitée et petit déjeuner/pers.",Aire de jeux enfants # Boulodrome # Jardin # Jeux pour enfants / ludothèque # Local matériel fermé # Matériel bébé # Parc # Parking privé # Piscine # Restauration # Tennis # Terrain de sports,Bar / buvette # Club enfants # Lave linge collectif # Location de linge # Nettoyage / ménage # Wifi
VILAQU047FS0000A,17/01/2020,,Le Relais du Moulin Neuf,,,210 Moulin Neuf,Le Moulin Neuf,47230,BARBASTE,47021,+33 5 53 97 68 00,,contact@relais-moulinneuf.fr # celine@relais-moulinneuf.fr,http://www.relais-moulinneuf.fr # http://www.seminaires-moulinneuf.fr,0.26431560,44.1773104,Oui,Accès internet # Kitchenette # Lave linge # Télévision # Terrasse privative / balcon # Wifi,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,Sourire du Lot-et-Garonne,,,4 étoiles,Cap France,,,130,01/01/2020|31/12/2020|||||,"|518,00|518,00|Pension complète adulte. Tarif ados, enfant et bébé disponibles. # |532,00|532,00|Pension complète adulte. Tarif ados, enfant et bébé disponibles. # |581,00|581,00|Pension complète adulte. Tarif ados, enfant et bébé disponibles. # |602,00|602,00|Pension complète adulte. Tarif ados, enfant et bébé disponibles.",Aire de jeux enfants # Bar # Boulodrome # Hammam # Jardin # Jeux pour enfants / ludothèque # Local matériel fermé # Matériel bébé # Parc # Parking privé # Piscine # Piscine enfants # Restauration # Salle de sport # Salle(s) de réunion # Spa / Jacuzzi # Tennis # Terrain de sports,Baby Club # Bar / buvette # Club adolescents # Club enfants # Cyber espace / bornes accès Internet # Lave linge collectif # Location de matériel de sport # Location de vélos # Navette gare ou aéroport # Navette vers activités annexes # Nettoyage / ménage # Paniers pique-nique # Réservation de prestations annexes # Vente de produits touristiques # Wifi
VILAQU06401Y4ZAD,03/02/2020,,Les Chalets d'Iraty,,,,Quartier Bagargui,64560,LARRAU,64316,+33 5 59 28 51 29,,info@chalets-iraty.com,http://www.chalets-iraty.com, -1.0269212,43.0380619,Oui,Accès internet # Lave linge # Lave vaisselle,,,,,3 étoiles,,,,294,04/01/2020|31/12/2020|||||,"Tarif logement par semaine|340,00|450,00|chalet indépendant 2  personnes # Autre tarif|450,00|610,00|chalet indépendant 4 personnes # Autre tarif|530,00|720,00|chalet indépendant 5 personnes # Autre tarif|575,00|750,00|chalet indépendant 6 personnes # Autre tarif|570,00|860,00|chalet indépendant 7 personnes # Autre tarif|550,00|715,00|chalet indépendant 8 personnes # Autre tarif|720,00|960,00|chalet indépendant 10 personnes # Autre tarif|680,00|1105,00|chalet indépendant 12 personnes # Autre tarif|1130,00|1560,00|chalet indépendant 29 personnes # Tarif logement par week-end|155,00|510,00|2 nuits ""week-end"" en chalet indépendant de 2 à 29 personnes # Autre tarif|95,00|410,00|2 nuits ""semaine"" en chalet indépendant de 2 à 29 personnes # Autre tarif|50,00|150,00|Nuitée suppémentaire en chalets indépendant de 2 à 29 personnes. ",Bar # Tennis,
VILAQU033FS00003,03/01/2020,,Résidence de vacances La Forestière,,,60 route du Lion,,33680,LACANAU,33214,+33 5 56 03 20 50 # +33 4 42 12 32 00,,reservations@vtf-vacances.com,http://www.vtf-vacances.com, -1.1981641,44.9925062,Oui,Accès internet # Terrasse privative / balcon,,Famille Plus,,,2 étoiles,VTF L'esprit Vacances,,,215,13/04/2020|02/11/2020|||||,"Tarif logement par semaine|319,00||Pension complète par personne la semaine",Bar # Jardin # Jeux pour enfants / ludothèque # Parking privé # Piscine # Piscine enfants # Restauration,Baby Club # Bar / buvette # Club enfants # Lave linge collectif # Location de vélos # Paniers pique-nique # Wifi
VILAQU040V50C3J1,03/01/2020,,Slow Village Biscarrosse Lac,,,7141 route des lacs,,40600,BISCARROSSE,40046,+33 5 45 91 13 65,,contact.biscarrosselac@slow-village.fr,https://www.slow-village.fr/, -1.2017882,44.4557207,Oui,Accès internet # Climatisation # Kitchenette # Télévision # Wifi,,,,,3 étoiles,,,,460,01/01/2020|31/12/2020|||||,,Bar # Boulodrome # Jeux pour enfants / ludothèque # Parking privé # Restauration # Salle(s) de réunion # Tennis # Terrain de sports,Alimentation/Point alimentation # Bar / buvette # Lave linge collectif # Nettoyage / ménage # Transport de bagages # Wifi
VILAQU040FS0000D,03/01/2020,,Solana Club Vacances,,,1 rue Porteteni,,40480,VIEUX-BOUCAU,40328,+33 5 58 47 62 64,,contact@solanaclub.fr,https://www.solanaclub.fr, -1.3916137,43.7922389,,Accès internet # Terrasse privative / balcon # Wifi,,,,,3 étoiles,,,,169,13/04/2020|31/10/2020|||||,"Tarif logement par semaine|350,00|1000,00|pour 4 personnes # Tarif logement par semaine|||pour 6 personnes # Tarif logement par week-end|80,00|200,00| # Autre tarif|39,00|50,00|Formule pension complète",Aire de jeux enfants # Boulodrome # Local matériel fermé # Parc # Parking privé # Piscine # Restauration # Terrain de sports,Location de linge # Location de matériel de sport # Location de vélos # Navette gare ou aéroport # Navette vers activités annexes # Nettoyage / ménage # Paniers pique-nique # Réservation de prestations annexes # Wifi
VILAQU04001WBB0L,10/01/2020,,Village Club Cap Océan,,,7-9 avenue Jean Moulin,,40510,SEIGNOSSE,40296,+33 5 58 43 31 15 # +33 5 65 22 68 21,,accueil@capocean.org,http://www.capocean.org, -1.4326535,43.6864246,Oui,Kitchenette # Télévision # Terrasse privative / balcon # Wifi,,,,,3 étoiles,Ternélia # Vacances Loisirs Activ' # Vacances pour Tous,,,650,01/04/2020|31/10/2020|||||,"Tarif logement par semaine|285,00|1735,00|",Aire de jeux enfants # Bar # Boulodrome # Hammam # Jeux pour enfants / ludothèque # Parc # Parking privé # Piscine # Restauration # Sauna # Tennis,Bar / buvette # Club adolescents # Club enfants # Lave linge collectif # Location de linge # Nettoyage / ménage # Plats à emporter # Sèche linge collectif
VILAQU033FS00006,03/01/2020,,Village Club Cévéo Les Dunes,,,Domaine de Bombannes,Maubuisson,33121,CARCANS,33097,+33 4 73 77 56 14,,reservation@ceveo.com,http://www.ceveo.com, -1.1453890,45.1060910,Oui,Accès internet # Kitchenette # Lave vaisselle # Terrasse privative / balcon # Wifi,,Eco-label Européen # Famille Plus,,,3 étoiles,,,,456,18/04/2020|07/11/2020|||||,"Tarif logement par week-end|116,00|210,00|tarif location 2 nuits appartement 4 personnes # Tarif logement par week-end|120,00|218,00|tarif location 2 nuits appartement 5 personnes # Tarif logement par week-end|156,00|226,00|tarif location 2 nuits appartement 6 personnes # Tarif logement par semaine|348,00|1085,00|tarif location semaine appartement 4 personnes # Tarif logement par semaine|360,00|1120,00|tarif location semaine appartement 5 personnes # Tarif logement par semaine|468,00|1183,00|tarif location semaine appartement 6 personnes # Autre tarif|348,00|525,00|tarif semaine demi-pension par adulte # Autre tarif|408,00|651,00|tarif semaine pension complète par adulte",Aire de jeux enfants # Bar # Boulodrome # Jardin # Jeux pour enfants / ludothèque # Matériel bébé # Parking privé # Piscine # Restauration # Salle(s) de réunion # Tennis,Bar / buvette # Club adolescents # Club enfants # Cyber espace / bornes accès Internet # Lave linge collectif # Location de linge # Nettoyage / ménage # Plats à emporter # Sèche linge collectif
VILAQU024FS00014,15/01/2020,,Village de la Combe ,,,,Le Pradal,24250,DOMME,24152,+33 5 53 29 77 42,+33 6 61 86 41 38,contact@villagedelacombe.com,http://www.sarlat-gites-dordogne.com,1.22245698,44.7970478,Oui,Accès internet # Climatisation # Kitchenette # Lave vaisselle # Terrasse privative / balcon # Wifi,,,,,3 étoiles,,,,68,28/03/2020|07/11/2020|||||,"Tarif logement par semaine|271,00|743,00|Chalet Eden 4 pers # Tarif logement par semaine|320,00|743,00|Chalet Rêve 4/6 pers # Tarif logement par semaine|410,00|1218,00|Chalet Paradis 6/8 pers",Aire de jeux enfants # Bar # Boulodrome # Jardin # Jeux pour enfants / ludothèque # Matériel bébé # Parc # Parking privé # Piscine # Restauration # Salle(s) de réunion,Bar / buvette # Dépôt glace # Lave linge collectif # Location de linge # Nettoyage / ménage # Paniers pique-nique # Plats à emporter # Sèche linge collectif # Transport de bagages # Wifi
VILAQU06401FD3CB,03/01/2020,,Village de Vacances Arriu-Mage,,Escapia-Cap Bretagne,Bourg,,64260,BIELLE,64127,+33 5 59 05 47 47,,arriumage-bielle@orange.fr,http://www.escapia-vacances.fr, -0.4309959,43.0593522,Oui,Kitchenette,Handicap mental # Handicap moteur,,,,3 étoiles,Cap France # Loisirs de France,,,234,01/01/2020|31/10/2020|||||,"Tarif logement par semaine|476,00|504,00|+ de 16 ans par personne en pension complète # Tarif logement par semaine|427,00|448,00|12 à 15 ans par personne en pension complète # Tarif logement par semaine|378,00|399,00|6 à 11 ans par personne en pension complète # Tarif logement par semaine|336,00|350,00|3 à 5 ans par personne en pension complète # Tarif logement par semaine|238,00|252,00|moins de 3 ans par personne en pension complète",Ascenseur # Bar # Boulodrome # Jardin # Local matériel fermé # Parking privé # Piscine # Piscine enfants # Salle de sport # Tennis # Terrain de sports,
VILAQU06401TNHSP,06/01/2020,,Village de vacances Club Vacanciel de Cambo-les-Bains ,,,7 avenue du Dr Alexandre Camino,,64250,CAMBO-LES-BAINS,64160,+33 5 59 93 60 00,,cambo@vacanciel.com,http://www.vacanciel.com, -1.4176563,43.3663287,Oui,Accès internet # Kitchenette # Télévision # Terrasse privative / balcon,,,,,2 étoiles,Vacanciel ,,,160,30/03/2020|23/11/2020|||||,"Tarif logement par semaine|190,00|889,00|Logement de 2 personnes - Forfait curistes # Autre tarif|45,00|140,00|Tarif par nuit en chambre double # Autre tarif|10,00|10,00|Petit déjeuner",Aire de jeux enfants # Bar # Boulodrome # Jardin # Matériel bébé # Parc # Parking privé # Piscine # Restauration # Tennis,Bar / buvette # Club enfants # Lave linge collectif # Location de linge # Nettoyage / ménage # Sèche linge collectif # Wifi
VILAQU04001WBB0D,03/01/2020,,Village de vacances Le Domaine de Peyricat,,Domaine de Peyricat,Route de Luglon,,40630,SABRES,40246,+33 5 58 07 51 88,,campingvvsabres@gmail.com,http://www.camping-sabres.com/, -0.7411813,44.1457175,Oui,Kitchenette # Terrasse privative / balcon,,Valeurs Parc naturel régional,,,2 étoiles,,,,184,,Tarif logement par week-end|||HORS SAISON # Tarif logement par semaine|||chalet landais,Aire de jeux enfants # Bar # Boulodrome # Jardin # Jeux pour enfants / ludothèque # Local matériel fermé # Matériel bébé # Parc # Parking privé # Piscine # Piscine enfants # Restauration # Salle de sport # Salle(s) de réunion # Sauna # Tennis # Terrain de sports,Bar / buvette # Lave linge collectif # Location de linge # Location de matériel de sport # Nettoyage / ménage # Plats à emporter # Sèche linge collectif # Wifi
