Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
DEGAQU033FS000CB,03/01/2020,Coopérative,Alliance Bourg (Union des Producteurs de Pugnac),,,42 route de la Cave,,33710,PUGNAC,33341,+33 5 57 68 81 01,,accueil@alliancebourg.com,http://www.alliancebourg.com, -0.495854,45.074406,Oui,"
Vins",,,,Vignobles et Chais en Bordelais # Vignobles et découvertes,02/01/2020|31/12/2020|08:30|12:30|14:00|18:00|Dimanche - Jeudi - Lundi - Mardi - Mercredi - Samedi - Vendredi,,Visite guidée uniquement sur rendez-vous,Anglais,,
DEGAQU040V50CUKR,02/01/2018,,ANTARCTIC FOODS,Avenue Brémontier,,,,40160,YCHOUX,40332,,,,, -0.9455445,44.3272956,Oui,"
Fruits / légumes",,,,,,,,,,
DEGAQU040V50CUPB,02/01/2018,,API-BEESNESS,7971 route Simon Dumartin,,,,40160,YCHOUX,40332,,,,, -0.9455445,44.3272956,Oui,"
Produit apicole",,,,,,,,,,
DEGAQU040FS0009E,03/01/2020,Producteur,Apicultrice - Michèle SANGLA,877 Route du Basta,,,,40400,BEGAAR,40031,+33 5 58 73 48 49,+33 6 81 03 85 52,fabrice-tharaud@bbox.fr,, -0.8427458,43.8231938,Oui,"
Produit apicole",,,,,,,,,,
DEGAQU024FS00097,03/01/2020,Producteur,Apiculture Bio Chez Hervé Poirier ,,,,Pyraine,24400,ISSAC,24211,+33 5 53 80 79 64,+33 6 84 44 28 38,apyraine@gmail.com,http://www.apyraine.com,0.449396,44.997538,Oui,"
Produit apicole",,,,Accueil Paysan,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU024V504BD2,31/12/2018,Producteur,Apiculture BOBINEAU,,,,Les gardes,24490,LA ROCHE-CHALAIS,24354,+33 5 53 90 90 30,,,http://apiculture-bobineau.jimdo.com,0.02811399,45.150262,Oui,"
Produit apicole",,,,,,,,,,
DEGAQU024FS00091,08/01/2020,Producteur,Apiculture Didier GOUISSEM ,,,,Les Granges de Planèze,24190,NEUVIC,24309,+33 5 53 81 52 23,+33 6 76 80 00 88,gouissem.apiculteur@orange.fr,,0.47026634,45.1127998,Oui,"
Produit apicole",,,,,,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU040V50BVFE,27/01/2020,Producteur,Apid'Or,,,665 route de Labaigt,,40300,SAINT-ETIENNE-D'ORTHE,40256,+33 5 58 89 16 71,+33 6 48 95 81 80,jbrobert64@hotmail.com # contact@apid-or.fr,https://apid-or.fr/, -1.1805062,43.5955046,Oui,"
Produit apicole",,,,,02/05/2020|30/09/2020|||||,"Visite-dégustation||1,00| # Tarif de base|3,00|7,00|Miels Bruyère Érica, Mille Fleurs, Bourdaine, Chataignier, de forêt 125g à 500g # Tarif de base|4,00|6,00|Miel Acacia au piment d'Espelette de 125g à 250g # Tarif de base|4,00|8,00|Miel d'Acacia et Bruyère Callune de 125g à 500g # Tarif de base|5,00|9,00|Miel d'Acacia Premium de 125g à 500g",Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU040V50H2U2,03/01/2020,Producteur,Api-Melli,,,270 chemin de Menautat,,40300,SAINT-LON-LES-MINES,40269,,+33 6 70 06 09 17,domaineapimelli@orange.fr,, -1.1086851,43.6268049,Oui,"
Produit apicole",,,,Bienvenue à la Ferme,02/01/2020|31/12/2020|||||,Gratuit|||Visite dégustation avec achat,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU047FS0009I,03/01/2020,Producteur,Aquitaine Escargots,,,,La Bonté,47200,MARCELLUS,47156,+33 5 53 94 37 29,+33 6 59 67 61 55,aquitaine.escargots@gmail.com,http://aquitaineescargots.wixsite.com/aquitaineescargots,0.059347,44.4637079,Oui,"
Escargots",,,,,01/01/2020|31/12/2020|||||,"Visite-dégustation|5,00|5,00|Visite-dégustation # Gratuit|||Enfants moins de 12 ans",,,,
DEGAQU024V50ADFY,31/12/2018,Producteur,Aquitaine Safran,,,,La Cavalerie,24510,VAL DE LOUYRE ET CAUDEAU,24362,+33 5 53 23 29 35,+33 6 83 65 45 89,francoise.izzet@wanadoo.fr,http://www.aquitaine-safran.fr,0.83984547,44.9495806,Oui,"
Épice",,,,,,,,,,
DEGAQU047FS0008B,25/01/2020,Producteur,Armagnac Les Vieux Chênes,,,,Larche,47170,SAINT-PE-SAINT-SIMON,47266,+33 5 53 65 61 14,,claude.saintorens@wanadoo.fr,http://www.armagnac-les-vieux-chenes.fr,0.09799660,43.9974984,Oui,"
Spiritueux",,,,,01/01/2020|31/01/2020|||||,Visite-dégustation|||gratuit,Visite guidée # Visite guidée uniquement sur rendez-vous,Espagnol # Français,,
DEGAQU04001VH8LH,09/01/2020,Caveau de dégustation # Négociant # Producteur,Armagnacs Darroze,,,277 avenue de l'Armagnac,,40120,ROQUEFORT,40245,+33 5 58 45 51 22,, contact@darroze-armagnacs.com,http://www.darroze-armagnacs.com, -0.3191412,44.0328503,Non,"
Spiritueux",,,,Sites remarquables du Goût,01/01/2020|31/12/2020|08:30|12:30|13:30|17:00|Dimanche - Samedi,Gratuit|||                                                                                ,Visite guidée,Anglais # Français,Salle(s) de réunion,Boutique
DEGAQU064FS0008K,28/01/2020,Producteur,Arnabar,,,Route de Saint-Jean-Pied-de-Port,Village des Artisans,64780,OSSES,64436,+33 5 59 37 62 93,,magasin@arnabar.com,http://www.arnabar-foie-gras.com, -1.2976431,43.2330195,Non,"
Conserverie # Foie gras # Produits de canards gras",,,,Bienvenue à la Ferme,01/01/2020|31/12/2020|09:00|12:30|14:00|18:00|Dimanche,"Gratuit|0,00|0,00|Gratuit pour les individuels",Visite libre,Basque # Espagnol # Français,Parc,Boutique
DEGAQU0240007095,20/01/2020,Groupement de producteurs # Producteur,Association  La Ferme de Vialard,,,Z.A.E. du Périgord Noir,5 avenue de la Borie de Vialard,24200,CARSAC-AILLAC,24082,+33 5 53 31 98 50,,la-ferme-de-vialard@orange.fr,http://www.la-ferme-de-vialard.com,1.2522752,44.8642928,Oui,"
Asperges # Bières # Châtaigne # Confiserie / chocolat # Confitures # Conserverie # Épice # Escargots # Foie gras # Fraise # Fromage # Fruits / légumes # Glaces # Huile # Huître # Jus de fruits # Melons # Noix # Pain # Pâtisserie # Poisson # Pommes # Produit apicole # Produits céréaliers # Produits de canards gras # Produits d'oies grasses # Produits laitiers # Pruneaux # Salaisons # Spécialités à base de pruneaux # Tomates # Viandes # Vins # Volailles",,,,,01/01/2020|31/12/2020|||||,,Visite libre,Anglais # Français,,
DEGAQU033V50JOE0,21/01/2020,Groupement de producteurs,Association Des Vignes aux Vins ,,Espace Tourisme et Vin,80 avenue de la Résistance,,33220,PINEUILH,33324,+33 5 57 41 21 79,,,,0.22728000,44.8245502,Oui,"
Vins",,,,,01/01/2020|31/12/2020|||||,Gratuit|||Dégustation,Visite libre,Anglais # Français,,Wifi
DEGAQU033FS0009G,07/01/2020,Maison de pays,Association Tourisme en Coteaux Macariens,,,8 rue du Canton,,33490,SAINT-MACAIRE,33435,+33 5 57 36 24 64,,contact@tourisme-sud-gironde.com,http://www.tourisme-sud-gironde.com, -0.226922,44.564901,Oui,"
Vins",,,,,08/01/2020|30/04/2020|10:00|12:30|14:00|17:30|Dimanche - Lundi - Mardi - Samedi matin # 02/05/2020|30/06/2020|10:00|13:00|14:30|18:00|Dimanche - Lundi # 01/07/2020|31/08/2020|10:00|13:00|14:30|18:00| # 01/09/2020|30/09/2020|10:00|13:00|14:30|18:00|Dimanche - Lundi # 01/10/2020|19/12/2020|10:00|12:30|14:00|17:30|Dimanche - Lundi - Mardi - Samedi matin,Gratuit|||,Visite libre,,,Boutique # Wifi
DEGAQU064FS0008C,09/01/2020,Producteur,Atelier du Piment,,,Chemin de l'Eglise,,64250,ESPELETTE,64213,+33 5 59 93 90 21,,secretariat@atelierdupiment.com,http://www.atelierdupiment.com, -1.4384847,43.3464930,Oui,"
Cidre # Confiserie / chocolat # Confitures # Conserverie # Fromage # Huile # Piment # Salaisons",,,,,10/02/2020|31/12/2020|||||,"Gratuit|0,00|0,00|",Visite libre,Anglais # Basque # Espagnol # Français # Russe,,
DEGAQU047FS0007C,03/01/2020,Producteur # Récoltant éleveur,Atelier miel et cuir,,,Rue Joseph Kessel,,47150,LACAPELLE-BIRON,47123,+33 5 53 75 11 25,+33 6 21 57 70 91,apiboyerchantal@wanadoo.fr,,0.8963461,44.6006368,Oui,"
Produit apicole",,,,,,Gratuit|||Visite et dégustation # Tarif de base|||atelier bougie,Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre,Anglais # Français,,
DEGAQU024V502P58,03/02/2020,Maison de pays,Ateliers Pt'its chefs  7-12 ans,8 place Foch,,,,24800,THIVIERS,24551,+33 5 53 55 12 50,,ot.thiviers@pays-thiberien.fr,,0.9223690,45.4168580,,"
Foie gras",,,,,,,,,,
DEGAQU024V50CD1H,31/12/2018,Producteur,Athos Agora,,,Le Clos Bourret,,24120,TERRASSON-LAVILLEDIEU,24547,+33 5 53 50 22 76,,,,1.342553,45.12784,Oui,"
Fromage # Huile # Noix",,,,,,,,,,
DEGAQU040FS00072,03/01/2020,Producteur,Au bon pastis landais,58 avenue 11 novembre 1918,,,,40250,SOUPROSSE,40309,+33 5 58 44 23 95,,,, -0.7093810,43.7882806,,"
Pâtisserie",,,,,,,,,,
DEGAQU024FS0008D,03/01/2020,,Au Pain d'Autrefois,Le Bourg,,,,24110,GRIGNOLS,24205,+33 5 53 54 18 25,,,,0.53936004,45.0830967,Oui,"
Pain",,,,,,,Visite guidée uniquement sur rendez-vous,,,
DEGAQU040V50CUHR,02/01/2018,,AU PANIER GOURMAND,Espace Brémontier,,,,40160,PARENTIS-EN-BORN,40217,,,,, -1.0729979,44.3526199,Oui,"
Fruits / légumes",,,,,,,,,,
DEGAQU047V50E3QP,13/01/2020,Producteur,Au Pré de mes Chèvres,,,,Guillebau,47350,SAINT-AVIT,47231,+33 5 53 79 26 21,,aupredemeschevres@gmx.fr,http://www.aupredemeschevres.fr,0.203041,44.568415,Oui,"
Confitures # Fromage # Salaisons # Viandes",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU024FS00029,03/01/2020,Récoltant éleveur,Au Rayon de Miel,,,,"Lieu-dit ""Combaleix""",24110,GRIGNOLS,24205,,+33 6 72 21 00 62 # +33 6 76 11 26 83,miel24@orange.fr,http://www.aurayondemiel.fr,0.54756980,45.1027393,Oui,"
Produit apicole",,,,,01/01/2020|31/12/2020|||||,"Gratuit||0,00|visite de la miellerie",Visite guidée # Visite guidée uniquement sur rendez-vous,Français,,Boutique
DEGAQU024FS0009V,03/01/2020,Producteur,Au Temps d'Eugénie,Cravallée Nord,,Route de Charbonnieras,,24660,COULOUNIEIX-CHAMIERS,24138,+33 5 53 03 73 86,,contact@autempsdeugenie.fr,https://www.autempsdeugenie.fr/,0.6979033,45.1497968,Non,"
Confiserie / chocolat # Confitures # Conserverie # Foie gras # Huile # Spiritueux",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous,Français,,
DEGAQU024FS0003Q,27/01/2020,Producteur,Auberge d'hôte La Rhonie,,,,Boyer,24220,MEYRALS,24268,+33 5 53 29 29 07,+33 6 82 80 80 29,contact@chambreslarhonie.com,http://www.coustaty.com,1.0646218,44.8988858,,"
Conserverie # Foie gras",,,,,,,,,,
DEGAQU040FS000BV,03/01/2020,Producteur,Aurian,,,1 rue Louis Sourgen,,40170,LIT-ET-MIXE,40157,+33 5 58 42 78 54 # +33 5 62 28 34 15,,aurian@aurian.fr ,http://www.aurian.fr , -1.2578504,44.0282903,Oui,"
Eau-de-vie de prune # Floc de Gascogne # Spiritueux # Vins",,,,,,,,,,
DEGAQU024FS0003K,31/12/2018,Producteur,Aurochs en Périgord,Ferme du Petit Pecq,,,Les Bouyges,24290,THONAC,24552,+33 5 53 50 89 43,+33 6 83 06 76 48,christian.ricci24@orange.fr,,1.116295,45.021957,Oui,"
Viandes",,,,,,,,,,
DEGAQU033V50OOQY,03/01/2020,Producteur,Autrefoie,,,6 Le Branle,,33490,CAUDROT,33111,,+33 6 69 73 82 06,contact@autrefoie.fr,http://www.autrefoie.com, -0.140823,44.59954,Oui,"
Foie gras",,,,,01/01/2020|31/12/2020|||||,Gratuit|||Visite,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU024FS0005A,18/01/2020,Producteur,Aux Délices de la Ferme,,,,Maison neuve - Eyrenville,24560,PLAISANCE,24168,+33 5 53 58 71 90,+33 6 79 39 24 79,famille.morris@orange.fr,,0.5572259,44.7043822,Oui,"
Viandes",,,,Bienvenue à la Ferme,01/01/2020|31/12/2020|10:00|||19:00|Dimanche - Lundi,,,,,
DEGAQU024V50ACZX,03/01/2020,Producteur,Aux Jaubertin,,,,Jaubertin,24300,HAUTEFAYE,24209,+33 5 53 56 04 50,+33 6 76 94 83 60,lesjaubertins@orange.fr,https://campingalaferme.wixsite.com/lesjaubertins,0.49744328,45.5448083,Oui,"
Viandes",,,,Bienvenue à la Ferme,,,,,,
DEGAQU024FS00070,02/01/2018,,Aux Saveurs Monpaziéroises,73 rue Saint-Jacques,,,,24540,MONPAZIER,24280,+33 5 53 22 61 67,,anne-marie.petitot@orange.fr ,http://www.conserves-du-perigord.com,0.8938353,44.6815654,,"
Conserverie # Foie gras # Salaisons # Viandes # Volailles",,,,,,,,,,
DEGAQU024V502S0Y,30/01/2020,Brasseur,BAM Brasserie Artisanale de Marsac,,,Avenue Louis Suder,,24430,MARSAC-SUR-L'ISLE,24256,,+33 6 82 28 65 65,contact@bam-brasserie.fr,,0.65918996,45.1947478,Oui,"
Bières",,,,,01/01/2020|31/12/2020|||||,"Visite-dégustation|5,00||visite de la brasserie",Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU064FS000CC,22/01/2020,Groupement de producteurs,Belaun - Magasin de producteurs fermiers,,,Route d'Urepel,Z.A Erreka Gorri,64430,ALDUDES,64016,+33 5 59 37 89 40,+33 6 42 88 62 43,scabelaun@orange.fr,http://www.belaun-aldude.com, -1.4247786,43.0938694,Oui,"
Conserverie # Fromage # Produits laitiers # Salaisons # Viandes",,,,,,Gratuit|||Visite libre gratuite pour les individuels,Visite libre,Basque # Espagnol # Français,,Boutique
DEGAQU040V50D2HL,03/01/2020,Producteur,Benico Bio,,,Quartier Archus,,40200,MIMIZAN,40184,,+33 6 85 41 73 33,earlbenico@gmail.com,, -1.1278674,44.2389547,Oui,"
Fruits / légumes",,,,,,,Visite libre,Anglais # Espagnol # Français,,
DEGAQU024FS0007O,03/01/2020,Producteur,Benoît ESCURPEYRAT,,,,Les Chantoux,24700,SAINT-SAUVEUR-LALANDE,24500,+33 5 53 81 34 48,,valerie.escurpeyrat@wanadoo.fr,,0.25294303,44.9785816,Oui,"
Foie gras",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU040FS0003F,31/01/2020,Producteur,Bergerie des Vignerons du Tursan,,,Route des Lacs,,40660,MESSANGES,40181,+33 5 58 48 95 03,,caveau-messanges@tursan.fr,http://www.tursan.fr, -1.3870180,43.7995200,,"
Bières # Floc de Gascogne # Vins",,,,,14/04/2020|30/09/2020|||||,,,Français,,Boutique
DEGAQU033V50PN6H,03/01/2020,Producteur,Bernard SIMIAN - Apiculteur,,,37 chemin de Noël,,33290,LUDON-MEDOC,33256,+33 5 57 88 17 18,,,, -0.615866,44.971555,Oui,"
Produit apicole",,,,,01/01/2020|31/12/2020|||||,,Visite guidée,,,
DEGAQU064V5ADCEP,03/01/2020,Caveau de dégustation,Bibovino,,,21 rue Poissonnerie,,64100,BAYONNE,64102,+33 5 59 31 55 28,+33 6 74 61 73 46,,, -1.4763336,43.4896918,Non,"
Bières # Cidre # Fromage # Produits laitiers # Salaisons # Vins",,,,,02/01/2020|31/12/2020|||||,"Tarif de base|10,00|20,00|",Visite guidée # Visite libre,Français,,
DEGAQU024V502F3K,03/01/2020,,Bière de Sarlat,,,"2, rue Jean-Jacques Rousseau",,24200,SARLAT-LA-CANEDA,24520,+33 5 53 30 35 03,,patriceeprinchar@gmail.com,http://www.bieredesarlat.com,1.2151961,44.8896686,,"
Bières",,,,,,Visite-dégustation|||Gratuite,,,,
DEGAQU040V50L2QH,03/01/2020,Producteur,Bière Moune,,,73 Place du Marsan,,40090,BOUGUE,40051,+33 6 89 35 05 06,,contact@bieremoune.fr,http://bieremoune.fr/, -0.4051251,43.8893373,Oui,"
Bières",,,,,,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU047V50AB9G,03/01/2020,Producteur,Biolo'klock,,,969 route de saint sardos,Sauvage,47360,MONTPEZAT,47190,+33 5 53 95 94 41,,info@bioloklock.com,https://www.bioloklock.com/,0.4784180,44.3401260,Non,"
Confitures # Conserverie # Jus de fruits # Plantes médicinales # Pruneaux # Spécialités à base de pruneaux",,,,,,Tarif de base|||Payant à partir de 18 ans # Tarif enfant|||,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU064FS0008B,03/01/2020,Groupement de producteurs,Bipia ,ZA Errepira,619 CD 650,,Route d' Halsou,64480,LARRESSORE,64317,+33 5 59 93 21 86,+33 6 24 33 34 54,contact@bipia.com,http://www.bipia.com , -1.4108352,43.3737424,,"
Conserverie # Piment",,,,,,,Visite guidée uniquement sur rendez-vous # Visite libre,Anglais # Basque # Espagnol # Français,,
DEGAQU024FS0007V,03/01/2020,Producteur,Biscottes La Chantéracoise ,,,,Le Pont,24190,SAINT-GERMAIN-DU-SALEMBRE,24418,+33 5 53 80 51 17,,boutique@la-chanteracoise.fr,http://www.la-chanteracoise.fr,0.45454054,45.1391461,Oui,"
Biscottes # Produits céréaliers",,,,,01/01/2020|31/12/2020|||||,,Visite guidée # Visite libre,Français,,
DEGAQU024V507I6S,03/01/2020,Producteur,Biscuiterie artisanale Maison Billeau,,,,Lieu-dit La Forêt,24110,SAINT-LEON-SUR-L'ISLE,24442,+33 5 53 82 07 95,,clients@la-chanteracoise.fr,,0.49494710,45.1251702,Oui,"
Pâtisserie",,,,,01/01/2020|31/12/2020|||||,,Visite guidée # Visite libre,Français,,
DEGAQU047V50A8F2,14/01/2020,Producteur,Biscuits B,,,20 route de Savignac,,47120,DURAS,47086,,+33 7 50 26 81 12,biscuitsb.biscuiterie@gmail.com,http://www.biscuitsb.com,0.18493061,44.6776540,Oui,"
Pâtisserie # Produits céréaliers",,,,,01/01/2020|31/12/2020|08:00|12:00|14:00|17:00|Dimanche - Lundi,,Visite libre uniquement sur rendez-vous,Anglais # Français,,
DEGAQU0240003063,02/01/2018,,Blanc SA,,,"7, avenue Victor Hugo",RD 6089,24120,TERRASSON-LAVILLEDIEU,24547,+33 5 53 50 00 38,,,,1.3018303,45.1298097,,"
Foie gras",,,,,,,,,,
DEGAQU064FS0001P,13/01/2020,Producteur,Bordatto Etxaldea,,Domaine Bordatto,,,64220,JAXU,64283,+33 5 59 49 18 22,+33 6 87 44 80 91,bordatto@orange.fr,http://www.domainebordatto.com, -1.191563,43.195854,Oui,"
Cidre # Jus de fruits # Vins",,,,,01/01/2020|31/12/2020|||||Dimanche,"Gratuit|0,00|0,00|Visite gratuite avec dégustation pour les individuels",Visite guidée uniquement sur rendez-vous,Anglais # Espagnol # Français,,
DEGAQU033V50U8J0,29/01/2020,Brasseur,Bordeaux Beer Factory ,,,64 Rue Borie ,,33000,BORDEAUX,33063,+33 5 57 87 84 09,,brewpub@bordeaux.beer,https://www.bordeaux.beer.com, -0.5707672,44.8549144,Non,"
Bières",,,,,01/01/2020|31/12/2020|||||,"Tarif de base||15,00|",,,,Boutique
DEGAQU040FS00092,04/01/2018,Producteur,Boucherie des prairies - Elevage Planté,,,2221 RD 817,,40300,PORT-DE-LANNE,40231,+33 5 58 89 37 36,,jeanpierreplante@orange.fr,http://www.boucherie-des-prairies-plante-port-de-lanne.fr, -1.1816740,43.5650701,Oui,"
Viandes",,,,,,,,,,
DEGAQU024V502FQ5,29/11/2019,,Boucherie-Charcuterie-Traiteur,,,,Le Bourg,24370,CARLUX,24081,,,,,1.3522429,44.8813942,,"
Bières # Viandes # Volailles",,,,,,,,Anglais # Français,,
DEGAQU024FS0008A,03/01/2020,,Boulangerie Boisseau,,,10 route de Gravelle,,24350,MENSIGNAC,24266,+33 5 53 03 51 04 # +33 5 53 03 42 06,,alain.boisseau@wanadoo.fr,http://www.boulangerieboisseau.fr,0.55867195,45.2242187,,"
Pain # Pâtisserie",,,,,,Gratuit|||visite du fournil,Visite guidée # Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU024V50D7LY,03/01/2020,Producteur,Boutique des Oies du Périgord Noir,,,Rouffillac,,24370,CARLUX,24081,,+33 6 86 73 80 38,jsthomas@wanadoo.fr,http://www.oies-du-perigord.com/,1.356693,44.868209,Oui,"
Produits de canards gras # Produits d'oies grasses",,,,Bienvenue à la Ferme,01/01/2020|31/12/2020|||||,,,,,Boutique
DEGAQU024FS00075,03/01/2020,Producteur,Boutique Valette Foie Gras,"24, rue St James",,,,24100,BERGERAC,24037,+33 5 53 57 17 15,,valette@valette.com,http://www.valette.fr,0.483353,44.851382,Oui,"
Foie gras # Huile # Spiritueux # Vins",,,,,,,,,,
DEGAQU064FS000BV,10/01/2020,Brasseur,Brasserie Akerbeltz,,,,ZA Larre Lore,64310,ASCAIN,64065,+33 5 59 23 84 21,,,http://www.akerbeltz.fr, -1.6315126,43.3578168,Oui,"
Bières",,,,,01/02/2020|31/03/2020|||14:00|19:00|Dimanche - Lundi # 01/04/2020|30/06/2020|||14:00|19:00|Dimanche # 01/07/2020|31/08/2020|||14:00|19:00| # 01/09/2020|31/10/2020|||14:00|19:00|Dimanche # 01/11/2020|31/12/2020|||14:00|19:00|Dimanche - Lundi,"Visite-dégustation|7,00|7,00|",Visite guidée uniquement sur rendez-vous,Français,,Boutique
DEGAQU064V59U9WJ,27/01/2020,Producteur,Brasserie Arrobio,,,180 plazako karrika,,64250,ESPELETTE,64213,,+33 6 16 90 07 22,bittor@arrobio.com,http://www.arrobio.com, -1.4460973,43.3408833,Oui,"
Bières",,,,,02/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|",Visite guidée,Basque # Français,,Boutique
