X,Y,FID,nom,source,export
342665.0499,7688785.975,379,MAIL DU CHAUDRON,CINOR,06/09/2019
342360.0134,7688939.9758,380,LACROIX,CINOR,06/09/2019
342083.9678,7688822.0085,381,LORY LES HAUTS,CINOR,06/09/2019
341966.0461,7688463.9627,382,TAMARINS,CINOR,06/09/2019
341708.9633,7688388.0165,383,NANTIER DIDIEE,CINOR,06/09/2019
341555.0277,7688373.0502,384,LES HIRONDELLES,CINOR,06/09/2019
341454.9604,7688207.0308,385,PAPAYERS,CINOR,06/09/2019
341687.9768,7687935.0108,386,CLINIQUE SAINTE CLOTILDE,CINOR,06/09/2019
341945.0433,7687945.9706,387,MARGOZES,CINOR,06/09/2019
342022.0281,7687835.9885,388,ZAC 2 MOUFIA,CINOR,06/09/2019
342283.0336,7687605.9638,389,RECTORAT,CINOR,06/09/2019
341852.9886,7687538.0159,390,BANCOULIERS,CINOR,06/09/2019
342086.9822,7687480.0042,391,PIERRE ET SABLE,CINOR,06/09/2019
341923.0435,7687171.0091,392,YLANG YLANG,CINOR,06/09/2019
341844.9597,7686968.9973,393,CES BOIS DE NEFLES,CINOR,06/09/2019
342692.9651,7688892.9624,394,MAIRIE DU CHAUDRON,CINOR,06/09/2019
342665.0499,7688785.975,395,MAIL DU CHAUDRON,CINOR,06/09/2019
342360.0134,7688939.9758,396,LACROIX,CINOR,06/09/2019
341950.9584,7689146.0181,397,SAINTE CLOTILDE CENTRE,CINOR,06/09/2019
341622.0069,7689307.9727,398,BANIAN,CINOR,06/09/2019
341337.9576,7689441.0094,399,DEUX CANONS,CINOR,06/09/2019
341101.9731,7689552.0243,400,PARC AQUATIQUE,CINOR,06/09/2019
340824.9529,7689678.0342,401,BUTOR,CINOR,06/09/2019
340568.0374,7689811.9813,402,HOTEL DES IMPOTS,CINOR,06/09/2019
340307.0216,7689939.0215,403,CAMP JACQUOT,CINOR,06/09/2019
339842.9746,7690166.9648,404,SAINT JACQUES,CINOR,06/09/2019
339483.9636,7690344.9775,405,PETIT MARCHE,CINOR,06/09/2019
339173.9961,7690367.0194,406,ECOLE CENTRALE,CINOR,06/09/2019
338762.9856,7690238.9524,407,RIEUL,CINOR,06/09/2019
338528.0225,7690381.053,408,HOTEL DE VILLE,CINOR,06/09/2019
338528.0225,7690381.053,409,HOTEL DE VILLE,CINOR,06/09/2019
338768.0275,7690234.019,410,RIEUL,CINOR,06/09/2019
339182.9829,7690363.0095,411,ECOLE CENTRALE,CINOR,06/09/2019
339486.036,7690335.0334,412,PETIT MARCHE,CINOR,06/09/2019
339847.9694,7690156.0522,413,SAINT JACQUES,CINOR,06/09/2019
340312.9534,7689928.0071,414,CAMP JACQUOT,CINOR,06/09/2019
340572.9572,7689797.9679,415,HOTEL DES IMPOTS,CINOR,06/09/2019
340824.0085,7689667.9505,416,BUTOR,CINOR,06/09/2019
341101.037,7689541.055,417,PARC AQUATIQUE,CINOR,06/09/2019
341370.9688,7689415.97,418,DEUX CANONS,CINOR,06/09/2019
341655.9526,7689283.0524,419,BANIAN,CINOR,06/09/2019
341951.9994,7689134.9569,420,SAINTE CLOTILDE CENTRE,CINOR,06/09/2019
342366.0475,7688928.9617,421,LACROIX,CINOR,06/09/2019
342663.0069,7688781.9702,422,MAIL DU CHAUDRON,CINOR,06/09/2019
342723.9774,7688892.0366,423,MAIRIE DU CHAUDRON,CINOR,06/09/2019
342692.9651,7688892.9624,424,MAIRIE DU CHAUDRON,CINOR,06/09/2019
341976.9535,7687838.994,425,ZAC 2 MOUFIA,CINOR,06/09/2019
342283.0148,7687607.9565,426,RECTORAT,CINOR,06/09/2019
342436.9694,7687520.9524,427,LP MOUFIA,CINOR,06/09/2019
342643.9815,7687565.9711,428,LA MARIANNE,CINOR,06/09/2019
342742.0349,7687814.0003,429,HOTEL DE REGION UNIVERSITE,CINOR,06/09/2019
342727.9982,7688000.9683,430,DDASS,CINOR,06/09/2019
342660.0148,7688193.9602,431,CITE UNIVERSITAIRE,CINOR,06/09/2019
342638.9758,7688571.948,432,RONTAUNAY,CINOR,06/09/2019
342642.0103,7688802.0324,433,MAIL DU CHAUDRON,CINOR,06/09/2019
342360.0134,7688939.9758,434,LACROIX,CINOR,06/09/2019
341950.9584,7689146.0181,435,SAINTE CLOTILDE CENTRE,CINOR,06/09/2019
341622.0069,7689307.9727,436,BANIAN,CINOR,06/09/2019
341337.9576,7689441.0094,437,DEUX CANONS,CINOR,06/09/2019
341101.9731,7689552.0243,438,PARC AQUATIQUE,CINOR,06/09/2019
340824.9529,7689678.0342,439,BUTOR,CINOR,06/09/2019
340568.0374,7689811.9813,440,HOTEL DES IMPOTS,CINOR,06/09/2019
340307.0216,7689939.0215,441,CAMP JACQUOT,CINOR,06/09/2019
339842.9746,7690166.9648,442,SAINT JACQUES,CINOR,06/09/2019
339483.9636,7690344.9775,443,PETIT MARCHE,CINOR,06/09/2019
339173.9961,7690367.0194,444,ECOLE CENTRALE,CINOR,06/09/2019
338762.9856,7690238.9524,445,RIEUL,CINOR,06/09/2019
338528.0225,7690381.053,446,HOTEL DE VILLE,CINOR,06/09/2019
338528.0225,7690381.053,447,HOTEL DE VILLE,CINOR,06/09/2019
338768.0275,7690234.019,448,RIEUL,CINOR,06/09/2019
339182.9829,7690363.0095,449,ECOLE CENTRALE,CINOR,06/09/2019
339486.036,7690335.0334,450,PETIT MARCHE,CINOR,06/09/2019
339847.9694,7690156.0522,451,SAINT JACQUES,CINOR,06/09/2019
340312.9534,7689928.0071,452,CAMP JACQUOT,CINOR,06/09/2019
340572.9572,7689797.9679,453,HOTEL DES IMPOTS,CINOR,06/09/2019
340824.0085,7689667.9505,454,BUTOR,CINOR,06/09/2019
341101.037,7689541.055,455,PARC AQUATIQUE,CINOR,06/09/2019
341370.9688,7689415.97,456,DEUX CANONS,CINOR,06/09/2019
341655.9526,7689283.0524,457,BANIAN,CINOR,06/09/2019
341951.9994,7689134.9569,458,SAINTE CLOTILDE CENTRE,CINOR,06/09/2019
342366.0475,7688928.9617,459,LACROIX,CINOR,06/09/2019
342663.0069,7688781.9702,460,MAIL DU CHAUDRON,CINOR,06/09/2019
342625.9891,7688570.0543,461,RONTAUNAY,CINOR,06/09/2019
342629.959,7688226.0044,462,CITE UNIVERSITAIRE,CINOR,06/09/2019
342732.9653,7687804.9473,463,HOTEL DE REGION UNIVERSITE,CINOR,06/09/2019
342639.0445,7687571.0173,464,LA MARIANNE,CINOR,06/09/2019
342411.0181,7687548.053,465,LP MOUFIA,CINOR,06/09/2019
342296.974,7687616.9452,466,RECTORAT,CINOR,06/09/2019
341976.963,7687837.9977,467,ZAC 2 MOUFIA,CINOR,06/09/2019
341105.0022,7689517.9542,468,PARC AQUATIQUE,CINOR,06/09/2019
340964.0075,7688983.9826,469,SKATE-PARC,CINOR,06/09/2019
340402.9782,7688944.9765,470,AZEMA,CINOR,06/09/2019
340184.9632,7688972.0095,471,ZOLA,CINOR,06/09/2019
339982.0053,7689001.9517,472,CHATEAU MORANGE,CINOR,06/09/2019
340012.9508,7689257.9915,473,SECURITE SOCIALE BOULEVARD SUD,CINOR,06/09/2019
340319.3456,7689422.3393,474,TRIBUNAL,CINOR,06/09/2019
340164.7014,7689545.7432,475,LATANIERS,CINOR,06/09/2019
339877.0241,7689642.9618,476,MONTHYON,CINOR,06/09/2019
339318.9708,7689540.9543,477,MAZAGRAN,CINOR,06/09/2019
339091.9958,7689741.0409,478,COLLEGE BOURBON,CINOR,06/09/2019
338914.0329,7689724.0484,479,JARDIN DE L'ETAT,CINOR,06/09/2019
338798.0022,7689984.9848,480,ROLAND GARROS,CINOR,06/09/2019
338737.9623,7690158.002,481,PARIS,CINOR,06/09/2019
338628.025,7690477.0094,482,HOTEL DE VILLE,CINOR,06/09/2019
338302.0324,7690842.9739,483,VICTOIRE,CINOR,06/09/2019
338475.0487,7690867.0099,484,VICTOIRE,CINOR,06/09/2019
338617.9732,7690461.9663,485,HOTEL DE VILLE,CINOR,06/09/2019
338734.0088,7690157.9639,486,PARIS,CINOR,06/09/2019
338790.0478,7689979.0404,487,ROLAND GARROS,CINOR,06/09/2019
338914.0329,7689724.0484,488,JARDIN DE L'ETAT,CINOR,06/09/2019
339300.0285,7689519.9584,489,MAZAGRAN,CINOR,06/09/2019
339789.0419,7689627.9475,490,MONTHYON,CINOR,06/09/2019
340074.7502,7689573.4462,491,LATANIERS,CINOR,06/09/2019
340221.0263,7689346.0052,492,TRIBUNAL,CINOR,06/09/2019
340098.9917,7689279.961,493,SECURITE SOCIALE BOULEVARD SUD,CINOR,06/09/2019
339980.9946,7688987.9924,494,M.J.C.,CINOR,06/09/2019
340184.0087,7688963.0328,495,ZOLA,CINOR,06/09/2019
340414.0167,7688933.0144,496,AZEMA,CINOR,06/09/2019
340987.9743,7688990.9641,497,MEDIATHEQUE,CINOR,06/09/2019
341105.0022,7689517.9542,498,PARC AQUATIQUE,CINOR,06/09/2019
340134.0267,7687923.9705,499,BELVEDERE,CINOR,06/09/2019
340132.0209,7688090.0185,500,AFPAR,CINOR,06/09/2019
340009.0408,7688254.0224,501,LES ALOES,CINOR,06/09/2019
339925.0511,7688289.9739,502,HIBISCUS,CINOR,06/09/2019
339817.0156,7688631.0369,503,MONDON,CINOR,06/09/2019
339896.9721,7688950.9848,504,NOTRE DAME,CINOR,06/09/2019
339942.0014,7689354.9595,505,SECURITE SOCIALE,CINOR,06/09/2019
340055.0507,7689414.0547,506,BOUVET,CINOR,06/09/2019
340174.0046,7689650.0115,507,LATANIERS,CINOR,06/09/2019
340193.0048,7689763.008,508,DE GAULLE,CINOR,06/09/2019
339875.0236,7689830.0449,509,VOLTAIRE,CINOR,06/09/2019
339673.0091,7689793.0127,510,RUELLE ACOLY,CINOR,06/09/2019
339568.6992,7689755.477,511,SAINT-BERNARD,CINOR,06/09/2019
339483.9833,7689876.9999,512,SAINT MICHEL,CINOR,06/09/2019
339483.9636,7690344.9775,513,PETIT MARCHE,CINOR,06/09/2019
339173.9961,7690367.0194,514,ECOLE CENTRALE,CINOR,06/09/2019
338762.9856,7690238.9524,515,RIEUL,CINOR,06/09/2019
338528.0225,7690381.053,516,HOTEL DE VILLE,CINOR,06/09/2019
338528.0225,7690381.053,517,HOTEL DE VILLE,CINOR,06/09/2019
338768.0275,7690234.019,518,RIEUL,CINOR,06/09/2019
339182.9829,7690363.0095,519,ECOLE CENTRALE,CINOR,06/09/2019
339486.036,7690335.0334,520,PETIT MARCHE,CINOR,06/09/2019
339495.0412,7689938.9939,521,ST MICHEL,CINOR,06/09/2019
339727.9976,7689830.9606,522,VOLTAIRE,CINOR,06/09/2019
339789.0419,7689627.9475,523,MONTHYON,CINOR,06/09/2019
340074.7502,7689573.4462,524,LATANIERS,CINOR,06/09/2019
340063.9569,7689451.0069,525,BOUVET,CINOR,06/09/2019
339936.9992,7689344.9476,526,SECURITE SOCIALE,CINOR,06/09/2019
339879.6423,7688924.5801,527,NOTRE DAME,CINOR,06/09/2019
339789.9798,7688597.0106,528,MONDON,CINOR,06/09/2019
339908.9832,7688283.9521,529,HIBISCUS,CINOR,06/09/2019
340027.0223,7688234.0452,530,LES ALOES,CINOR,06/09/2019
340128.0307,7688083.0055,531,AFPAR,CINOR,06/09/2019
340134.0267,7687923.9705,532,BELVEDERE,CINOR,06/09/2019
338530.9907,7687684.0222,533,JOLIE VUE,CINOR,06/09/2019
338450.9626,7687805.0317,534,LES PERLES,CINOR,06/09/2019
338408.0355,7687973.0098,535,CORINDONS,CINOR,06/09/2019
338236.9671,7688040.9917,536,LA ROUTE (CITRINES),CINOR,06/09/2019
338405.0278,7688015.0514,537,BRAS DE LA SOURCE,CINOR,06/09/2019
338489.9775,7688105.9931,538,GRENADINES,CINOR,06/09/2019
338640.7277,7688105.7896,539,MONTPLAISIR,CINOR,06/09/2019
338575.6949,7688236.0231,540,GRANITS,CINOR,06/09/2019
338338.0258,7688456.0346,541,RUBIS,CINOR,06/09/2019
338440.0343,7688483.039,542,BELLEPIERRE,CINOR,06/09/2019
338530.9907,7687684.0222,543,JOLIE VUE,CINOR,06/09/2019
338440.0343,7688483.039,544,BELLEPIERRE,CINOR,06/09/2019
338428.0506,7688485.0266,545,BELLEPIERRE,CINOR,06/09/2019
338320.9974,7688474.0266,546,RUBIS,CINOR,06/09/2019
338571.7071,7688218.0491,547,GRANITS,CINOR,06/09/2019
338632.7511,7688113.0196,548,MONTPLAISIR,CINOR,06/09/2019
338484.0277,7688108.0391,549,GRENADINES,CINOR,06/09/2019
338407.9974,7688019.9515,550,BRAS DE LA SOURCE,CINOR,06/09/2019
338236.0501,7688038.99,551,LA ROUTE (CITRINES),CINOR,06/09/2019
338407.0434,7687968.0182,552,CORINDONS,CINOR,06/09/2019
338444.9581,7687801.9843,553,LES PERLES,CINOR,06/09/2019
338529.9697,7687682.0195,554,JOLIE VUE,CINOR,06/09/2019
333012.9942,7685706.9551,555,MONTAGNE 17EME sans aller,CINOR,06/09/2019
333407.0247,7685979.047,556,MONTAGNE 16EME,CINOR,06/09/2019
333649.0408,7685859.011,557,PAPAYERS,CINOR,06/09/2019
333802.0221,7685674.9774,558,JACQUIERS,CINOR,06/09/2019
333933.0509,7685699.9754,559,LES AFFOUCHES,CINOR,06/09/2019
334092.9884,7685977.0253,560,ECOLE,CINOR,06/09/2019
334292.0229,7686183.0506,561,CASCADES,CINOR,06/09/2019
334463.9486,7686248.9717,562,LA CROIX,CINOR,06/09/2019
334502.0107,7686417.9675,563,FOUGERES,CINOR,06/09/2019
334774.9954,7686615.9729,564,GOYAVIERS,CINOR,06/09/2019
334923.9576,7686827.0292,565,CHIENDENTS,CINOR,06/09/2019
335004.014,7686936.985,566,BRUYERES,CINOR,06/09/2019
335049.9962,7687136.9465,567,MAISON FORESTIERE,CINOR,06/09/2019
335341.0258,7687215.991,568,BARBELES,CINOR,06/09/2019
335341.0511,7687456.0193,569,CYPRES,CINOR,06/09/2019
335423.0081,7687700.9516,570,GRENADINES,CINOR,06/09/2019
335589.0141,7687714.987,571,PECHER,CINOR,06/09/2019
335629.9617,7687898.9537,572,VIGNES MARONNES,CINOR,06/09/2019
335485.9742,7688068.0351,573,GALABERT,CINOR,06/09/2019
335296.0237,7688224.0409,574,TERRE ROUGE,CINOR,06/09/2019
335255.992,7688284.9816,575,CAPUCINES,CINOR,06/09/2019
335489.0327,7688591.963,576,REAU POTIER,CINOR,06/09/2019
335411.9683,7688683.982,577,LES LILAS,CINOR,06/09/2019
335485.9978,7688952.9707,578,HAUTS BOIS,CINOR,06/09/2019
335612.9931,7689010.0204,579,LA POSTE,CINOR,06/09/2019
335768.9702,7689093.0396,580,BOUGAINVILLEES,CINOR,06/09/2019
335950.0512,7689258.0102,581,MAIRIE ANNEXE,CINOR,06/09/2019
336196.0341,7689277.0304,582,EGLISE SAINT GABRIEL,CINOR,06/09/2019
336501.0115,7689295.96,583,PALMIERS,CINOR,06/09/2019
336740.0328,7689346.0143,584,EUCALYPTUS,CINOR,06/09/2019
336528.966,7689544.0095,585,METEO sans aller,CINOR,06/09/2019
336603.0174,7689994.0074,586,VIGIE,CINOR,06/09/2019
336991.0217,7689971.9996,587,CAP BERNARD,CINOR,06/09/2019
337048.9979,7689638.9871,588,FLAMBOYANTS,CINOR,06/09/2019
338457.0207,7689383.958,589,FELIX GUYON,CINOR,06/09/2019
338958.0262,7689455.996,590,HOPITAL D'ENFANTS,CINOR,06/09/2019
338912.0082,7689729.0109,591,JARDIN DE L'ETAT,CINOR,06/09/2019
338791.9844,7689994.0052,592,ROLAND GARROS,CINOR,06/09/2019
338736.97,7690153.0104,593,PARIS,CINOR,06/09/2019
338547.0045,7690397.9538,594,HOTEL DE VILLE,CINOR,06/09/2019
333012.9942,7685706.9551,595,MONTAGNE 17EME sans aller,CINOR,06/09/2019
338547.0045,7690397.9538,596,HOTEL DE VILLE,CINOR,06/09/2019
338547.0045,7690397.9538,597,HOTEL DE VILLE,CINOR,06/09/2019
338730.9645,7690149.9632,598,PARIS,CINOR,06/09/2019
338790.9869,7689967.9782,599,ROLAND GARROS,CINOR,06/09/2019
338912.0082,7689729.0109,600,JARDIN DE L'ETAT,CINOR,06/09/2019
339068.0484,7689397.0501,601,RUE DES MANGUIERS,CINOR,06/09/2019
338822.1322,7689349.3987,602,HOPITAL D'ENFANTS,CINOR,06/09/2019
338462.9902,7689422.9864,603,FELIX GUYON,CINOR,06/09/2019
337051.0371,7689685.9493,604,FLAMBOYANTS,CINOR,06/09/2019
336987.0226,7689997.9781,605,CAP BERNARD,CINOR,06/09/2019
336555.9777,7689994.9867,606,VIGIE,CINOR,06/09/2019
336535.5311,7689542.9666,607,METEO sans retour,CINOR,06/09/2019
336740.0328,7689346.0143,608,EUCALYPTUS,CINOR,06/09/2019
336501.0115,7689295.96,609,PALMIERS,CINOR,06/09/2019
336196.0341,7689277.0304,610,EGLISE SAINT GABRIEL,CINOR,06/09/2019
336025.9549,7689315.994,611,MAIRIE ANNEXE,CINOR,06/09/2019
335768.9702,7689093.0396,612,BOUGAINVILLEES,CINOR,06/09/2019
335612.9931,7689010.0204,613,LA POSTE,CINOR,06/09/2019
335485.9978,7688952.9707,614,HAUTS BOIS,CINOR,06/09/2019
335340.9688,7688720.0393,615,LES LILAS,CINOR,06/09/2019
335489.0327,7688591.963,616,REAU POTIER,CINOR,06/09/2019
335255.992,7688284.9816,617,CAPUCINES,CINOR,06/09/2019
335296.0237,7688224.0409,618,TERRE ROUGE,CINOR,06/09/2019
335485.9742,7688068.0351,619,GALABERT,CINOR,06/09/2019
335629.9617,7687898.9537,620,VIGNES MARONNES,CINOR,06/09/2019
335589.0141,7687714.987,621,PECHER,CINOR,06/09/2019
335423.0081,7687700.9516,622,GRENADINES,CINOR,06/09/2019
335341.0511,7687456.0193,623,CYPRES,CINOR,06/09/2019
335341.0258,7687215.991,624,BARBELES,CINOR,06/09/2019
335049.9962,7687136.9465,625,MAISON FORESTIERE,CINOR,06/09/2019
335004.014,7686936.985,626,BRUYERES,CINOR,06/09/2019
334923.9576,7686827.0292,627,CHIENDENTS,CINOR,06/09/2019
334774.9954,7686615.9729,628,GOYAVIERS,CINOR,06/09/2019
334502.0107,7686417.9675,629,FOUGERES,CINOR,06/09/2019
334463.9486,7686248.9717,630,LA CROIX,CINOR,06/09/2019
334292.0229,7686183.0506,631,CASCADES,CINOR,06/09/2019
334073.0079,7685915.0477,632,ECOLE,CINOR,06/09/2019
333924.9743,7685643.9839,633,LES AFFOUCHES,CINOR,06/09/2019
333802.0221,7685674.9774,634,JACQUIERS,CINOR,06/09/2019
333649.0408,7685859.011,635,PAPAYERS,CINOR,06/09/2019
333407.0247,7685979.047,636,MONTAGNE 16EME,CINOR,06/09/2019
333012.9942,7685706.9551,637,MONTAGNE 17EME sans retour,CINOR,06/09/2019
339735.0338,7686171.0099,638,MAIRIE DE SAINT-FRANCOIS,CINOR,06/09/2019
339775.0251,7686307.016,639,LES LAURIERS,CINOR,06/09/2019
339794.9612,7686364.9991,640,JACARANDAS,CINOR,06/09/2019
339970.034,7686440.9666,641,LES JACINTHES,CINOR,06/09/2019
339877.99,7686580.0234,642,CHEMIN LA COMETE,CINOR,06/09/2019
339974.985,7686684.0264,643,LES ROSIERS,CINOR,06/09/2019
340086.9559,7686832.0141,644,LES GLAIEULS,CINOR,06/09/2019
340101.0311,7686959.0245,645,LES ALAMANDAS,CINOR,06/09/2019
340056.05,7687061.0018,646,LES GERBERAS,CINOR,06/09/2019
340162.0426,7687247.0162,647,LES GERANIUMS,CINOR,06/09/2019
340131.9699,7687313.0444,648,LES CYCLAMENS,CINOR,06/09/2019
340234.9853,7687593.0237,649,CASCADES,CINOR,06/09/2019
340281.0462,7687650.0379,650,CORBEILLE D'ARGENT,CINOR,06/09/2019
340168.9902,7687770.9697,651,LES PETUNIAS,CINOR,06/09/2019
340134.0267,7687923.9705,652,BELVEDERE,CINOR,06/09/2019
340132.0209,7688090.0185,653,AFPAR,CINOR,06/09/2019
340009.0408,7688254.0224,654,LES ALOES,CINOR,06/09/2019
339925.0511,7688289.9739,655,HIBISCUS,CINOR,06/09/2019
339661.9609,7688559.026,656,DORET,CINOR,06/09/2019
339490.9544,7688848.002,657,CITE PAPAYA,CINOR,06/09/2019
339234.9539,7689340.9758,658,RUE DES MANGUIERS,CINOR,06/09/2019
338914.0329,7689724.0484,659,JARDIN DE L'ETAT,CINOR,06/09/2019
338798.0022,7689984.9848,660,ROLAND GARROS,CINOR,06/09/2019
338737.9623,7690158.002,661,PARIS,CINOR,06/09/2019
338528.0225,7690381.053,662,HOTEL DE VILLE,CINOR,06/09/2019
338528.0225,7690381.053,663,HOTEL DE VILLE,CINOR,06/09/2019
338734.0088,7690157.9639,664,PARIS,CINOR,06/09/2019
338790.0478,7689979.0404,665,ROLAND GARROS,CINOR,06/09/2019
338914.0329,7689724.0484,666,JARDIN DE L'ETAT,CINOR,06/09/2019
339068.0484,7689397.0501,667,RUE DES MANGUIERS,CINOR,06/09/2019
339235.0197,7689107.0424,668,AVE MARIA,CINOR,06/09/2019
339482.9908,7688843.0541,669,CITE PAPAYA,CINOR,06/09/2019
339670.0307,7688542.0539,670,DORET,CINOR,06/09/2019
339910.0235,7688283.9621,671,HIBISCUS,CINOR,06/09/2019
340027.0223,7688234.0452,672,LES ALOES,CINOR,06/09/2019
340128.0307,7688083.0055,673,AFPAR,CINOR,06/09/2019
340134.0267,7687923.9705,674,BELVEDERE,CINOR,06/09/2019
340182.9562,7687790.0351,675,LES PETUNIAS,CINOR,06/09/2019
340257.0399,7687680.0325,676,CORBEILLE D'ARGENT,CINOR,06/09/2019
340180.9791,7687627.0488,677,CASCADES,CINOR,06/09/2019
340123.0145,7687313.9551,678,LES CYCLAMENS,CINOR,06/09/2019
340144.9555,7687228.0316,679,LES GERANIUMS,CINOR,06/09/2019
340043.9531,7687074.9463,680,LES GERBERAS,CINOR,06/09/2019
340075.0243,7686958.9967,681,LES ALAMANDAS,CINOR,06/09/2019
340024.0186,7686766.9767,682,LES GLAIEULS,CINOR,06/09/2019
339965.9897,7686699.9933,683,LES ROSIERS,CINOR,06/09/2019
339878.979,7686607.0466,684,CHEMIN LA COMETE,CINOR,06/09/2019
339962.0333,7686440.0042,685,LES JACINTHES,CINOR,06/09/2019
339741.9631,7686380.9862,686,JACARANDAS,CINOR,06/09/2019
339765.9962,7686293.9761,687,LES LAURIERS,CINOR,06/09/2019
339726.9543,7686134.9509,688,MAIRIE DE SAINT-FRANCOIS,CINOR,06/09/2019
334943.0433,7688685.0017,689,RUISSEAU BLANC,CINOR,06/09/2019
334731.0313,7688997.998,690,CROTONS,CINOR,06/09/2019
334453.9674,7689176.0514,691,FILAOS,CINOR,06/09/2019
334639.0214,7689359.0122,692,MOULIN CADER,CINOR,06/09/2019
334924.9735,7689481.9641,693,JAMS ROSATS,CINOR,06/09/2019
335260.0473,7689488.0384,694,CHEMIN GAUD,CINOR,06/09/2019
335415.0353,7689545.0332,695,CHEMIN MACE,CINOR,06/09/2019
335630.9818,7689614.0295,696,CHEMIN DES MANGUIERS,CINOR,06/09/2019
335867.04,7689733.0415,697,ACALYPHAS,CINOR,06/09/2019
336286.9807,7689775.0242,698,LISERONS,CINOR,06/09/2019
336603.0174,7689994.0074,699,VIGIE,CINOR,06/09/2019
336991.0217,7689971.9996,700,CAP BERNARD,CINOR,06/09/2019
337048.9979,7689638.9871,701,FLAMBOYANTS,CINOR,06/09/2019
338457.0207,7689383.958,702,FELIX GUYON,CINOR,06/09/2019
338958.0262,7689455.996,703,HOPITAL D'ENFANTS,CINOR,06/09/2019
338912.0082,7689729.0109,704,JARDIN DE L'ETAT,CINOR,06/09/2019
338791.9844,7689994.0052,705,ROLAND GARROS,CINOR,06/09/2019
338736.97,7690153.0104,706,PARIS,CINOR,06/09/2019
338547.0045,7690397.9538,707,HOTEL DE VILLE,CINOR,06/09/2019
334943.0433,7688685.0017,708,RUISSEAU BLANC,CINOR,06/09/2019
338547.0045,7690397.9538,709,HOTEL DE VILLE,CINOR,06/09/2019
338547.0045,7690397.9538,710,HOTEL DE VILLE,CINOR,06/09/2019
338730.9645,7690149.9632,711,PARIS,CINOR,06/09/2019
338790.9869,7689967.9782,712,ROLAND GARROS,CINOR,06/09/2019
338912.0082,7689729.0109,713,JARDIN DE L'ETAT,CINOR,06/09/2019
339068.0484,7689397.0501,714,RUE DES MANGUIERS,CINOR,06/09/2019
338822.1322,7689349.3987,715,HOPITAL D'ENFANTS,CINOR,06/09/2019
338462.9902,7689422.9864,716,FELIX GUYON,CINOR,06/09/2019
337051.0371,7689685.9493,717,FLAMBOYANTS,CINOR,06/09/2019
336987.0226,7689997.9781,718,CAP BERNARD,CINOR,06/09/2019
336555.9777,7689994.9867,719,VIGIE,CINOR,06/09/2019
336288.9931,7689782.0189,720,LISERONS,CINOR,06/09/2019
335828.019,7689743.951,721,ACALYPHAS,CINOR,06/09/2019
335622.0433,7689613.0559,722,CHEMIN DES MANGUIERS,CINOR,06/09/2019
335413.9812,7689556.9799,723,CHEMIN MACE,CINOR,06/09/2019
335259.0029,7689498.9888,724,CHEMIN GAUD,CINOR,06/09/2019
334910.0449,7689487.0202,725,JAMS ROSATS,CINOR,06/09/2019
334666.9653,7689395.0493,726,MOULIN CADER,CINOR,06/09/2019
334436.0328,7689179.9701,727,FILAOS,CINOR,06/09/2019
334723.9855,7688995.0497,728,CROTONS,CINOR,06/09/2019
334943.0433,7688685.0017,729,RUISSEAU BLANC,CINOR,06/09/2019
338353.9553,7683870.0291,730,MACASSIS,CINOR,06/09/2019
338423.0344,7684039.9789,731,JACINTHES D'EAU,CINOR,06/09/2019
338523.0411,7684345.9618,732,VERVEINE,CINOR,06/09/2019
338919.0081,7684939.0046,733,LES POMMIERS,CINOR,06/09/2019
339103.0021,7685091.0176,734,ROMARINS,CINOR,06/09/2019
339181.0,7685168.0508,735,LES MAGNOLIAS,CINOR,06/09/2019
339328.0197,7685249.9557,736,CHEMIN MACASSIS,CINOR,06/09/2019
339227.0134,7685379.9549,737,MYOSOTIS,CINOR,06/09/2019
339018.016,7685306.9723,738,GIROFLES,CINOR,06/09/2019
339036.9566,7685500.0161,739,EVECHE,CINOR,06/09/2019
339443.0113,7685439.0523,740,CAPUCINES,CINOR,06/09/2019
339466.9825,7685780.055,741,PRIMEVERES,CINOR,06/09/2019
339598.0275,7685739.0236,742,CLEMATITES,CINOR,06/09/2019
339715.9763,7685935.0104,743,EGLISE DE SAINT-FRANCOIS,CINOR,06/09/2019
339735.0338,7686171.0099,744,MAIRIE DE SAINT-FRANCOIS,CINOR,06/09/2019
339970.034,7686440.9666,745,LES JACINTHES,CINOR,06/09/2019
339877.99,7686580.0234,746,CHEMIN LA COMETE,CINOR,06/09/2019
339764.9553,7686489.0404,747,BIBASSES,CINOR,06/09/2019
339695.0215,7686557.0101,748,GOYAVES,CINOR,06/09/2019
339784.9562,7686822.0322,749,CHEMIN SAPIN,CINOR,06/09/2019
339629.9741,7687014.9539,750,DATTIERS,CINOR,06/09/2019
339629.9741,7687014.9539,751,DATTIERS,CINOR,06/09/2019
339784.9562,7686822.0322,752,CHEMIN SAPIN,CINOR,06/09/2019
339695.0215,7686557.0101,753,GOYAVES,CINOR,06/09/2019
339764.9553,7686489.0404,754,BIBASSES,CINOR,06/09/2019
339962.0333,7686440.0042,755,LES JACINTHES,CINOR,06/09/2019
339726.9543,7686134.9509,756,MAIRIE DE SAINT-FRANCOIS,CINOR,06/09/2019
339712.0347,7685923.0156,757,EGLISE DE SAINT-FRANCOIS,CINOR,06/09/2019
339557.968,7685751.0381,758,CLEMATITES,CINOR,06/09/2019
339457.9896,7685784.9505,759,PRIMEVERES,CINOR,06/09/2019
